Cuenta_ID,Transaccion_ID,Código_Alerta,Descripción,Fecha_Alerta
2174,3827,B202,Intento de phishing,2023-12-29
2022,4081,B202,Sospecha de fraude,2023-04-30
237,1523,C303,Intento de phishing,2020-03-07
256,763,C303,Intento de phishing,2021-01-16
550,2069,A101,Sospecha de fraude,2023-07-16
577,2565,A101,Sospecha de fraude,2021-10-30
346,2395,B202,Intento de phishing,2020-01-30
2779,3218,A101,Intento de phishing,2020-11-29
38,3976,B202,Intento de phishing,2022-12-18
1695,1837,A101,Intento de phishing,2023-10-03
1695,4739,B202,Sospecha de fraude,2021-08-13
1229,1483,B202,Intento de phishing,2021-12-14
1897,3216,B202,Sospecha de fraude,2020-06-25
777,2074,C303,Intento de phishing,2023-03-04
1183,1641,C303,Intento de phishing,2022-10-16
1569,1826,B202,Sospecha de fraude,2020-01-25
608,516,A101,Intento de phishing,2023-02-09
2039,613,B202,Intento de phishing,2022-05-23
1610,2450,C303,Sospecha de fraude,2023-08-07
1312,4930,A101,Intento de phishing,2023-10-13
2084,2303,C303,Sospecha de fraude,2023-05-07
1028,956,B202,Sospecha de fraude,2023-12-13
2757,1109,A101,Intento de phishing,2023-02-21
1732,3487,B202,Sospecha de fraude,2022-07-19
935,4317,B202,Intento de phishing,2023-08-21
217,4338,C303,Sospecha de fraude,2021-03-02
2723,1440,C303,Intento de phishing,2022-04-17
2326,2453,A101,Intento de phishing,2020-12-25
1153,2992,A101,Intento de phishing,2021-11-18
1015,4610,C303,Sospecha de fraude,2023-02-08
1817,3517,A101,Sospecha de fraude,2020-06-13
2332,1107,C303,Intento de phishing,2021-06-16
2661,468,C303,Sospecha de fraude,2020-06-04
1101,1197,A101,Intento de phishing,2021-08-17
264,1734,C303,Intento de phishing,2023-09-19
659,4073,C303,Sospecha de fraude,2022-05-16
1100,4026,B202,Intento de phishing,2022-07-05
1726,3949,B202,Intento de phishing,2023-08-13
990,1439,A101,Sospecha de fraude,2021-01-31
477,364,A101,Intento de phishing,2022-03-18
2605,4247,C303,Sospecha de fraude,2020-03-23
2927,2935,B202,Sospecha de fraude,2021-03-13
2109,2646,A101,Sospecha de fraude,2022-09-06
2347,502,A101,Sospecha de fraude,2021-03-07
2717,1174,C303,Intento de phishing,2020-06-14
31,513,B202,Sospecha de fraude,2022-05-08
1423,2152,A101,Sospecha de fraude,2022-07-03
2485,3808,A101,Intento de phishing,2023-04-28
2053,1142,B202,Sospecha de fraude,2021-12-17
2724,4774,A101,Intento de phishing,2022-07-26
974,2739,C303,Sospecha de fraude,2023-03-11
2260,129,A101,Intento de phishing,2021-06-07
2827,683,A101,Sospecha de fraude,2023-08-18
2923,4484,C303,Sospecha de fraude,2020-06-08
1901,1335,C303,Sospecha de fraude,2021-09-02
347,569,C303,Sospecha de fraude,2022-04-15
450,1166,A101,Sospecha de fraude,2020-01-23
2788,4901,B202,Intento de phishing,2022-07-23
1675,841,C303,Intento de phishing,2021-11-01
1002,4665,A101,Intento de phishing,2022-11-15
1555,397,C303,Sospecha de fraude,2020-06-08
1232,222,C303,Sospecha de fraude,2020-06-18
2787,1719,C303,Sospecha de fraude,2022-03-26
2802,2945,A101,Sospecha de fraude,2023-12-13
2329,1708,B202,Intento de phishing,2020-01-11
2024,4666,A101,Intento de phishing,2022-09-28
559,4924,A101,Intento de phishing,2021-09-28
1605,4381,A101,Sospecha de fraude,2020-06-01
2356,1755,B202,Sospecha de fraude,2022-07-14
2343,2197,A101,Sospecha de fraude,2021-11-05
2788,749,C303,Intento de phishing,2020-06-11
2037,1932,C303,Intento de phishing,2021-01-25
2925,4017,B202,Sospecha de fraude,2022-03-31
1607,2333,A101,Sospecha de fraude,2023-03-23
2550,2154,B202,Intento de phishing,2020-12-26
755,1522,C303,Intento de phishing,2020-04-23
697,4139,B202,Sospecha de fraude,2023-02-24
1698,2346,B202,Sospecha de fraude,2023-04-18
391,1365,B202,Intento de phishing,2020-09-08
763,575,C303,Sospecha de fraude,2020-07-26
2539,1344,A101,Intento de phishing,2023-10-27
1451,2904,A101,Sospecha de fraude,2021-05-16
1195,151,C303,Sospecha de fraude,2020-10-05
1093,1086,C303,Intento de phishing,2023-09-01
2373,611,B202,Sospecha de fraude,2023-02-05
956,394,B202,Sospecha de fraude,2023-11-11
2823,3159,A101,Sospecha de fraude,2022-06-24
2701,1402,B202,Sospecha de fraude,2021-03-05
1558,2172,C303,Sospecha de fraude,2021-08-12
2729,3973,C303,Sospecha de fraude,2022-06-12
327,2363,C303,Intento de phishing,2020-05-05
2421,3116,A101,Intento de phishing,2022-04-25
693,1731,C303,Sospecha de fraude,2021-06-29
2430,2143,A101,Sospecha de fraude,2023-04-22
2040,2210,B202,Intento de phishing,2023-11-20
315,4325,A101,Intento de phishing,2021-11-23
1117,1616,A101,Intento de phishing,2023-02-04
226,4877,C303,Sospecha de fraude,2022-03-26
438,2685,A101,Sospecha de fraude,2020-08-31
2619,1384,B202,Sospecha de fraude,2023-08-02
2699,1387,A101,Intento de phishing,2020-06-22
2606,270,A101,Sospecha de fraude,2020-08-22
199,4175,B202,Intento de phishing,2021-06-06
2727,3865,B202,Sospecha de fraude,2021-03-04
1290,1262,B202,Sospecha de fraude,2022-06-01
1302,4345,C303,Sospecha de fraude,2022-09-18
378,1276,A101,Intento de phishing,2020-05-10
222,1052,B202,Sospecha de fraude,2020-02-11
1547,3646,A101,Sospecha de fraude,2020-07-14
513,1359,A101,Sospecha de fraude,2023-11-03
2245,3482,B202,Intento de phishing,2020-08-19
2323,4179,A101,Sospecha de fraude,2022-04-21
1624,831,C303,Sospecha de fraude,2020-07-22
1667,1787,B202,Intento de phishing,2021-04-17
953,2986,B202,Intento de phishing,2022-03-20
2591,4913,B202,Sospecha de fraude,2021-07-26
2233,3361,B202,Sospecha de fraude,2022-05-04
2877,4102,A101,Sospecha de fraude,2021-07-30
2925,4883,B202,Intento de phishing,2022-01-20
765,2114,B202,Intento de phishing,2022-11-23
2195,454,C303,Intento de phishing,2020-03-04
763,722,A101,Sospecha de fraude,2023-11-04
1876,3441,B202,Sospecha de fraude,2020-05-28
2461,2574,B202,Intento de phishing,2023-10-09
86,2946,A101,Sospecha de fraude,2021-01-06
1989,207,B202,Intento de phishing,2020-07-05
818,3480,A101,Sospecha de fraude,2021-01-12
1975,3970,B202,Sospecha de fraude,2020-12-07
1083,1984,A101,Sospecha de fraude,2023-12-08
2541,509,A101,Intento de phishing,2023-06-09
2050,4180,C303,Intento de phishing,2023-04-28
282,4930,C303,Intento de phishing,2023-10-16
485,1945,A101,Intento de phishing,2022-01-20
309,2708,B202,Sospecha de fraude,2020-10-14
2284,1464,A101,Intento de phishing,2023-01-01
2476,4536,A101,Intento de phishing,2023-03-03
880,902,B202,Intento de phishing,2021-05-30
2603,4251,B202,Sospecha de fraude,2022-10-03
1699,3623,C303,Intento de phishing,2022-06-26
39,4083,A101,Sospecha de fraude,2021-12-22
1527,1125,B202,Sospecha de fraude,2022-11-07
1829,4119,C303,Intento de phishing,2020-09-26
1848,3389,C303,Sospecha de fraude,2023-06-19
1336,522,C303,Intento de phishing,2022-01-01
613,1164,B202,Intento de phishing,2023-02-13
957,3819,B202,Intento de phishing,2021-05-17
663,413,C303,Sospecha de fraude,2020-04-24
379,2519,B202,Sospecha de fraude,2020-04-22
261,1878,C303,Intento de phishing,2021-01-12
2644,3248,B202,Sospecha de fraude,2022-11-26
1941,4128,A101,Sospecha de fraude,2020-10-13
1918,4112,A101,Sospecha de fraude,2022-02-16
1962,4120,B202,Intento de phishing,2023-06-26
2028,1013,B202,Intento de phishing,2023-01-21
1485,3197,C303,Intento de phishing,2022-06-27
2561,325,C303,Sospecha de fraude,2021-12-03
1102,3084,A101,Sospecha de fraude,2023-07-25
224,4817,C303,Intento de phishing,2023-01-09
2028,1590,B202,Sospecha de fraude,2021-08-29
2344,791,B202,Sospecha de fraude,2022-03-20
1590,4746,B202,Intento de phishing,2021-02-25
141,925,C303,Sospecha de fraude,2021-09-30
1791,1137,B202,Sospecha de fraude,2023-06-14
2274,1769,B202,Sospecha de fraude,2021-08-02
2801,424,C303,Intento de phishing,2023-10-28
1743,361,B202,Sospecha de fraude,2022-12-19
226,4513,C303,Intento de phishing,2023-03-15
174,1749,A101,Sospecha de fraude,2023-06-20
2745,3695,B202,Intento de phishing,2021-09-23
1883,4465,C303,Intento de phishing,2023-07-04
2290,1790,C303,Intento de phishing,2021-10-05
2469,4816,C303,Intento de phishing,2021-05-09
2391,36,C303,Intento de phishing,2020-07-12
1492,1859,A101,Sospecha de fraude,2022-09-01
911,4439,C303,Intento de phishing,2021-08-31
30,1069,A101,Sospecha de fraude,2020-06-13
2115,3984,C303,Sospecha de fraude,2020-12-12
1042,1281,B202,Sospecha de fraude,2021-10-07
2500,1879,C303,Sospecha de fraude,2020-06-23
899,760,B202,Sospecha de fraude,2021-06-07
1458,2160,A101,Intento de phishing,2023-10-15
580,685,A101,Sospecha de fraude,2020-08-08
87,4082,A101,Intento de phishing,2023-03-26
2007,2559,A101,Intento de phishing,2020-07-17
2700,2541,C303,Intento de phishing,2020-09-20
970,320,A101,Sospecha de fraude,2021-03-14
2253,3480,C303,Intento de phishing,2020-06-05
1340,3861,B202,Intento de phishing,2020-04-28
2278,1267,B202,Sospecha de fraude,2021-07-14
2590,3889,C303,Intento de phishing,2020-05-25
2842,561,C303,Intento de phishing,2022-04-16
1789,4123,C303,Intento de phishing,2023-11-06
2785,1702,A101,Intento de phishing,2023-09-04
790,163,A101,Intento de phishing,2023-04-06
2729,1767,C303,Sospecha de fraude,2021-05-09
2599,3407,B202,Intento de phishing,2020-05-16
1668,1703,B202,Sospecha de fraude,2020-06-10
1208,3917,B202,Sospecha de fraude,2023-11-06
774,3011,B202,Intento de phishing,2023-09-11
837,2595,B202,Sospecha de fraude,2023-02-06
2486,2420,A101,Sospecha de fraude,2022-07-13
220,1061,C303,Sospecha de fraude,2023-06-01
1652,1216,B202,Sospecha de fraude,2022-05-30
1981,2039,B202,Intento de phishing,2020-03-10
548,2830,B202,Intento de phishing,2022-06-04
1993,4467,A101,Sospecha de fraude,2021-06-21
1047,1962,C303,Intento de phishing,2020-11-08
2860,2675,B202,Sospecha de fraude,2021-02-08
2209,999,B202,Intento de phishing,2020-07-16
4,1060,C303,Sospecha de fraude,2021-08-31
315,4421,C303,Intento de phishing,2020-04-26
2108,1548,A101,Intento de phishing,2021-08-06
2509,4147,B202,Intento de phishing,2022-01-16
26,768,A101,Intento de phishing,2020-12-08
167,3034,C303,Sospecha de fraude,2020-03-18
75,4594,C303,Intento de phishing,2021-01-29
1335,1421,C303,Intento de phishing,2023-02-18
2728,2564,C303,Sospecha de fraude,2020-06-13
358,2450,C303,Sospecha de fraude,2022-05-01
2460,1346,B202,Sospecha de fraude,2020-04-30
2941,3513,B202,Intento de phishing,2021-09-07
99,1301,C303,Intento de phishing,2023-04-05
542,155,B202,Sospecha de fraude,2020-07-29
2187,614,B202,Sospecha de fraude,2021-02-25
629,3659,C303,Intento de phishing,2023-01-02
348,2587,B202,Intento de phishing,2022-02-26
2457,887,C303,Sospecha de fraude,2022-09-27
776,487,B202,Intento de phishing,2021-01-13
2047,4106,A101,Intento de phishing,2023-11-03
2548,3191,C303,Intento de phishing,2022-05-15
2888,4943,B202,Intento de phishing,2021-09-09
2227,1336,C303,Sospecha de fraude,2021-07-07
1697,4650,C303,Sospecha de fraude,2023-07-25
347,3565,B202,Sospecha de fraude,2021-03-31
2543,4670,C303,Intento de phishing,2023-07-17
1832,2312,C303,Sospecha de fraude,2021-08-19
112,459,A101,Intento de phishing,2020-10-25
514,2626,A101,Sospecha de fraude,2023-10-31
2128,91,C303,Intento de phishing,2021-10-03
2851,4895,A101,Intento de phishing,2022-08-21
469,1533,C303,Sospecha de fraude,2022-07-29
2021,3249,A101,Sospecha de fraude,2023-07-19
2899,3272,A101,Intento de phishing,2020-09-30
897,4264,A101,Intento de phishing,2022-12-25
943,2542,B202,Intento de phishing,2023-11-07
190,4246,A101,Intento de phishing,2022-06-25
2514,4852,B202,Sospecha de fraude,2022-02-25
2349,2689,A101,Sospecha de fraude,2021-02-07
1958,4505,C303,Intento de phishing,2020-11-19
1622,4560,C303,Intento de phishing,2022-06-08
751,761,A101,Intento de phishing,2020-05-08
1690,668,A101,Sospecha de fraude,2023-10-23
2381,1970,C303,Intento de phishing,2023-03-26
567,2113,A101,Sospecha de fraude,2022-04-15
2765,2374,A101,Intento de phishing,2020-11-16
1402,623,C303,Sospecha de fraude,2020-06-27
2090,1816,B202,Intento de phishing,2022-09-19
2483,3903,A101,Sospecha de fraude,2021-03-02
1589,4006,B202,Intento de phishing,2023-10-16
1644,3158,A101,Sospecha de fraude,2020-02-24
860,1442,A101,Intento de phishing,2023-08-07
530,4706,B202,Sospecha de fraude,2022-11-18
2513,2856,A101,Intento de phishing,2020-08-25
2647,3634,B202,Intento de phishing,2023-03-31
270,2593,B202,Sospecha de fraude,2023-07-25
903,2478,C303,Sospecha de fraude,2021-09-04
563,3949,A101,Intento de phishing,2023-02-17
1508,2745,C303,Sospecha de fraude,2020-01-23
1309,2029,A101,Intento de phishing,2021-10-02
207,186,A101,Sospecha de fraude,2022-04-03
2378,1215,B202,Sospecha de fraude,2020-03-06
417,1144,B202,Intento de phishing,2022-05-11
79,2819,B202,Sospecha de fraude,2022-12-10
357,764,C303,Sospecha de fraude,2023-03-15
2222,304,A101,Intento de phishing,2021-03-20
2184,2800,A101,Sospecha de fraude,2021-06-20
1291,4263,C303,Sospecha de fraude,2023-12-03
110,3892,B202,Sospecha de fraude,2021-12-03
2838,2620,B202,Sospecha de fraude,2021-05-25
392,2475,B202,Intento de phishing,2021-03-25
1481,1304,B202,Intento de phishing,2020-07-11
2271,1882,C303,Sospecha de fraude,2020-01-06
1896,123,B202,Sospecha de fraude,2021-06-14
364,4537,A101,Sospecha de fraude,2020-05-21
255,2928,A101,Intento de phishing,2023-09-29
1214,1862,A101,Sospecha de fraude,2020-08-06
1104,2448,C303,Intento de phishing,2020-01-27
2677,4923,B202,Sospecha de fraude,2021-06-10
393,1396,C303,Intento de phishing,2022-03-14
2950,3317,C303,Sospecha de fraude,2023-09-10
297,242,C303,Sospecha de fraude,2023-01-11
59,143,C303,Intento de phishing,2021-12-10
909,4096,B202,Intento de phishing,2022-03-15
1296,149,B202,Sospecha de fraude,2021-02-21
1262,30,A101,Intento de phishing,2020-12-03
668,1066,A101,Sospecha de fraude,2020-01-06
2482,2164,B202,Sospecha de fraude,2020-08-29
1968,2971,B202,Intento de phishing,2020-10-21
1326,3365,B202,Intento de phishing,2022-02-01
2172,2794,B202,Sospecha de fraude,2021-06-08
1059,2186,A101,Sospecha de fraude,2022-11-04
1860,3796,B202,Sospecha de fraude,2022-11-08
1428,3865,A101,Sospecha de fraude,2021-06-24
1373,545,C303,Sospecha de fraude,2022-01-10
1429,1063,B202,Sospecha de fraude,2021-07-21
626,259,B202,Intento de phishing,2023-06-03
704,4651,C303,Sospecha de fraude,2020-08-10
262,4830,C303,Intento de phishing,2021-11-30
1133,250,A101,Sospecha de fraude,2020-05-22
2669,3859,C303,Intento de phishing,2023-01-29
1285,4098,C303,Intento de phishing,2023-04-20
1343,2404,B202,Intento de phishing,2020-02-08
1026,2314,A101,Intento de phishing,2020-01-15
1358,2597,A101,Sospecha de fraude,2021-05-06
1742,4869,A101,Sospecha de fraude,2022-12-27
455,83,C303,Intento de phishing,2022-06-08
628,3858,C303,Sospecha de fraude,2022-01-01
242,2133,C303,Sospecha de fraude,2020-08-08
49,4726,C303,Sospecha de fraude,2020-03-03
1902,4683,C303,Sospecha de fraude,2023-10-06
2541,122,B202,Intento de phishing,2020-03-27
1146,3693,C303,Intento de phishing,2020-11-16
2354,666,B202,Intento de phishing,2021-05-29
2474,784,C303,Intento de phishing,2023-01-07
1870,3829,B202,Intento de phishing,2022-10-27
2510,223,B202,Intento de phishing,2021-04-21
2958,183,B202,Sospecha de fraude,2021-05-11
700,3535,B202,Sospecha de fraude,2021-06-11
2573,1748,B202,Sospecha de fraude,2021-08-22
1027,3508,B202,Intento de phishing,2020-06-25
1843,885,A101,Sospecha de fraude,2023-08-22
194,1709,B202,Intento de phishing,2023-04-14
17,1471,A101,Intento de phishing,2022-12-07
887,2388,C303,Sospecha de fraude,2020-05-23
864,3198,B202,Sospecha de fraude,2022-08-29
557,34,A101,Intento de phishing,2022-03-08
2975,2377,B202,Sospecha de fraude,2020-05-06
288,85,A101,Intento de phishing,2021-11-19
2600,719,B202,Sospecha de fraude,2020-11-10
1036,3708,A101,Sospecha de fraude,2021-08-01
2260,360,B202,Sospecha de fraude,2022-11-21
651,1005,B202,Intento de phishing,2020-06-16
2893,2722,C303,Sospecha de fraude,2022-07-10
127,2947,A101,Sospecha de fraude,2021-12-17
1438,415,C303,Intento de phishing,2021-08-23
1445,603,A101,Sospecha de fraude,2020-11-19
1401,4905,B202,Intento de phishing,2022-11-21
356,3535,A101,Intento de phishing,2021-08-27
1700,1818,A101,Intento de phishing,2022-06-24
1317,526,A101,Sospecha de fraude,2020-11-06
1803,330,A101,Intento de phishing,2023-01-18
2909,3883,B202,Intento de phishing,2023-06-06
986,3715,C303,Intento de phishing,2021-04-29
2533,1370,B202,Sospecha de fraude,2022-03-30
12,1862,B202,Sospecha de fraude,2022-05-31
2038,2700,B202,Sospecha de fraude,2023-02-02
542,4637,B202,Intento de phishing,2021-05-13
2258,2159,C303,Intento de phishing,2022-10-08
329,1544,C303,Intento de phishing,2021-04-16
630,3520,A101,Sospecha de fraude,2022-03-04
2448,594,C303,Sospecha de fraude,2020-04-25
1498,3313,A101,Sospecha de fraude,2023-03-10
871,3249,C303,Intento de phishing,2023-08-12
456,1017,C303,Sospecha de fraude,2020-12-02
2662,2989,C303,Intento de phishing,2023-12-09
1128,3531,A101,Intento de phishing,2021-04-11
754,901,C303,Sospecha de fraude,2020-05-27
1144,104,B202,Intento de phishing,2020-04-20
78,2995,A101,Intento de phishing,2020-03-24
266,1917,C303,Intento de phishing,2023-10-12
1402,701,C303,Sospecha de fraude,2022-10-21
2543,1094,A101,Intento de phishing,2023-07-20
627,791,B202,Intento de phishing,2023-04-20
6,1197,C303,Sospecha de fraude,2022-05-12
2797,42,C303,Intento de phishing,2022-04-05
1574,4691,A101,Sospecha de fraude,2023-10-22
2126,2771,A101,Intento de phishing,2023-10-29
2687,2275,B202,Sospecha de fraude,2023-05-01
2887,2446,C303,Sospecha de fraude,2023-06-30
2758,4409,C303,Sospecha de fraude,2022-04-21
477,3123,B202,Intento de phishing,2021-01-11
583,3099,B202,Sospecha de fraude,2023-08-12
1452,2211,C303,Sospecha de fraude,2021-04-29
964,2289,B202,Intento de phishing,2021-03-08
565,3732,B202,Sospecha de fraude,2021-12-30
2552,2241,B202,Sospecha de fraude,2022-06-23
2607,3732,B202,Intento de phishing,2020-04-25
2043,4706,C303,Sospecha de fraude,2023-08-07
2098,1720,C303,Intento de phishing,2023-10-15
2904,3832,C303,Intento de phishing,2023-06-24
1130,648,A101,Intento de phishing,2022-07-08
1353,1200,A101,Sospecha de fraude,2021-06-02
334,2206,C303,Sospecha de fraude,2022-09-25
822,4474,B202,Sospecha de fraude,2022-07-21
1214,2270,C303,Sospecha de fraude,2021-07-15
528,541,C303,Intento de phishing,2020-09-27
579,2392,C303,Intento de phishing,2023-03-04
2340,1195,C303,Sospecha de fraude,2023-02-06
373,2531,C303,Intento de phishing,2022-08-15
760,409,A101,Sospecha de fraude,2021-12-28
731,4034,C303,Intento de phishing,2023-10-13
965,2308,A101,Intento de phishing,2021-01-13
1365,3912,B202,Sospecha de fraude,2021-01-29
2064,1315,A101,Sospecha de fraude,2022-02-04
267,3274,A101,Intento de phishing,2023-01-15
482,2104,C303,Intento de phishing,2021-06-30
497,4418,C303,Sospecha de fraude,2020-10-29
1601,3050,C303,Intento de phishing,2021-11-13
1514,1605,B202,Intento de phishing,2021-04-30
2314,4369,B202,Sospecha de fraude,2023-06-22
1422,939,C303,Sospecha de fraude,2023-08-01
97,4281,C303,Sospecha de fraude,2022-01-09
642,1310,B202,Intento de phishing,2021-01-19
1391,4234,A101,Sospecha de fraude,2021-04-09
119,4093,A101,Sospecha de fraude,2021-07-18
130,1765,B202,Sospecha de fraude,2022-09-15
2609,2785,B202,Sospecha de fraude,2021-11-23
1614,4050,B202,Sospecha de fraude,2020-06-11
1387,3218,A101,Intento de phishing,2020-10-31
830,4511,B202,Intento de phishing,2021-02-19
454,848,A101,Sospecha de fraude,2022-09-04
2628,3967,B202,Sospecha de fraude,2022-04-20
2808,1786,A101,Sospecha de fraude,2021-12-17
1132,273,B202,Sospecha de fraude,2021-06-02
2322,1747,A101,Intento de phishing,2020-12-02
1989,1428,C303,Sospecha de fraude,2023-10-25
1206,3180,B202,Sospecha de fraude,2020-09-14
2271,4249,C303,Sospecha de fraude,2021-04-19
924,2892,A101,Intento de phishing,2022-02-07
1155,3401,C303,Sospecha de fraude,2022-08-11
2259,1225,C303,Sospecha de fraude,2022-03-13
2612,1016,A101,Intento de phishing,2023-09-17
2515,3298,B202,Sospecha de fraude,2020-08-04
2088,3579,A101,Sospecha de fraude,2020-11-19
1930,2209,A101,Intento de phishing,2021-12-31
21,380,B202,Intento de phishing,2023-12-30
2870,2178,B202,Intento de phishing,2021-09-13
1501,2982,A101,Intento de phishing,2020-12-26
356,868,A101,Intento de phishing,2021-02-02
2333,2397,B202,Intento de phishing,2022-09-22
1650,3243,A101,Intento de phishing,2023-10-31
532,506,B202,Intento de phishing,2020-02-05
2999,1515,C303,Sospecha de fraude,2022-11-24
403,2600,A101,Sospecha de fraude,2023-03-26
2333,948,B202,Sospecha de fraude,2020-01-23
581,1118,B202,Intento de phishing,2023-09-03
2171,2674,B202,Intento de phishing,2020-07-30
6,3972,B202,Intento de phishing,2021-12-14
1849,1509,B202,Sospecha de fraude,2021-04-28
840,4572,A101,Sospecha de fraude,2021-11-12
932,3682,A101,Intento de phishing,2023-03-30
2073,2290,B202,Sospecha de fraude,2022-03-06
440,1117,B202,Sospecha de fraude,2023-09-04
2434,3298,C303,Intento de phishing,2023-12-01
2998,4313,B202,Sospecha de fraude,2022-08-09
321,1891,B202,Intento de phishing,2022-03-04
1705,1030,C303,Intento de phishing,2022-02-04
244,4773,A101,Intento de phishing,2020-04-14
167,2735,A101,Intento de phishing,2020-07-10
2832,1818,C303,Sospecha de fraude,2023-12-24
1604,596,C303,Sospecha de fraude,2021-06-03
2838,1344,A101,Sospecha de fraude,2021-12-22
275,4064,A101,Sospecha de fraude,2022-06-02
359,2814,B202,Intento de phishing,2022-10-20
1897,4011,B202,Sospecha de fraude,2020-12-04
2326,1765,C303,Sospecha de fraude,2023-12-11
1189,3947,B202,Sospecha de fraude,2022-05-08
1876,4956,C303,Sospecha de fraude,2022-11-24
1158,2744,A101,Sospecha de fraude,2022-03-28
551,3556,C303,Sospecha de fraude,2020-12-21
2833,847,C303,Sospecha de fraude,2023-05-26
388,1611,B202,Sospecha de fraude,2021-12-21
2222,4130,C303,Sospecha de fraude,2020-06-12
2710,3616,B202,Intento de phishing,2022-11-25
1463,4545,A101,Sospecha de fraude,2020-08-24
922,559,A101,Intento de phishing,2023-11-12
1775,3033,B202,Sospecha de fraude,2021-05-23
1708,3180,B202,Sospecha de fraude,2020-12-15
1832,3152,C303,Sospecha de fraude,2022-06-11
456,4681,A101,Intento de phishing,2022-10-30
895,1450,A101,Sospecha de fraude,2021-02-18
296,4201,C303,Intento de phishing,2020-01-07
192,3656,B202,Intento de phishing,2022-10-08
1850,1408,A101,Intento de phishing,2020-01-06
1878,2803,A101,Sospecha de fraude,2023-01-23
1915,2500,B202,Sospecha de fraude,2023-05-28
2502,761,C303,Sospecha de fraude,2023-11-07
2725,3317,C303,Sospecha de fraude,2023-01-25
1050,1219,B202,Sospecha de fraude,2021-08-02
2065,1485,C303,Intento de phishing,2022-10-17
427,1124,A101,Intento de phishing,2021-12-04
2214,1819,C303,Intento de phishing,2021-07-15
1464,1598,A101,Intento de phishing,2020-03-30
997,1147,A101,Intento de phishing,2023-06-03
396,565,A101,Sospecha de fraude,2021-01-30
2791,2575,C303,Sospecha de fraude,2023-07-28
697,1388,A101,Sospecha de fraude,2021-05-27
596,1164,A101,Sospecha de fraude,2023-12-02
1225,2751,B202,Sospecha de fraude,2021-04-10
264,4891,B202,Intento de phishing,2021-02-04
1586,4133,B202,Intento de phishing,2022-07-13
625,880,C303,Sospecha de fraude,2023-01-25
2223,4412,A101,Sospecha de fraude,2023-07-07
495,2727,C303,Intento de phishing,2020-02-05
856,1950,B202,Sospecha de fraude,2022-05-25
957,2033,B202,Intento de phishing,2021-12-09
344,3619,C303,Intento de phishing,2020-11-26
2146,3929,A101,Intento de phishing,2021-05-30
988,3117,C303,Intento de phishing,2021-11-13
2331,556,A101,Sospecha de fraude,2022-02-25
93,4049,B202,Intento de phishing,2020-12-31
55,2576,A101,Sospecha de fraude,2023-12-18
1528,3401,C303,Sospecha de fraude,2020-05-19
1261,3424,B202,Sospecha de fraude,2021-08-27
2695,2749,A101,Sospecha de fraude,2022-11-12
665,1479,A101,Intento de phishing,2022-08-14
1000,1848,A101,Sospecha de fraude,2022-05-02
493,2914,B202,Sospecha de fraude,2023-10-15
2585,2556,B202,Intento de phishing,2023-02-20
2561,4841,A101,Intento de phishing,2022-04-24
1463,812,A101,Sospecha de fraude,2022-10-30
2350,1047,B202,Sospecha de fraude,2022-03-10
2872,3989,C303,Sospecha de fraude,2020-12-29
2458,1839,B202,Sospecha de fraude,2022-05-20
2287,854,C303,Sospecha de fraude,2021-12-15
686,3304,A101,Sospecha de fraude,2020-08-12
885,1461,A101,Intento de phishing,2021-09-14
1331,2366,A101,Sospecha de fraude,2021-06-13
10,2655,C303,Intento de phishing,2022-03-08
2469,3668,C303,Sospecha de fraude,2020-08-29
1144,2864,C303,Intento de phishing,2020-05-26
2271,484,A101,Sospecha de fraude,2020-11-19
764,2616,C303,Sospecha de fraude,2023-10-20
2826,2245,B202,Intento de phishing,2023-01-21
2829,1526,A101,Intento de phishing,2023-11-26
1419,266,A101,Intento de phishing,2023-08-17
1915,2832,C303,Intento de phishing,2021-02-10
2355,2997,B202,Sospecha de fraude,2020-05-15
1448,4039,B202,Sospecha de fraude,2021-06-19
2403,191,C303,Sospecha de fraude,2023-07-11
2413,253,A101,Sospecha de fraude,2020-09-12
1400,3389,C303,Sospecha de fraude,2022-04-20
492,905,C303,Sospecha de fraude,2022-07-24
2859,3060,C303,Intento de phishing,2021-09-02
2727,4230,A101,Intento de phishing,2021-03-29
1121,2238,B202,Sospecha de fraude,2021-01-20
2851,2384,C303,Intento de phishing,2020-01-14
473,1524,A101,Sospecha de fraude,2021-10-17
136,37,C303,Sospecha de fraude,2022-03-07
344,3292,A101,Sospecha de fraude,2021-01-21
763,907,A101,Sospecha de fraude,2021-05-30
1043,1643,C303,Intento de phishing,2023-01-12
1600,3570,A101,Sospecha de fraude,2021-12-02
802,178,A101,Intento de phishing,2023-04-11
812,2644,A101,Sospecha de fraude,2021-09-22
461,504,A101,Sospecha de fraude,2020-11-01
2153,657,A101,Sospecha de fraude,2020-07-02
2945,2461,A101,Intento de phishing,2020-08-22
2742,3696,A101,Sospecha de fraude,2021-07-06
2115,3555,B202,Intento de phishing,2023-10-09
2525,800,A101,Intento de phishing,2021-05-19
1625,2625,A101,Intento de phishing,2020-02-04
2668,75,C303,Intento de phishing,2022-08-19
1318,963,A101,Sospecha de fraude,2021-07-06
97,3091,C303,Intento de phishing,2022-07-03
593,4925,B202,Intento de phishing,2023-08-27
2771,386,A101,Intento de phishing,2023-05-02
310,3994,C303,Intento de phishing,2021-08-18
1936,4680,C303,Intento de phishing,2020-06-05
