Comercio_ID,Ubicacion_ID,Fecha_Registro,Código_Postal,Región
148,668,2020-07-09,9521,Norte
751,812,2022-08-04,4597,Centro
1195,926,2022-11-06,7787,Centro
1387,767,2021-05-27,4946,Norte
521,536,2023-11-24,4607,Centro
1111,282,2020-03-02,2101,Centro
312,1291,2023-11-25,3409,Norte
432,417,2021-06-13,4898,Centro
1646,522,2021-03-07,4567,Norte
1487,539,2021-09-14,6470,Centro
154,1944,2020-07-15,6169,Centro
253,1022,2023-12-18,6794,Sur
817,1542,2021-10-09,7727,Norte
205,1639,2021-03-08,5163,Norte
1523,1663,2022-12-25,1926,Centro
1564,46,2020-11-13,3123,Norte
1471,1504,2023-03-25,2940,Centro
299,906,2020-10-01,9769,Norte
52,1336,2021-09-23,9162,Norte
47,1343,2020-09-14,4364,Centro
659,1169,2023-06-16,8560,Norte
527,1453,2020-02-13,2352,Norte
932,214,2021-01-26,6132,Norte
1028,1810,2022-08-17,4009,Centro
1088,721,2022-05-26,9474,Norte
1985,1859,2021-07-21,2905,Norte
589,1548,2023-02-08,5874,Sur
682,1409,2022-03-23,3753,Norte
108,1186,2020-02-10,3741,Sur
1889,304,2020-01-14,9399,Sur
389,1156,2020-11-30,9194,Sur
1517,1658,2023-11-29,9419,Centro
698,1667,2022-07-31,4759,Centro
1662,557,2023-12-28,4073,Centro
499,1837,2023-08-28,8318,Sur
415,580,2020-10-31,9376,Centro
288,1862,2021-05-21,8606,Sur
166,1589,2023-11-09,4271,Centro
1205,586,2020-12-13,9203,Centro
392,394,2020-01-02,7977,Centro
359,647,2023-05-19,9748,Centro
727,336,2023-08-23,1698,Sur
682,433,2021-07-22,4558,Norte
1107,384,2022-02-07,5310,Norte
1576,1711,2022-12-08,4286,Centro
1433,411,2020-09-09,2655,Centro
1272,787,2021-11-28,5918,Sur
1031,202,2023-12-14,2448,Centro
1861,1786,2022-11-22,9071,Centro
1762,1591,2020-12-02,4188,Norte
1951,399,2021-02-09,2663,Centro
1969,222,2021-10-24,6703,Sur
1886,432,2022-05-19,8759,Sur
1178,889,2020-04-19,2586,Centro
1581,716,2022-07-15,8810,Centro
1515,1952,2023-12-12,5002,Centro
19,1109,2023-01-09,1815,Centro
28,989,2022-07-23,6263,Norte
1313,1114,2023-06-23,8530,Sur
119,1812,2022-10-24,8595,Norte
841,1976,2020-01-26,1050,Norte
795,1554,2022-08-18,4412,Norte
611,1850,2020-08-09,2442,Centro
741,1159,2022-04-22,1772,Norte
133,500,2020-04-13,2807,Norte
1066,1986,2021-04-12,9909,Norte
1465,756,2023-04-19,8470,Sur
634,71,2023-07-12,7992,Norte
1093,436,2021-06-12,4618,Norte
86,1505,2021-01-19,1684,Centro
1785,331,2020-11-10,9312,Sur
785,298,2022-11-04,6230,Sur
163,792,2021-02-25,4345,Norte
1672,1746,2022-03-15,8519,Centro
604,501,2022-10-16,2099,Sur
1814,333,2020-04-16,5896,Centro
630,1993,2021-03-04,4032,Norte
812,85,2021-09-14,8278,Sur
187,424,2021-08-15,1399,Centro
153,1298,2020-04-07,3312,Norte
1312,1615,2023-04-07,4182,Centro
1801,1666,2022-08-10,5839,Sur
709,962,2021-01-29,8262,Norte
1413,1499,2023-05-09,2676,Sur
1,1707,2023-09-04,6439,Centro
525,1017,2021-11-07,7694,Sur
957,744,2023-11-26,4561,Centro
1336,201,2023-03-29,9556,Centro
1496,1906,2021-03-21,1511,Norte
29,969,2023-01-09,6203,Centro
277,649,2020-06-17,3232,Sur
407,469,2020-08-19,4721,Sur
1468,1528,2020-06-10,9430,Centro
1235,1240,2021-11-30,7263,Norte
554,53,2022-04-24,7741,Norte
1835,650,2022-08-21,7344,Norte
314,245,2022-12-02,6673,Sur
307,529,2020-11-01,3000,Centro
672,121,2022-01-26,8529,Norte
686,444,2020-12-11,3487,Centro
1061,200,2021-05-08,7741,Centro
1894,1509,2023-01-05,4924,Norte
1467,1093,2021-03-05,9400,Norte
46,1687,2021-03-24,3636,Norte
799,260,2021-08-12,3073,Centro
1495,320,2021-01-05,4676,Norte
1935,1711,2022-04-29,3165,Norte
483,447,2021-12-23,4536,Sur
350,526,2023-05-16,1171,Sur
1112,1544,2020-02-13,3640,Sur
1452,268,2022-06-11,9842,Centro
443,782,2023-05-27,6677,Centro
1288,1269,2022-01-02,9217,Centro
413,943,2023-03-16,8872,Sur
162,1255,2020-05-09,2039,Centro
1543,1038,2020-11-18,5149,Sur
1943,391,2020-03-11,9519,Sur
1019,1814,2020-05-14,6877,Sur
621,687,2021-12-21,3035,Centro
68,1777,2021-09-10,6935,Centro
1462,490,2021-05-08,6024,Sur
745,1230,2023-05-24,4594,Centro
175,778,2023-04-16,3406,Centro
1193,1397,2020-04-16,4927,Norte
1808,495,2022-04-07,1576,Sur
1024,1887,2020-10-28,4343,Norte
299,1579,2022-01-15,5903,Sur
643,691,2023-12-21,7919,Norte
761,1544,2022-09-27,6583,Norte
1407,319,2020-01-13,2459,Sur
1369,652,2022-12-23,8573,Norte
1487,1487,2023-03-12,3246,Norte
1674,776,2022-07-26,4930,Norte
1088,85,2021-04-02,4160,Sur
409,1241,2020-12-01,9268,Sur
1272,1348,2021-10-26,1580,Centro
437,666,2023-09-27,2242,Centro
1387,75,2021-04-20,9988,Centro
1606,122,2023-12-29,2372,Centro
1582,966,2023-03-19,5125,Norte
1820,1712,2023-07-22,2085,Sur
1762,987,2022-02-13,6068,Sur
232,1171,2023-08-23,8762,Sur
459,267,2022-09-13,5238,Norte
1662,606,2020-07-23,4545,Sur
41,1307,2023-08-29,1893,Centro
1210,1128,2023-03-17,1362,Norte
343,1244,2021-04-30,3838,Norte
884,1796,2021-11-26,6280,Norte
1693,1377,2023-08-16,6643,Sur
514,135,2022-04-30,4235,Sur
584,1261,2022-07-18,2644,Sur
48,1081,2023-04-06,2100,Centro
100,864,2021-01-12,4891,Centro
477,10,2020-10-04,9537,Norte
1691,1941,2022-08-11,9650,Sur
289,1242,2021-09-07,3834,Norte
230,459,2023-03-25,8160,Centro
1104,631,2023-01-13,1865,Sur
1614,13,2022-06-24,6293,Sur
1173,365,2023-04-30,7921,Norte
26,1257,2022-04-06,6365,Norte
1883,1432,2022-08-10,6377,Sur
270,1935,2023-10-06,7511,Norte
450,967,2020-09-12,2311,Centro
1499,1909,2023-07-03,5827,Centro
26,685,2023-05-31,2777,Norte
1014,1555,2023-05-30,2058,Sur
990,400,2020-03-21,2360,Sur
769,470,2020-08-20,9464,Centro
583,1763,2020-04-29,3115,Sur
197,1823,2020-11-11,6917,Sur
1956,1975,2022-09-03,4918,Centro
418,396,2023-03-07,8166,Centro
804,1827,2022-12-23,6661,Sur
576,487,2020-08-02,8295,Centro
1392,937,2020-02-09,4790,Sur
516,1918,2020-01-11,4836,Sur
1032,264,2023-04-11,9179,Sur
920,963,2022-12-25,7506,Centro
1215,507,2022-05-20,2723,Norte
591,765,2022-09-13,8683,Centro
1575,1544,2023-10-02,7796,Centro
429,1235,2020-11-27,1651,Sur
671,1055,2021-04-29,5449,Norte
648,1994,2022-12-09,3218,Centro
226,399,2023-03-19,3522,Norte
1687,407,2023-03-15,9053,Sur
684,1553,2023-07-11,9393,Sur
885,1223,2021-08-02,7575,Sur
997,152,2022-06-11,4061,Norte
1402,1619,2020-08-01,1878,Centro
931,405,2023-07-25,1227,Centro
618,1184,2022-08-20,9762,Sur
1778,381,2020-05-29,8106,Sur
354,35,2020-12-15,9321,Centro
1919,1125,2020-06-17,6082,Norte
396,1138,2020-04-15,4209,Sur
1541,125,2022-09-04,2294,Norte
585,488,2023-12-14,5544,Sur
1387,135,2023-02-10,2093,Norte
1018,1000,2022-11-01,7539,Centro
1764,1391,2021-07-25,8986,Centro
1600,741,2020-02-19,1131,Norte
1115,241,2022-06-08,2367,Norte
1974,811,2020-09-18,3670,Sur
1406,1811,2022-08-19,3206,Centro
602,1869,2023-04-06,7173,Centro
1743,1306,2021-04-24,5974,Norte
1249,1523,2021-07-04,4403,Sur
1206,1330,2022-02-03,5014,Sur
424,1408,2021-01-07,1793,Norte
410,916,2021-01-28,1019,Centro
399,1020,2020-03-11,1582,Sur
417,127,2020-02-29,3917,Centro
760,952,2021-12-12,1321,Norte
739,1973,2022-03-27,3355,Norte
1959,1426,2023-10-17,4961,Sur
582,962,2023-10-06,2042,Centro
50,1633,2021-03-13,8703,Centro
163,1479,2023-10-23,3357,Centro
104,1524,2020-09-27,4937,Centro
1275,1358,2021-08-30,2517,Centro
1048,1784,2023-01-23,9792,Norte
1284,1787,2021-10-26,2284,Sur
684,1096,2021-01-09,9465,Sur
1719,1880,2022-06-02,4230,Sur
949,490,2021-01-04,2528,Sur
511,1038,2021-10-30,2069,Norte
395,901,2021-06-29,7768,Norte
586,1845,2020-09-29,8711,Norte
1316,284,2023-07-06,1993,Norte
1494,1046,2020-10-25,9037,Sur
1670,138,2022-10-17,9481,Norte
539,347,2023-07-22,4154,Centro
1392,1032,2020-03-02,9750,Sur
687,1162,2020-02-21,3514,Sur
1469,1495,2021-11-10,2427,Centro
1970,702,2022-04-24,7477,Norte
70,839,2022-08-25,2398,Norte
67,1062,2020-10-26,8881,Centro
1362,98,2023-07-24,3653,Norte
1068,924,2021-09-14,2583,Norte
1021,312,2023-03-01,4594,Centro
571,277,2020-03-20,3306,Sur
29,206,2023-10-22,9204,Norte
990,1265,2023-08-13,3159,Norte
1359,291,2020-12-21,4953,Sur
660,712,2020-02-14,9706,Centro
490,1348,2022-12-20,5089,Centro
1616,610,2021-09-17,3692,Sur
466,595,2023-08-07,7560,Sur
520,50,2022-02-06,3820,Sur
1330,1070,2021-01-19,1936,Centro
1270,1211,2020-05-23,9543,Centro
1127,1949,2020-05-13,4806,Norte
1867,179,2023-05-02,3128,Centro
665,1558,2023-04-13,8693,Norte
1851,439,2021-12-19,9287,Centro
625,1686,2021-06-07,3611,Centro
830,1196,2023-03-25,8931,Centro
323,1564,2022-06-08,1892,Sur
210,1157,2021-06-25,3161,Norte
610,1687,2022-07-21,4266,Centro
242,91,2023-12-27,1162,Norte
918,1391,2020-03-04,3167,Centro
424,849,2021-10-04,4795,Centro
1225,1635,2021-06-10,6995,Sur
1061,1554,2023-09-11,3858,Sur
1966,85,2022-04-27,3573,Norte
722,1031,2022-03-23,7748,Centro
1273,1473,2020-09-02,2145,Centro
1439,18,2022-11-14,3522,Centro
1522,1426,2022-10-25,3599,Sur
1935,1511,2021-12-06,9679,Sur
521,690,2021-11-25,8022,Sur
1681,30,2020-02-22,2073,Sur
293,1465,2021-01-09,6700,Centro
1137,743,2022-12-12,7343,Centro
489,619,2020-07-07,9824,Sur
1098,883,2023-05-20,5769,Centro
1870,1105,2020-12-17,3971,Norte
362,270,2020-06-16,2937,Sur
1683,703,2020-01-05,2640,Centro
321,785,2022-04-08,3422,Sur
93,1379,2021-01-22,5561,Sur
1031,1938,2021-10-28,5151,Centro
1341,1926,2023-07-30,9277,Norte
1315,578,2020-12-01,9392,Centro
372,848,2022-05-24,6904,Centro
1840,220,2023-11-28,8783,Centro
1513,1436,2023-07-31,3916,Sur
849,617,2021-11-28,2726,Sur
455,1791,2022-05-14,2638,Centro
279,133,2023-11-17,8329,Sur
979,206,2023-04-10,4574,Norte
1611,1808,2020-05-23,3441,Norte
1161,1976,2023-12-07,4440,Centro
1748,814,2022-03-19,1926,Norte
1294,1290,2022-09-11,8370,Sur
33,1381,2021-03-18,2862,Centro
1829,13,2023-08-14,2176,Sur
1547,568,2020-11-07,1203,Norte
1043,506,2021-06-28,4018,Sur
437,873,2021-11-25,2952,Sur
1857,138,2023-12-04,9047,Norte
1087,666,2021-06-22,6121,Norte
1721,1795,2020-08-12,1062,Centro
727,1811,2021-03-07,6970,Norte
1147,1252,2021-03-05,2548,Norte
730,147,2023-09-05,7902,Centro
914,1251,2020-06-05,8530,Norte
83,1394,2020-01-03,7672,Sur
1398,673,2022-05-31,8415,Norte
623,586,2021-10-08,3037,Centro
1943,75,2021-01-29,3112,Norte
1827,1036,2022-08-15,3641,Norte
1252,984,2022-08-14,7467,Centro
1289,181,2023-11-14,2195,Norte
93,573,2020-08-22,4118,Norte
23,1388,2023-01-04,2497,Centro
1335,546,2022-12-08,9700,Norte
529,1252,2021-09-02,2997,Norte
1744,1916,2022-07-12,2371,Centro
607,123,2023-01-12,9552,Centro
1719,199,2020-09-14,6558,Sur
777,1209,2021-11-03,6793,Centro
1614,626,2020-01-23,4290,Centro
1595,280,2021-01-11,3254,Centro
1344,1987,2023-07-28,2881,Norte
1758,1403,2023-04-10,9230,Norte
1494,1231,2022-06-19,2645,Centro
367,1081,2021-06-16,8290,Centro
941,1642,2021-08-22,1892,Sur
626,1066,2022-02-06,7362,Centro
773,444,2020-03-21,1697,Sur
1901,1587,2020-03-10,4687,Norte
1243,767,2023-04-10,8010,Centro
1924,1357,2021-05-13,1354,Norte
1947,1602,2023-12-23,5896,Centro
952,832,2022-06-09,3748,Sur
747,661,2022-06-23,6387,Norte
1920,1066,2021-02-13,5874,Norte
957,1817,2021-11-19,3439,Norte
1815,1155,2022-02-20,6579,Centro
62,1945,2021-08-13,1966,Norte
1953,1086,2021-05-22,5028,Centro
1709,159,2023-03-20,8821,Centro
1101,905,2020-12-05,7263,Sur
917,885,2022-11-17,6970,Norte
1557,751,2023-12-28,9505,Sur
736,1652,2023-08-27,4258,Norte
1447,376,2020-08-06,4520,Sur
1020,1943,2023-11-18,7742,Norte
651,1979,2020-09-23,5308,Norte
1332,59,2022-09-09,5837,Centro
119,1432,2020-11-11,1521,Centro
1038,833,2022-07-08,6568,Norte
1088,872,2023-04-23,3652,Norte
133,1949,2022-10-26,3170,Sur
859,1068,2023-12-09,8310,Centro
813,268,2023-12-07,9340,Centro
259,1981,2020-01-31,3443,Centro
1280,1733,2023-12-28,5439,Norte
817,1675,2023-03-14,4339,Norte
1559,624,2020-10-23,7436,Centro
1614,1718,2023-09-08,5884,Norte
1859,1552,2022-01-23,4222,Centro
630,1705,2020-11-12,7292,Centro
1463,37,2021-08-21,7140,Sur
767,822,2021-06-19,7943,Centro
50,413,2021-01-01,1177,Centro
1285,1765,2021-05-30,1712,Centro
1053,792,2020-10-06,4588,Norte
533,1007,2020-02-14,7431,Norte
44,388,2021-08-04,1314,Centro
461,758,2021-03-14,1808,Centro
1442,1656,2023-04-08,5764,Sur
1018,1047,2022-09-10,3438,Centro
3,262,2023-12-05,5731,Centro
972,746,2020-02-13,5122,Sur
994,1564,2023-04-10,3544,Sur
1728,533,2022-05-14,4349,Norte
65,51,2021-04-03,1466,Centro
1049,90,2020-08-09,7654,Norte
1158,1416,2020-09-05,5057,Sur
1268,721,2021-12-11,9217,Norte
1088,313,2022-05-23,5014,Norte
1843,528,2022-02-22,9085,Sur
995,1218,2020-11-04,3345,Sur
1590,1712,2022-01-19,5597,Sur
1502,1542,2022-10-19,7925,Centro
1693,1646,2023-02-13,5949,Centro
1920,1190,2022-04-19,5780,Sur
1833,209,2023-11-03,6377,Sur
1523,1522,2020-05-30,3424,Sur
46,1126,2021-03-31,9200,Norte
1478,1641,2022-05-30,5392,Centro
1541,440,2020-08-29,9947,Sur
1700,994,2022-11-18,7909,Sur
1551,1480,2023-11-25,5239,Centro
1339,1391,2021-12-25,1403,Norte
1027,436,2023-11-08,8925,Norte
1104,1397,2020-09-12,3194,Sur
398,747,2021-07-03,7403,Centro
385,301,2020-06-03,9113,Sur
1368,1421,2023-02-19,8344,Sur
1509,36,2022-10-26,4683,Centro
836,682,2021-11-05,3025,Centro
672,193,2022-10-11,6902,Sur
781,556,2022-02-20,2705,Sur
1591,1832,2022-04-22,1672,Norte
1369,1170,2023-12-24,5057,Sur
1519,1972,2020-10-07,1560,Norte
257,1085,2023-04-10,4498,Sur
993,388,2023-06-03,9320,Sur
560,441,2022-02-18,1549,Norte
384,1033,2022-06-24,2194,Sur
100,766,2022-04-14,3504,Norte
704,1412,2023-11-20,4774,Centro
975,573,2023-09-26,5722,Sur
44,724,2020-07-13,7597,Sur
1557,1020,2021-09-09,5109,Centro
795,1694,2022-02-16,8592,Norte
1278,402,2023-08-04,5812,Centro
913,1102,2022-04-11,1856,Centro
315,602,2023-01-09,3846,Norte
1299,743,2021-01-23,6969,Norte
1509,241,2022-01-08,7812,Sur
165,624,2022-05-08,5998,Centro
4,1776,2022-10-12,4484,Sur
1707,1845,2023-05-22,4973,Centro
1314,1288,2020-10-31,5318,Centro
1286,97,2022-03-20,8557,Sur
1897,1910,2022-04-21,3182,Sur
1898,1741,2020-03-02,5410,Centro
585,628,2021-03-25,7686,Norte
1533,1704,2020-04-15,5523,Centro
204,666,2021-07-04,6577,Norte
6,1776,2023-05-31,7034,Norte
467,1310,2023-09-26,7613,Norte
1020,1151,2023-04-22,7394,Sur
1297,526,2022-08-28,7428,Norte
761,843,2020-06-06,7518,Norte
1101,720,2023-04-26,6184,Sur
1124,710,2023-06-12,5868,Sur
1606,1436,2022-01-31,6505,Centro
569,1741,2022-08-31,3024,Sur
1553,1227,2021-04-05,6769,Centro
1865,258,2021-07-21,7441,Norte
1623,72,2020-01-29,5895,Centro
1911,770,2022-03-09,1918,Sur
1227,586,2023-03-22,5940,Centro
1109,618,2023-07-05,9719,Norte
850,439,2021-03-25,1323,Centro
521,1295,2020-10-25,8380,Centro
1973,1624,2023-08-18,4848,Centro
179,713,2022-11-29,5963,Sur
272,1427,2022-01-24,6813,Norte
681,1239,2020-12-31,4920,Sur
61,837,2023-11-20,4551,Sur
256,746,2020-04-16,6093,Centro
365,762,2020-06-27,8348,Centro
794,1924,2020-07-18,8712,Norte
1232,939,2021-12-22,1265,Sur
1379,1735,2020-06-27,5099,Norte
1084,471,2021-11-17,4781,Norte
1852,895,2020-05-04,4411,Centro
1639,711,2022-11-19,1826,Norte
1986,803,2020-02-20,9141,Sur
897,1257,2020-09-29,7527,Norte
101,1976,2021-10-24,3349,Norte
1946,576,2023-11-20,7782,Centro
973,1656,2020-03-05,3349,Sur
1746,121,2023-03-26,6792,Norte
1882,1033,2021-07-17,3150,Centro
1174,462,2022-11-14,9138,Centro
145,1361,2023-05-31,3944,Sur
1290,1993,2023-11-16,8781,Norte
1128,1497,2020-11-05,2197,Sur
1199,745,2022-03-05,9840,Norte
1478,435,2021-06-23,5967,Sur
149,1784,2023-10-26,2739,Sur
90,265,2020-01-09,1969,Centro
1903,1197,2020-11-01,8576,Sur
117,661,2023-10-29,1673,Centro
1117,761,2020-05-01,9909,Norte
1674,1933,2020-12-07,4083,Centro
583,715,2023-08-07,9256,Norte
1338,653,2022-06-15,3300,Centro
1989,1732,2021-10-09,9397,Norte
761,1922,2020-11-14,8618,Sur
543,1043,2021-02-20,6863,Centro
539,72,2021-08-05,9426,Sur
357,460,2021-07-26,1975,Norte
951,571,2022-06-05,7490,Centro
378,776,2021-05-25,9297,Sur
658,1948,2022-03-17,2586,Norte
1016,1234,2020-10-19,8616,Sur
1534,764,2021-11-09,2872,Centro
1012,1152,2022-04-18,6207,Norte
1654,130,2022-02-25,1093,Centro
29,624,2023-04-27,2415,Sur
1313,857,2022-01-13,4340,Centro
304,633,2021-04-17,2346,Norte
756,232,2021-01-11,1020,Norte
470,184,2020-07-07,2040,Sur
1072,1124,2020-11-30,9460,Centro
1273,1791,2023-01-30,3791,Centro
1025,1416,2023-07-08,7518,Centro
730,1870,2020-04-09,1576,Centro
70,250,2022-02-25,5457,Sur
571,437,2022-02-28,9541,Centro
781,685,2022-10-29,4414,Centro
1099,1518,2020-01-13,9785,Centro
1964,126,2021-01-24,1216,Centro
803,1891,2021-06-25,8588,Centro
803,571,2023-05-30,5975,Sur
1763,1179,2021-11-29,6328,Norte
12,869,2022-07-03,4852,Norte
874,586,2022-08-16,2338,Centro
568,31,2020-10-19,4549,Sur
1119,1060,2022-11-25,1640,Centro
551,102,2023-03-11,4532,Norte
153,1435,2022-08-29,2106,Centro
812,231,2023-08-04,2094,Norte
714,1980,2023-01-01,5361,Sur
777,1589,2020-11-13,9890,Norte
588,1572,2021-01-08,5237,Centro
361,711,2023-04-20,3158,Norte
1100,404,2020-09-25,4341,Sur
690,1266,2022-05-05,7821,Centro
968,1428,2020-11-22,1412,Centro
1526,388,2020-03-26,1247,Norte
1358,696,2021-09-30,6168,Norte
274,1779,2021-02-11,5709,Centro
1063,148,2023-10-17,5750,Norte
887,1336,2023-04-11,5211,Sur
1893,1471,2020-09-28,8105,Norte
1819,521,2020-12-21,2660,Sur
1928,1502,2021-08-30,2572,Norte
1683,1622,2023-09-26,6051,Sur
51,1099,2022-04-17,5637,Centro
504,300,2023-11-21,8318,Centro
369,390,2021-05-18,6116,Sur
1772,733,2023-01-09,1887,Centro
1096,43,2020-08-08,5123,Centro
765,922,2021-02-28,2116,Norte
1507,1080,2022-10-23,9179,Sur
155,476,2022-12-26,8781,Centro
1773,1788,2020-01-10,2692,Sur
1153,1269,2020-11-26,7696,Centro
1066,1414,2021-02-14,5557,Sur
597,1689,2022-10-25,8007,Centro
1279,510,2022-03-18,4440,Norte
474,1905,2020-05-24,3437,Norte
828,1893,2021-12-26,1498,Norte
275,20,2022-06-30,7796,Sur
1090,1267,2021-03-10,3591,Sur
1223,1054,2020-04-30,6017,Sur
1288,1397,2023-04-20,6353,Sur
1025,139,2023-11-01,8746,Norte
1486,158,2020-02-16,4143,Centro
682,568,2020-12-19,2840,Centro
142,918,2020-03-02,6179,Centro
58,1144,2023-07-29,4234,Sur
746,1478,2022-10-19,9202,Centro
448,1261,2021-08-15,8610,Norte
1750,1058,2022-12-10,2401,Sur
459,90,2024-01-01,4120,Centro
571,1569,2023-05-22,3430,Centro
365,169,2023-06-26,1219,Norte
1729,366,2023-09-08,6011,Centro
120,1746,2021-04-16,7038,Norte
1707,12,2020-01-17,3766,Norte
276,1933,2020-07-03,4457,Norte
581,1385,2020-09-05,3978,Centro
1632,159,2021-04-15,5197,Norte
519,1928,2021-06-06,5692,Sur
1186,1015,2021-09-17,9049,Norte
1136,985,2021-12-03,4940,Norte
274,625,2020-01-25,2896,Norte
52,147,2020-06-15,6907,Norte
240,962,2023-08-10,6170,Centro
1781,1149,2023-10-02,4013,Norte
1086,747,2023-04-25,1053,Sur
948,944,2022-11-05,8031,Sur
1841,1345,2023-06-12,7790,Sur
139,1344,2020-07-13,3156,Centro
636,681,2022-04-16,9730,Sur
203,420,2020-11-03,8700,Centro
22,368,2020-08-29,3263,Centro
1589,1846,2023-03-04,6361,Sur
1131,95,2022-05-17,3443,Centro
288,840,2020-06-27,8670,Norte
916,431,2022-12-20,9530,Norte
261,292,2023-12-07,1018,Sur
1476,1360,2021-12-12,4465,Norte
487,836,2022-12-18,2181,Centro
539,1636,2022-10-17,8163,Centro
1384,1115,2022-03-13,1776,Norte
1190,1910,2020-02-21,9588,Sur
1004,1215,2023-02-22,6736,Centro
1237,603,2022-03-03,8905,Centro
553,1697,2022-09-03,7126,Norte
1318,1812,2021-06-13,4884,Centro
1903,1164,2020-07-19,2467,Centro
405,787,2022-05-06,3781,Centro
1194,1763,2023-11-30,4411,Norte
901,1909,2020-08-20,2956,Centro
1668,1926,2020-01-14,7444,Norte
1371,108,2020-10-25,7753,Sur
1010,95,2022-06-29,5532,Norte
1245,1041,2020-11-15,8823,Sur
1914,1037,2020-07-30,6961,Centro
563,1820,2020-02-25,7014,Sur
1114,1984,2021-02-16,5774,Sur
651,43,2021-04-29,4559,Centro
700,585,2022-09-18,6489,Centro
1695,782,2023-05-04,4758,Norte
1745,294,2020-11-04,6230,Centro
729,1294,2020-05-21,9979,Centro
1440,1945,2023-01-14,3799,Centro
688,1656,2023-03-12,5004,Centro
1018,955,2020-03-22,8088,Norte
696,888,2022-11-12,2046,Centro
1779,1560,2021-07-31,2334,Norte
1597,528,2020-12-15,2622,Norte
1234,540,2020-11-19,9807,Sur
677,733,2023-06-29,8469,Norte
1360,425,2020-08-09,1185,Centro
29,956,2020-07-25,4238,Sur
1747,1225,2023-11-06,5345,Sur
1251,3,2023-08-16,4411,Centro
853,1856,2022-04-26,4781,Sur
567,225,2020-08-14,1944,Norte
406,1720,2023-09-11,7029,Norte
1383,1182,2023-02-08,7338,Centro
1251,560,2021-03-20,8445,Centro
186,389,2022-05-09,5765,Centro
863,1877,2022-03-19,2042,Norte
1631,938,2020-02-22,1931,Centro
473,1905,2020-01-10,5587,Centro
406,211,2021-07-10,6072,Norte
760,237,2020-08-25,1699,Centro
612,1904,2023-09-12,1025,Norte
89,86,2020-06-30,3283,Sur
715,1590,2022-06-25,9422,Sur
1821,1818,2020-12-31,5504,Centro
1716,635,2022-01-07,1146,Norte
478,1950,2022-02-27,7688,Norte
862,1048,2022-04-09,1352,Sur
917,1341,2023-09-17,5701,Norte
943,262,2021-02-28,9259,Norte
339,700,2023-08-25,7852,Sur
85,1590,2021-02-07,2299,Centro
1452,1817,2020-10-22,7621,Centro
1976,879,2023-03-05,5305,Norte
1955,88,2022-10-27,1906,Centro
1782,971,2023-09-17,6849,Sur
742,1986,2022-05-21,7143,Norte
1468,53,2021-06-13,7467,Centro
1978,1273,2023-06-07,7471,Sur
1157,864,2022-02-02,3611,Centro
1499,756,2020-06-06,5689,Norte
1264,516,2023-06-17,8802,Centro
272,151,2023-11-15,9373,Centro
957,382,2022-12-26,7932,Centro
721,489,2021-04-02,1435,Norte
795,1485,2020-08-23,5916,Sur
46,251,2022-10-20,9535,Sur
769,616,2022-08-17,1999,Sur
1311,1995,2021-03-19,7903,Norte
888,1575,2021-04-22,3531,Centro
1904,1134,2023-06-23,2610,Centro
1946,1051,2022-10-23,6563,Centro
1328,252,2020-03-31,2775,Centro
1514,425,2020-02-24,9358,Sur
224,1213,2020-06-30,6747,Centro
1547,168,2021-08-21,4736,Sur
1380,574,2022-06-02,4570,Sur
16,1901,2020-07-12,9945,Centro
713,1442,2022-05-21,8350,Sur
251,737,2023-06-27,5907,Norte
531,1539,2021-02-09,3454,Centro
1381,627,2022-10-30,3118,Sur
347,629,2020-09-21,5125,Norte
218,1384,2022-08-05,4637,Sur
862,540,2022-06-30,3407,Sur
316,537,2020-10-22,2422,Centro
1336,1059,2020-12-26,7336,Centro
134,1118,2021-08-13,7922,Centro
1936,710,2020-10-09,4266,Sur
1444,889,2021-06-25,7983,Sur
216,1753,2022-12-10,4738,Sur
176,431,2023-04-16,1141,Sur
831,592,2020-11-12,1977,Centro
1529,104,2021-03-31,8370,Norte
439,563,2020-12-29,4752,Sur
970,1559,2023-08-19,6341,Centro
902,377,2020-11-23,9331,Centro
654,1818,2023-01-20,3871,Sur
847,1211,2023-11-11,4327,Centro
992,1199,2023-03-30,9888,Norte
168,1999,2021-07-04,7995,Centro
1531,1095,2022-09-27,5707,Centro
869,694,2021-07-18,4081,Sur
1601,559,2023-08-17,1822,Centro
1403,1989,2023-09-05,7266,Centro
718,1433,2020-08-04,2912,Sur
1102,1129,2020-08-13,2064,Sur
577,579,2020-10-01,5819,Sur
1036,1885,2022-12-05,2701,Sur
117,1334,2020-06-07,3052,Centro
1659,246,2020-11-14,1230,Norte
245,1076,2023-02-15,9862,Centro
1342,499,2021-08-24,6426,Sur
999,303,2021-10-02,7218,Norte
207,1505,2022-08-07,3346,Norte
1520,1093,2023-03-16,9632,Norte
334,1666,2020-03-25,1282,Sur
1600,97,2023-04-16,2525,Norte
1579,670,2023-08-29,4998,Norte
1686,1342,2022-10-01,7712,Sur
45,1862,2021-08-31,9737,Sur
645,1926,2023-02-15,6451,Sur
1208,574,2020-03-07,1350,Norte
1175,793,2022-10-05,6044,Norte
1559,1588,2022-06-04,6210,Norte
1079,613,2021-12-29,7639,Centro
691,1730,2022-09-15,8489,Norte
1974,1746,2023-04-02,6299,Centro
181,510,2023-03-16,5704,Centro
241,123,2023-05-10,4641,Centro
1076,1726,2021-10-11,7848,Norte
