Cliente_ID,Tarjeta_ID,Tipo_Tarjeta,Banco_Emisor,Límite_Crédito
842,467,Débito,Banco B,12484.71
2952,2156,Débito,Banco B,22581.93
1178,1088,Crédito,Banco C,29004.85
1028,2515,Débito,Banco B,45010.24
358,2296,Débito,Banco A,44726.56
680,2673,Débito,Banco C,5980.14
2179,842,Crédito,Banco B,11694.9
1057,2538,Débito,Banco B,39546.27
627,1865,Crédito,Banco B,26704.63
2932,2681,Débito,Banco A,15309.35
887,571,Débito,Banco C,2386.07
1820,200,Crédito,Banco C,43074.64
1726,1893,Débito,Banco A,31106.79
1085,1925,Débito,Banco A,37135.38
1231,1848,Crédito,Banco A,34054.61
1503,388,Débito,Banco B,17290.01
2156,1019,Crédito,Banco C,24480.05
1457,1532,Crédito,Banco A,5185.19
2757,2447,Crédito,Banco A,23807.48
1073,1971,Crédito,Banco A,24594.76
2458,613,Débito,Banco C,13540.3
1541,292,Débito,Banco B,48426.43
1400,1850,Débito,Banco C,47340.69
1644,2933,Débito,Banco A,8081.96
1678,2746,Débito,Banco A,15996.28
1975,2921,Crédito,Banco B,49476.33
143,2938,Débito,Banco C,29279.77
985,1032,Crédito,Banco C,7463.33
88,407,Crédito,Banco A,25999.11
1803,1481,Débito,Banco A,41452.83
1032,1891,Crédito,Banco C,3009.77
2692,1381,Débito,Banco B,44045.49
2829,836,Débito,Banco A,47856.17
120,2129,Débito,Banco C,29190.02
2156,857,Débito,Banco B,10286.45
551,2988,Débito,Banco A,33781.75
671,1585,Débito,Banco B,20355.73
2035,1253,Crédito,Banco A,35261.44
2405,1013,Crédito,Banco B,9821.32
2692,2664,Crédito,Banco B,39258.91
2844,1516,Débito,Banco A,49688.49
842,374,Crédito,Banco A,7304.58
577,1014,Débito,Banco B,36802.7
2742,727,Crédito,Banco B,40442.97
1437,1035,Débito,Banco B,26984.41
1518,122,Débito,Banco C,33186.52
1215,122,Débito,Banco A,17825.85
2502,812,Crédito,Banco A,25553.43
545,159,Débito,Banco A,27964.16
2550,1198,Débito,Banco A,39376.22
2979,1598,Débito,Banco B,5660.35
1098,1091,Débito,Banco B,43623.37
44,1906,Crédito,Banco B,5327.49
1982,231,Crédito,Banco A,18302.92
1256,814,Débito,Banco C,19291.82
560,2280,Crédito,Banco C,20742.32
38,870,Crédito,Banco C,9671.09
784,711,Crédito,Banco C,8323.34
1221,1524,Crédito,Banco C,39164.48
1271,814,Crédito,Banco B,37309.55
320,2153,Débito,Banco B,33727.72
1718,172,Crédito,Banco C,11855.86
1120,2353,Crédito,Banco B,828.15
1372,254,Crédito,Banco C,28387.84
226,2733,Crédito,Banco A,48820.89
2873,1862,Débito,Banco B,42226.89
674,877,Débito,Banco A,8663.45
882,634,Crédito,Banco B,26360.14
818,146,Crédito,Banco A,31273.27
2806,2129,Crédito,Banco A,24246.57
2828,854,Crédito,Banco B,34751.31
750,577,Débito,Banco B,34830.56
2010,1022,Crédito,Banco A,8526.67
151,1957,Crédito,Banco C,9054.4
656,1652,Débito,Banco A,30989.57
840,2396,Crédito,Banco C,40826.19
944,372,Débito,Banco A,47788.38
238,2317,Débito,Banco B,17715.11
2289,2630,Débito,Banco C,18131.53
487,663,Crédito,Banco C,15622.09
841,2750,Crédito,Banco B,32692.74
1848,832,Débito,Banco C,33346.85
2375,1532,Débito,Banco B,2070.49
1689,164,Débito,Banco A,3047.2
1146,1636,Crédito,Banco B,18341.51
2958,2156,Crédito,Banco B,27924.65
1860,1825,Débito,Banco C,26825.22
1620,2834,Débito,Banco A,48289.72
1669,1072,Débito,Banco A,17499.56
2023,911,Débito,Banco B,47076.59
402,421,Débito,Banco C,30778.32
153,430,Débito,Banco C,4352.74
2495,1319,Crédito,Banco A,38585.66
2764,1905,Crédito,Banco A,30425.03
114,2104,Crédito,Banco A,38382.27
114,2890,Crédito,Banco C,14728.44
2760,1263,Crédito,Banco C,32422.84
2880,1058,Crédito,Banco C,4878.33
759,1550,Débito,Banco A,11106.98
1617,2238,Crédito,Banco A,23821.28
2924,1173,Débito,Banco A,12927.55
2906,525,Crédito,Banco C,45843.94
2258,1762,Débito,Banco B,18328.89
2321,973,Crédito,Banco B,17036.81
2261,2476,Crédito,Banco C,13582.86
2925,1849,Crédito,Banco A,32856.09
1167,1676,Crédito,Banco A,16899.1
2874,804,Débito,Banco B,13907.31
1804,2238,Crédito,Banco C,35663.38
2331,19,Débito,Banco B,28733.72
2293,2613,Débito,Banco A,12958.85
92,674,Débito,Banco C,43495.66
553,109,Débito,Banco C,29411.19
1966,846,Débito,Banco C,37322.72
1960,2152,Débito,Banco C,24466.9
269,2817,Crédito,Banco A,36838.69
486,827,Débito,Banco A,5968.42
1238,1021,Débito,Banco B,31288.48
2339,1810,Crédito,Banco A,13164.55
2359,1774,Débito,Banco A,38788.34
1180,1530,Débito,Banco A,29941.62
1051,1145,Crédito,Banco B,9397.47
2993,1570,Crédito,Banco B,28435.41
119,2575,Crédito,Banco B,9232.66
1005,1298,Crédito,Banco B,33428.65
189,1887,Crédito,Banco A,6768.21
1792,789,Crédito,Banco B,47239.69
1318,922,Crédito,Banco B,35265.87
392,2169,Crédito,Banco B,25417.51
1602,387,Débito,Banco C,27260.17
1731,166,Débito,Banco B,49223.77
1793,2223,Débito,Banco B,30352.63
865,1319,Débito,Banco B,23543.16
2301,1304,Débito,Banco B,48476.86
157,1568,Débito,Banco B,30855.64
1806,1822,Débito,Banco B,48338.64
232,2908,Débito,Banco B,14912.21
759,958,Crédito,Banco A,19085.77
1388,2486,Crédito,Banco A,5795.39
1441,2218,Débito,Banco B,20224.31
2822,1839,Débito,Banco B,39896.38
558,1377,Débito,Banco C,6730.29
498,2784,Débito,Banco A,49895.24
356,1832,Crédito,Banco C,39769.66
2811,2803,Crédito,Banco A,2905.29
1321,26,Débito,Banco A,43981.5
2147,842,Débito,Banco A,15962.15
1699,477,Débito,Banco B,4605.84
187,962,Crédito,Banco C,37184.94
635,1635,Débito,Banco B,26186.99
2937,2830,Crédito,Banco A,20232.04
1523,2582,Crédito,Banco B,38963.23
2189,2042,Débito,Banco B,47587.59
2882,1392,Débito,Banco B,33235.52
1611,467,Crédito,Banco B,12147.51
1872,2350,Débito,Banco A,14105.91
236,1851,Débito,Banco B,42194.94
2946,1395,Crédito,Banco B,21878.8
2501,466,Crédito,Banco B,9285.19
1954,1963,Débito,Banco A,35689.97
2561,2136,Crédito,Banco A,34807.81
2533,2624,Crédito,Banco B,13822.76
1475,2682,Crédito,Banco C,48867.56
2927,335,Crédito,Banco B,35440.01
2850,1641,Crédito,Banco B,17908.17
2521,2231,Débito,Banco C,5492.18
2979,627,Crédito,Banco C,10506.75
1692,2508,Crédito,Banco B,25308.05
1997,1105,Crédito,Banco B,12180.18
199,145,Crédito,Banco A,6629.5
548,2394,Crédito,Banco C,29102.16
901,516,Débito,Banco C,21841.1
2638,1681,Crédito,Banco A,17411.12
2387,1325,Crédito,Banco B,40593.85
436,783,Crédito,Banco C,16580.74
452,1805,Crédito,Banco B,38388.6
1743,68,Crédito,Banco C,44697.09
345,2397,Crédito,Banco B,39447.49
2881,1329,Débito,Banco B,46705.96
791,1062,Crédito,Banco C,8273.26
2362,1862,Crédito,Banco A,10132.55
1063,357,Crédito,Banco C,47714.81
509,2731,Crédito,Banco A,40898.03
2572,824,Crédito,Banco C,47908.8
2726,300,Débito,Banco A,33445.69
1394,390,Crédito,Banco C,21081.79
462,1386,Débito,Banco B,25098.86
432,673,Débito,Banco B,35700.54
1517,2319,Crédito,Banco A,18120.4
894,1709,Crédito,Banco A,44554.8
2103,2750,Débito,Banco C,37692.9
536,379,Débito,Banco C,13886.84
149,849,Débito,Banco A,16951.73
734,2568,Crédito,Banco A,27837.47
30,1206,Crédito,Banco A,37599.73
1709,110,Crédito,Banco C,10201.5
2693,2519,Débito,Banco B,3368.45
486,509,Crédito,Banco C,22819.87
2605,335,Débito,Banco A,8036.26
1194,1333,Crédito,Banco B,37667.3
211,32,Débito,Banco B,14210.85
183,1079,Crédito,Banco A,44601.71
250,733,Débito,Banco C,27527.5
2393,955,Crédito,Banco A,3843.64
77,1205,Débito,Banco C,4658.6
834,1270,Débito,Banco A,4843.07
2309,2728,Débito,Banco A,24628.78
945,1164,Crédito,Banco B,48935.83
1442,610,Débito,Banco A,21161.97
321,323,Débito,Banco A,8443.54
2496,1950,Crédito,Banco A,48095.12
1024,2565,Crédito,Banco A,44759.37
448,1697,Crédito,Banco B,20465.33
969,516,Crédito,Banco C,23622.76
469,2993,Crédito,Banco A,40147.7
77,578,Débito,Banco C,34688.94
928,2979,Débito,Banco A,36661.86
232,2680,Débito,Banco C,39166.26
2864,283,Débito,Banco A,39496.04
869,2309,Crédito,Banco A,39491.35
525,1600,Débito,Banco A,37430.01
174,2448,Débito,Banco A,12543.89
2969,2770,Crédito,Banco B,34904.08
2425,1561,Crédito,Banco A,4032.77
1882,2442,Crédito,Banco B,27593.18
1159,2296,Débito,Banco A,25270.59
142,865,Débito,Banco B,35181.68
353,1503,Crédito,Banco C,29572.39
2642,571,Débito,Banco A,6192.62
237,292,Débito,Banco A,12413.04
1230,2868,Débito,Banco C,47944.37
1020,1684,Crédito,Banco C,31970.75
124,1662,Crédito,Banco A,39380.91
1266,1496,Débito,Banco B,22805.43
2049,1365,Débito,Banco B,44881.62
1811,1665,Crédito,Banco B,9660.43
2117,1657,Débito,Banco A,25303.64
1510,1723,Crédito,Banco B,47072.47
656,1222,Débito,Banco C,6404.63
699,2896,Débito,Banco A,43041.5
497,262,Débito,Banco A,49830.49
1687,2200,Crédito,Banco A,4695.38
562,2506,Débito,Banco A,43531.62
1803,2674,Débito,Banco A,30076.87
1320,337,Crédito,Banco C,635.23
1017,1134,Débito,Banco C,28530.82
2083,2494,Crédito,Banco A,47758.25
725,2521,Débito,Banco B,48659.87
2731,424,Crédito,Banco A,4074.73
1271,119,Débito,Banco B,49990.55
2627,1353,Débito,Banco B,33052.85
1978,1076,Débito,Banco C,24349.43
2326,142,Crédito,Banco B,1427.37
1336,1967,Débito,Banco B,27671.66
500,1121,Débito,Banco A,2257.53
45,1598,Débito,Banco B,37739.74
756,1600,Débito,Banco B,4011.75
1930,844,Crédito,Banco C,49619.15
1679,2162,Crédito,Banco B,21471.18
741,1662,Crédito,Banco C,21980.77
1663,124,Crédito,Banco A,37665.42
2923,1985,Débito,Banco A,28516.84
859,2931,Crédito,Banco B,46740.67
1739,1739,Débito,Banco C,36607.09
1550,205,Crédito,Banco B,25855.47
2457,948,Crédito,Banco B,31294.81
2911,877,Débito,Banco A,37067.69
2949,1919,Crédito,Banco B,25083.89
1169,1987,Débito,Banco B,6229.47
1077,1102,Débito,Banco A,40907.81
2675,1042,Débito,Banco C,15478.11
1797,1961,Crédito,Banco C,15835.91
1070,112,Crédito,Banco C,17828.82
1157,447,Crédito,Banco C,12015.61
2283,134,Crédito,Banco B,6393.95
2898,2304,Crédito,Banco B,21237.53
591,2787,Crédito,Banco B,36609.67
1834,629,Crédito,Banco A,31659.98
1070,2420,Crédito,Banco A,30308.64
2202,135,Débito,Banco A,30849.17
110,427,Débito,Banco C,958.15
1393,1854,Crédito,Banco A,20048.28
1966,100,Débito,Banco B,3135.83
970,324,Crédito,Banco A,41809.6
1081,566,Crédito,Banco A,43250.69
790,1237,Crédito,Banco A,5397.12
816,2816,Débito,Banco C,36563.08
1412,2936,Débito,Banco A,12837.69
2210,584,Crédito,Banco C,43280.8
1073,2724,Crédito,Banco B,20524.57
2542,355,Débito,Banco A,12492.39
2795,2169,Débito,Banco C,15241.37
1005,2008,Crédito,Banco B,13067.26
738,1648,Débito,Banco A,9043.84
1920,2838,Débito,Banco A,1415.53
1158,2763,Crédito,Banco A,37891.73
379,2054,Débito,Banco C,29935.59
1987,2370,Débito,Banco A,762.21
1826,815,Débito,Banco B,46729.11
1009,1161,Débito,Banco C,31763.65
894,2321,Débito,Banco C,48952.25
2474,927,Crédito,Banco B,9088.43
2717,2860,Crédito,Banco B,38029.63
1911,206,Crédito,Banco B,10868.33
281,1534,Crédito,Banco A,23556.04
33,1161,Crédito,Banco B,14778.36
852,302,Crédito,Banco A,34165.8
1415,2681,Débito,Banco B,41332.07
159,256,Crédito,Banco A,49369.06
1544,2585,Crédito,Banco C,4276.72
913,2997,Débito,Banco C,560.07
327,270,Crédito,Banco C,46357.56
1539,2468,Crédito,Banco B,38358.45
682,1532,Crédito,Banco A,33515.63
2930,841,Crédito,Banco C,33873.53
764,1794,Crédito,Banco C,975.4
2360,182,Débito,Banco C,9375.48
1169,2087,Crédito,Banco A,33894.93
819,1663,Crédito,Banco B,38182.05
905,2745,Crédito,Banco A,22945.25
866,1703,Crédito,Banco A,18193.99
437,1282,Crédito,Banco A,46422.57
1754,1186,Crédito,Banco B,28332.18
2664,2459,Débito,Banco B,40316.43
2325,2589,Débito,Banco C,9279.18
1160,59,Débito,Banco C,22363.16
1797,68,Débito,Banco B,48912.17
1076,65,Débito,Banco C,29369.1
2625,2642,Débito,Banco B,5077.43
1471,293,Débito,Banco B,10022.95
1547,2012,Débito,Banco B,2910.84
2365,2288,Débito,Banco B,11934.29
1013,423,Débito,Banco B,19218.06
351,2245,Débito,Banco C,22961.18
2144,2076,Débito,Banco B,14848.8
2226,658,Crédito,Banco B,41271.05
1571,236,Crédito,Banco A,6163.3
1056,422,Crédito,Banco B,13767.01
1444,2864,Crédito,Banco B,35354.09
78,227,Débito,Banco B,32670.63
2935,1315,Débito,Banco C,16410.01
1737,2058,Crédito,Banco A,44173.52
2221,1110,Débito,Banco B,31928.94
2130,1429,Crédito,Banco A,35347.32
157,763,Crédito,Banco C,17387.29
1999,2050,Débito,Banco B,40081.92
422,2631,Crédito,Banco A,22648.22
1231,871,Crédito,Banco B,39987.38
727,2126,Crédito,Banco C,21974.79
802,2568,Crédito,Banco B,27791.4
2678,1096,Débito,Banco A,36111.85
271,1659,Crédito,Banco C,28274.42
1868,2592,Débito,Banco B,29312.51
1350,1279,Crédito,Banco C,40464.18
1606,1550,Débito,Banco C,5112.17
542,1400,Débito,Banco A,23972.22
1536,90,Crédito,Banco C,30677.52
2505,433,Crédito,Banco C,9718.64
2950,72,Crédito,Banco C,13927.59
1165,2253,Crédito,Banco B,11289.28
2460,560,Crédito,Banco B,7026.97
611,1181,Débito,Banco C,13159.06
2688,1429,Débito,Banco C,46705.46
634,1997,Crédito,Banco C,36163.48
1079,1705,Crédito,Banco C,40995.29
615,418,Crédito,Banco B,1485.35
318,114,Débito,Banco B,25198.82
2545,2716,Débito,Banco B,41867.66
1132,1426,Crédito,Banco B,29157.14
433,2006,Débito,Banco C,23726.62
1855,1756,Débito,Banco B,19488.46
1694,1018,Crédito,Banco B,26018.02
575,2427,Débito,Banco B,16420.03
1023,2053,Crédito,Banco B,4497.12
1403,2511,Débito,Banco A,39275.06
1815,707,Crédito,Banco A,16762.31
2393,727,Crédito,Banco B,43213.9
1896,2922,Crédito,Banco A,17832.43
1769,458,Crédito,Banco B,6539.6
1111,244,Débito,Banco B,22661.62
2550,1772,Crédito,Banco C,12840.99
2240,2216,Crédito,Banco A,18693.62
213,1490,Débito,Banco C,25846.83
1785,1889,Crédito,Banco C,33856.54
1491,1102,Débito,Banco B,46259.77
601,1981,Débito,Banco B,3275.69
278,1758,Crédito,Banco C,23839.14
2323,1959,Crédito,Banco C,11984.44
1192,1158,Débito,Banco B,35011.48
1966,2444,Crédito,Banco B,44068.38
2382,16,Crédito,Banco A,39974.85
1763,70,Crédito,Banco B,1271.2
2783,2313,Crédito,Banco B,32609.23
669,759,Crédito,Banco C,25100.8
1619,2297,Crédito,Banco C,49713.24
2041,2421,Crédito,Banco A,41812.29
455,1500,Débito,Banco C,42384.65
2888,566,Crédito,Banco C,11053.81
160,2722,Débito,Banco C,37969.9
296,2032,Débito,Banco B,44946.82
2790,265,Débito,Banco C,15982.03
2475,1553,Débito,Banco C,6163.29
2044,1022,Crédito,Banco B,2617.66
726,1435,Crédito,Banco C,2900.65
808,1084,Crédito,Banco A,23705.2
464,1293,Crédito,Banco B,2589.14
1505,1832,Débito,Banco B,37525.33
2461,1416,Débito,Banco C,14698.64
901,1778,Crédito,Banco C,27643.61
1334,2264,Débito,Banco A,15574.33
494,618,Crédito,Banco B,17578.97
178,2166,Crédito,Banco A,28843.07
1476,1603,Crédito,Banco B,12422.41
2347,917,Crédito,Banco B,27343.74
1398,520,Crédito,Banco B,39888.48
2492,1683,Débito,Banco C,1140.6
1230,2512,Débito,Banco B,3352.85
1310,1472,Débito,Banco A,31513.53
342,1294,Crédito,Banco A,18437.92
2778,1652,Crédito,Banco B,21066.27
2866,1645,Débito,Banco C,38421.1
899,411,Débito,Banco B,36389.72
648,254,Crédito,Banco A,30333.86
2664,2189,Débito,Banco A,9521.58
1263,855,Crédito,Banco C,4506.93
2244,2003,Crédito,Banco B,7976.99
1838,2893,Débito,Banco A,21273.32
2473,2875,Débito,Banco B,25193.84
864,2359,Crédito,Banco C,1658.22
2934,1768,Débito,Banco B,30597.16
2619,2255,Crédito,Banco B,20009.9
857,2911,Débito,Banco A,16286.53
2693,2237,Débito,Banco B,25462.52
465,1976,Crédito,Banco A,27659.6
1923,473,Débito,Banco C,33640.94
154,1703,Crédito,Banco A,18698.04
768,327,Crédito,Banco B,47803.51
2535,741,Crédito,Banco C,40059.93
503,1636,Crédito,Banco B,47373.25
2505,2297,Débito,Banco A,44664.54
2776,2817,Débito,Banco A,11663.03
1811,1535,Débito,Banco A,2505.32
1055,396,Débito,Banco B,17347.44
852,1342,Crédito,Banco A,6256.14
1580,636,Crédito,Banco A,5859.8
501,1898,Débito,Banco B,20235.42
1179,1606,Crédito,Banco B,18226.33
2918,2765,Débito,Banco A,16027.93
275,2132,Débito,Banco B,757.95
872,1786,Crédito,Banco B,47929.65
1860,2270,Débito,Banco B,850.12
1742,1923,Crédito,Banco C,38789.86
2183,2677,Crédito,Banco B,940.71
2710,2963,Débito,Banco C,15998.86
1586,971,Crédito,Banco B,27843.73
642,157,Crédito,Banco C,37936.26
2127,1493,Débito,Banco B,12781.09
2535,1332,Débito,Banco B,42237.13
437,2124,Crédito,Banco C,16904.16
1190,530,Crédito,Banco C,43435.45
2982,1560,Crédito,Banco A,36245.64
2899,913,Crédito,Banco B,20008.59
47,2504,Crédito,Banco A,37960.1
960,1675,Crédito,Banco B,21783.05
2505,1077,Débito,Banco B,12908.01
983,1700,Crédito,Banco A,27334.1
260,1388,Crédito,Banco B,33980.93
1898,1684,Débito,Banco A,43166.57
975,2632,Débito,Banco A,17325.16
159,1704,Débito,Banco A,9248.92
1202,2630,Débito,Banco C,46950.14
1665,1969,Débito,Banco A,5098.67
1496,1706,Débito,Banco B,12164.46
1751,1991,Débito,Banco B,16097.65
1980,1289,Débito,Banco A,25136.79
2651,2985,Débito,Banco C,49445.87
1214,1457,Débito,Banco A,43915.67
1024,472,Débito,Banco C,17088.99
1942,2446,Crédito,Banco A,20162.95
2534,666,Débito,Banco B,13573.81
626,2656,Débito,Banco C,7748.65
1513,2709,Crédito,Banco C,20062.18
2024,508,Crédito,Banco B,39313.58
1188,1603,Crédito,Banco A,43357.33
1679,2904,Débito,Banco C,49548.78
431,733,Crédito,Banco C,22314.81
2360,1056,Crédito,Banco C,33335.08
1331,966,Débito,Banco C,14755.73
1482,1539,Débito,Banco A,28189.92
1183,2253,Débito,Banco A,21563.84
2150,268,Crédito,Banco C,4949.16
1971,848,Crédito,Banco B,20419.95
378,2965,Crédito,Banco C,38975.07
1632,392,Crédito,Banco B,29163.21
1579,172,Crédito,Banco C,48148.71
141,2193,Débito,Banco A,21595.53
2137,2921,Crédito,Banco B,35014.2
1975,1398,Débito,Banco B,28723.6
2168,2321,Crédito,Banco A,18312.04
338,1692,Débito,Banco C,41197.74
2710,1894,Débito,Banco A,29175.16
1541,1731,Crédito,Banco B,16243.64
125,2696,Crédito,Banco B,24978.38
840,2003,Débito,Banco A,18656.35
215,1558,Débito,Banco A,40678.66
2925,1337,Débito,Banco A,30097.25
1212,1560,Crédito,Banco A,8653.76
597,584,Débito,Banco A,2449.54
228,222,Débito,Banco A,38026.54
510,1926,Débito,Banco A,40447.15
1147,1525,Crédito,Banco A,40848.42
819,2709,Crédito,Banco A,16027.45
2137,2941,Crédito,Banco B,14753.84
2853,585,Débito,Banco B,13015.12
2378,2844,Crédito,Banco A,16901.02
2471,1608,Crédito,Banco B,35975.46
982,1744,Crédito,Banco B,36485.17
782,977,Crédito,Banco B,508.14
2013,1680,Débito,Banco A,25785.3
1153,1026,Crédito,Banco A,26921.09
1538,406,Crédito,Banco B,3794.11
1973,1412,Crédito,Banco B,19492.48
2476,1862,Débito,Banco A,8396.43
124,696,Débito,Banco B,42851.24
1804,382,Crédito,Banco A,23354.72
792,2343,Débito,Banco A,1228.33
2593,540,Crédito,Banco C,48372.31
1170,13,Crédito,Banco B,24357.38
1862,2922,Crédito,Banco B,22064.05
2613,2380,Débito,Banco B,18131.93
1198,174,Débito,Banco C,35440.88
2494,1956,Crédito,Banco A,3251.45
142,2046,Débito,Banco C,44864.47
2829,6,Débito,Banco C,39917.96
2613,929,Débito,Banco A,19698.15
854,990,Débito,Banco C,29246.12
2806,2799,Débito,Banco C,35569.89
2781,1031,Débito,Banco C,36341.63
2478,2950,Débito,Banco A,40102.97
2864,1273,Crédito,Banco A,2464.38
443,2952,Crédito,Banco A,34859.1
2331,897,Crédito,Banco B,26343.48
376,898,Crédito,Banco A,40275.71
2845,889,Crédito,Banco B,784.83
2252,655,Débito,Banco C,29228.23
2712,1236,Crédito,Banco C,17416.54
1617,498,Crédito,Banco C,20486.22
2204,220,Crédito,Banco A,30386.19
2825,1330,Crédito,Banco C,44834.96
633,2397,Crédito,Banco B,33189.14
1035,2401,Débito,Banco A,4608.61
1579,1375,Débito,Banco C,1232.23
1304,1884,Crédito,Banco A,10706.06
2446,2536,Crédito,Banco B,16829.81
226,2816,Débito,Banco A,12317.65
2303,1823,Crédito,Banco B,35548.09
461,869,Crédito,Banco C,38486.7
2782,134,Débito,Banco C,32715.19
2397,2598,Crédito,Banco C,4124.64
2335,2761,Débito,Banco B,43331.85
1943,89,Débito,Banco B,4902.36
1895,2547,Débito,Banco B,47521.62
2849,630,Débito,Banco B,5328.08
1644,2822,Débito,Banco C,6313.39
2486,2849,Débito,Banco A,43160.24
950,2411,Crédito,Banco A,3356.82
1545,2682,Crédito,Banco B,43902.75
2600,1696,Débito,Banco B,46924.7
881,1918,Crédito,Banco A,26231.95
1009,2945,Crédito,Banco B,42862.28
2812,1870,Crédito,Banco C,41784.59
2409,2935,Débito,Banco B,47285.63
85,1866,Débito,Banco A,44906.77
2420,27,Débito,Banco A,7708.76
1489,1633,Débito,Banco A,2558.15
1875,916,Crédito,Banco B,22699.54
1946,670,Crédito,Banco B,25607.12
1277,588,Débito,Banco C,12758.13
1001,2434,Crédito,Banco A,38811.08
2774,2189,Crédito,Banco A,1924.44
2437,1256,Débito,Banco C,49437.42
768,1125,Débito,Banco C,31725.94
1722,2773,Crédito,Banco C,13531.72
1238,939,Crédito,Banco A,27262.83
1728,2533,Crédito,Banco A,22721.11
808,361,Débito,Banco C,12960.31
2317,1159,Débito,Banco A,18860.32
198,2105,Crédito,Banco A,32434.15
2105,1097,Débito,Banco B,40126.98
551,306,Débito,Banco B,3834.71
1404,1151,Débito,Banco B,18127.69
680,2378,Débito,Banco C,37227.85
1800,1409,Crédito,Banco A,16041.56
1559,287,Crédito,Banco A,26853.53
2341,1530,Crédito,Banco B,33107.32
988,2469,Crédito,Banco B,20796.32
1116,278,Débito,Banco A,44046.0
42,530,Débito,Banco C,21962.01
1615,2590,Crédito,Banco C,18733.28
2917,625,Débito,Banco A,5902.72
143,786,Débito,Banco C,6962.83
200,360,Crédito,Banco A,32530.01
162,1175,Débito,Banco A,42513.1
2445,2385,Débito,Banco B,35098.35
1157,746,Crédito,Banco B,18127.29
1676,1947,Débito,Banco C,26174.49
892,2040,Crédito,Banco C,26021.03
1253,1773,Débito,Banco A,36702.9
800,451,Débito,Banco C,11282.85
591,314,Débito,Banco B,15656.72
1522,1,Débito,Banco B,46714.66
233,1909,Débito,Banco C,15722.58
33,2995,Crédito,Banco A,42642.84
541,495,Crédito,Banco C,22399.34
2943,2451,Débito,Banco B,12048.33
233,926,Crédito,Banco A,25773.29
956,710,Débito,Banco A,3297.64
2110,294,Débito,Banco A,5644.17
2742,989,Débito,Banco B,44778.07
1779,1345,Crédito,Banco A,35418.58
415,171,Crédito,Banco A,1935.95
1276,481,Crédito,Banco B,24451.62
921,2758,Débito,Banco A,22840.03
1159,812,Crédito,Banco C,49594.25
2031,206,Crédito,Banco C,3820.33
624,2345,Crédito,Banco B,3132.87
1355,921,Crédito,Banco B,36096.77
2502,537,Crédito,Banco B,20842.8
2773,2463,Crédito,Banco C,27480.25
1560,726,Débito,Banco B,21293.01
2477,2264,Débito,Banco A,1611.58
2592,2958,Débito,Banco A,43402.32
14,2344,Débito,Banco A,35656.04
801,964,Débito,Banco C,11783.11
1437,960,Débito,Banco C,1337.36
116,1125,Débito,Banco A,9852.94
300,216,Débito,Banco C,20953.34
268,2621,Crédito,Banco A,13184.02
2128,2273,Crédito,Banco B,39074.71
2732,699,Crédito,Banco C,11855.07
913,1494,Crédito,Banco B,30847.29
1252,1755,Crédito,Banco B,17312.34
1682,725,Débito,Banco B,13894.47
1345,2927,Crédito,Banco C,21636.33
1936,2421,Débito,Banco C,26740.06
1227,2011,Crédito,Banco B,2062.22
2720,1815,Débito,Banco B,9084.42
567,2085,Crédito,Banco A,13760.32
1063,1978,Crédito,Banco B,31133.86
569,682,Crédito,Banco A,41772.86
2073,1940,Crédito,Banco C,28562.69
1093,163,Débito,Banco C,22364.3
1005,2447,Crédito,Banco A,17090.02
2460,850,Débito,Banco B,28111.13
798,2937,Crédito,Banco A,46884.62
2274,2127,Crédito,Banco B,19377.91
2940,1632,Débito,Banco B,13209.3
2238,1704,Débito,Banco B,2434.91
1694,2144,Débito,Banco A,40195.49
2596,2602,Crédito,Banco C,38576.72
1269,1778,Crédito,Banco A,29591.79
2547,2313,Débito,Banco C,1999.77
921,433,Débito,Banco B,6385.91
2897,2936,Crédito,Banco C,49328.79
87,1431,Crédito,Banco A,1100.54
2481,513,Crédito,Banco A,44124.83
9,880,Débito,Banco C,41838.24
895,2248,Débito,Banco A,21449.03
2087,2206,Crédito,Banco C,5267.94
1406,1928,Débito,Banco C,39895.28
2478,503,Crédito,Banco A,4266.25
617,1813,Crédito,Banco B,29361.61
2486,373,Débito,Banco A,28010.28
2787,2891,Crédito,Banco C,43720.01
1453,2224,Débito,Banco C,13189.69
688,2251,Crédito,Banco B,12320.64
2611,2233,Débito,Banco A,7512.18
1640,266,Crédito,Banco C,33814.54
221,914,Crédito,Banco C,48208.71
2613,1721,Crédito,Banco C,29521.1
2173,2869,Crédito,Banco C,16489.26
2656,1582,Débito,Banco C,9134.71
2948,2424,Débito,Banco A,28621.41
207,815,Crédito,Banco B,44815.23
1036,1405,Crédito,Banco A,8717.25
2952,128,Crédito,Banco B,27557.36
879,1364,Débito,Banco A,22319.58
1323,2694,Débito,Banco C,14101.14
204,1240,Crédito,Banco A,18476.67
1795,1504,Débito,Banco C,27567.06
1113,2098,Débito,Banco C,46102.18
2310,930,Débito,Banco B,48925.73
2926,1493,Débito,Banco C,42675.27
1241,473,Crédito,Banco C,19005.31
2794,1831,Crédito,Banco B,47520.93
1735,1151,Débito,Banco C,30940.39
1955,1754,Crédito,Banco A,8102.98
2086,1897,Débito,Banco A,4987.91
2863,1504,Débito,Banco A,44862.08
1237,1095,Débito,Banco B,27603.19
2769,798,Crédito,Banco A,583.42
647,1482,Débito,Banco C,49445.13
2191,393,Crédito,Banco B,28967.48
