Cliente_ID,Cuenta_ID,Fecha_Apertura,Estado,Tipo_Cuenta
2460,1414,2023-01-10,Inactiva,Corriente
2116,1279,2022-11-04,Activa,Corriente
150,2620,2022-01-20,Inactiva,Ahorro
1074,2191,2021-03-07,Activa,Corriente
670,2898,2023-12-06,Activa,Corriente
1166,866,2020-02-04,Inactiva,Ahorro
2763,1841,2021-07-30,Inactiva,Corriente
2026,2529,2020-06-28,Inactiva,Ahorro
854,2077,2021-08-17,Inactiva,Corriente
1713,2601,2021-02-10,Activa,Ahorro
174,1967,2022-09-14,Activa,Ahorro
276,1926,2022-03-30,Activa,Ahorro
2535,1634,2020-02-29,Inactiva,Corriente
46,2221,2023-04-16,Activa,Ahorro
2854,1869,2020-04-30,Inactiva,Ahorro
558,1881,2020-09-19,Activa,Corriente
141,138,2021-08-03,Activa,Ahorro
2278,402,2023-07-04,Activa,Ahorro
480,1716,2020-05-08,Inactiva,Ahorro
1304,1772,2020-04-07,Activa,Corriente
517,999,2022-04-29,Inactiva,Ahorro
442,2879,2023-01-02,Activa,Ahorro
593,2094,2022-02-02,Inactiva,Ahorro
1471,1776,2022-03-15,Activa,Ahorro
1397,1690,2021-08-09,Inactiva,Ahorro
645,2249,2022-03-20,Activa,Corriente
320,575,2021-06-21,Inactiva,Ahorro
2651,567,2021-11-19,Activa,Corriente
962,2451,2021-06-11,Inactiva,Corriente
2856,289,2022-06-09,Inactiva,Corriente
199,429,2020-08-04,Activa,Ahorro
1467,217,2023-01-19,Activa,Ahorro
574,2418,2020-11-15,Activa,Corriente
1839,825,2022-03-13,Inactiva,Corriente
2107,2821,2020-03-09,Activa,Corriente
68,1898,2022-03-05,Inactiva,Ahorro
1634,1408,2022-08-07,Activa,Corriente
1100,2545,2023-10-28,Activa,Corriente
200,1386,2020-06-02,Inactiva,Ahorro
1579,823,2022-11-20,Inactiva,Ahorro
1098,148,2022-05-15,Activa,Ahorro
451,758,2023-03-08,Inactiva,Corriente
1471,756,2020-06-23,Activa,Corriente
2978,1151,2023-05-10,Inactiva,Corriente
2622,933,2023-05-29,Inactiva,Corriente
1336,16,2020-04-02,Inactiva,Corriente
480,2163,2023-08-08,Activa,Corriente
207,667,2020-12-08,Inactiva,Corriente
2995,2452,2021-08-18,Activa,Ahorro
2326,2916,2020-06-04,Activa,Corriente
1258,1021,2022-04-16,Activa,Ahorro
1209,554,2023-03-28,Inactiva,Ahorro
2731,786,2020-08-30,Activa,Ahorro
1015,437,2020-02-15,Activa,Corriente
2789,804,2022-08-09,Inactiva,Ahorro
1839,1629,2023-04-18,Activa,Ahorro
123,960,2022-11-01,Inactiva,Ahorro
1653,2319,2023-05-16,Inactiva,Corriente
714,1420,2020-12-06,Activa,Corriente
148,2035,2021-06-20,Inactiva,Corriente
2302,2293,2021-06-24,Activa,Corriente
1896,405,2022-09-26,Activa,Ahorro
1803,1299,2023-11-26,Activa,Ahorro
2906,302,2021-05-23,Activa,Ahorro
2787,2759,2022-01-10,Inactiva,Corriente
1661,715,2020-09-29,Activa,Ahorro
2594,1917,2020-11-08,Activa,Ahorro
1736,2567,2022-01-02,Activa,Corriente
756,823,2020-02-29,Inactiva,Corriente
2062,473,2020-06-14,Inactiva,Ahorro
1998,265,2022-10-22,Activa,Corriente
1994,446,2020-07-18,Activa,Ahorro
2074,1365,2023-11-22,Activa,Ahorro
209,241,2023-05-09,Inactiva,Ahorro
135,1575,2021-09-08,Inactiva,Ahorro
703,2572,2020-07-17,Inactiva,Corriente
2579,2756,2020-06-25,Activa,Ahorro
275,938,2022-10-03,Inactiva,Corriente
966,2656,2020-02-08,Inactiva,Ahorro
84,2483,2020-03-12,Inactiva,Ahorro
656,566,2022-10-01,Inactiva,Ahorro
2284,1967,2023-08-03,Inactiva,Ahorro
2703,1926,2023-01-12,Inactiva,Corriente
2652,2674,2023-12-31,Inactiva,Ahorro
469,2789,2021-03-31,Activa,Corriente
2265,2624,2021-04-26,Activa,Corriente
1414,2109,2021-08-21,Inactiva,Corriente
2906,286,2022-06-01,Inactiva,Corriente
1003,2165,2022-01-17,Inactiva,Corriente
1127,2123,2020-12-30,Activa,Corriente
2477,1684,2020-06-18,Inactiva,Corriente
2864,1377,2023-05-14,Inactiva,Corriente
772,388,2021-12-30,Inactiva,Corriente
1289,2313,2023-12-10,Inactiva,Corriente
2901,1746,2022-04-23,Inactiva,Ahorro
2804,2428,2020-06-10,Activa,Corriente
1169,1111,2021-02-12,Activa,Corriente
2225,648,2020-10-11,Activa,Corriente
204,2860,2021-03-08,Activa,Ahorro
512,71,2021-04-02,Activa,Ahorro
1041,455,2021-06-21,Inactiva,Corriente
2871,340,2020-01-21,Inactiva,Ahorro
2051,2931,2023-04-13,Activa,Corriente
2243,822,2023-12-11,Inactiva,Corriente
506,570,2020-05-15,Activa,Ahorro
2794,1990,2022-07-06,Activa,Corriente
1227,1128,2020-10-12,Inactiva,Corriente
1690,1848,2020-08-02,Activa,Corriente
1746,1676,2021-01-26,Inactiva,Corriente
2593,1570,2020-02-09,Inactiva,Ahorro
1564,1236,2020-06-16,Inactiva,Ahorro
2259,613,2021-07-21,Inactiva,Ahorro
1602,2803,2023-06-16,Activa,Corriente
1842,2720,2023-01-06,Activa,Corriente
2265,680,2020-07-11,Activa,Corriente
1795,2045,2022-09-28,Inactiva,Ahorro
2728,987,2020-05-27,Inactiva,Ahorro
519,226,2021-06-20,Inactiva,Ahorro
2392,2086,2020-09-18,Activa,Corriente
1369,2735,2020-09-19,Activa,Corriente
504,874,2022-07-28,Inactiva,Corriente
1074,2443,2021-11-17,Inactiva,Corriente
38,679,2021-03-26,Activa,Corriente
1540,2284,2020-03-02,Inactiva,Ahorro
514,1156,2022-08-20,Inactiva,Ahorro
2459,1761,2020-04-20,Activa,Ahorro
2987,224,2021-02-28,Inactiva,Corriente
700,1304,2023-11-03,Inactiva,Ahorro
425,2799,2023-06-05,Activa,Corriente
217,803,2020-03-16,Activa,Corriente
1912,2509,2020-10-20,Inactiva,Corriente
464,2928,2021-12-04,Activa,Ahorro
2235,1182,2023-12-06,Inactiva,Ahorro
104,1255,2020-01-14,Activa,Corriente
673,2659,2023-01-01,Inactiva,Corriente
2288,2888,2022-10-01,Activa,Ahorro
2235,1432,2020-04-16,Inactiva,Corriente
2047,2343,2020-12-24,Inactiva,Corriente
1644,2912,2020-07-28,Inactiva,Corriente
2572,2059,2020-10-14,Activa,Ahorro
60,570,2022-11-30,Activa,Corriente
406,1817,2021-05-23,Activa,Corriente
2262,811,2020-11-16,Activa,Corriente
1567,580,2023-10-12,Activa,Corriente
86,1976,2020-06-24,Inactiva,Ahorro
536,2942,2022-12-01,Inactiva,Corriente
685,1298,2022-09-05,Activa,Ahorro
1208,1656,2023-04-13,Inactiva,Corriente
536,2402,2021-02-06,Inactiva,Corriente
258,732,2022-10-25,Inactiva,Ahorro
2986,1314,2021-12-31,Inactiva,Corriente
1405,516,2021-11-02,Inactiva,Corriente
688,2505,2022-09-15,Inactiva,Ahorro
352,1014,2023-12-25,Inactiva,Ahorro
2611,1349,2020-01-26,Activa,Corriente
850,1803,2021-08-01,Inactiva,Corriente
1598,256,2020-03-06,Activa,Ahorro
550,294,2022-11-30,Activa,Corriente
452,296,2022-07-10,Activa,Ahorro
2205,2672,2023-02-04,Inactiva,Ahorro
1665,1783,2020-06-22,Inactiva,Ahorro
2460,2840,2021-11-20,Inactiva,Ahorro
796,1383,2020-03-07,Activa,Corriente
1798,18,2023-02-28,Inactiva,Corriente
2904,910,2023-12-16,Inactiva,Corriente
1567,916,2021-08-03,Inactiva,Ahorro
1654,447,2023-05-30,Inactiva,Ahorro
856,1672,2022-03-16,Inactiva,Ahorro
754,711,2022-07-03,Inactiva,Ahorro
2754,281,2023-05-19,Activa,Corriente
2696,1383,2022-05-13,Inactiva,Ahorro
2390,1710,2020-03-27,Activa,Corriente
2327,531,2021-03-13,Activa,Ahorro
257,1050,2021-10-06,Inactiva,Ahorro
1461,582,2020-12-03,Inactiva,Ahorro
2055,393,2022-02-14,Activa,Corriente
1907,2221,2023-10-08,Activa,Ahorro
1926,1798,2021-07-11,Activa,Corriente
419,2076,2023-04-24,Inactiva,Ahorro
2097,2757,2022-11-27,Inactiva,Corriente
539,2636,2020-04-22,Activa,Corriente
2678,1479,2020-10-08,Inactiva,Corriente
1587,2686,2020-06-08,Inactiva,Corriente
23,1205,2020-05-02,Inactiva,Ahorro
519,1166,2020-01-11,Inactiva,Corriente
557,2522,2023-08-24,Activa,Ahorro
2219,1346,2020-08-09,Inactiva,Corriente
557,233,2021-05-23,Activa,Ahorro
98,88,2023-04-19,Activa,Corriente
30,1665,2021-10-21,Inactiva,Corriente
2637,2195,2023-01-07,Activa,Corriente
745,660,2021-01-31,Inactiva,Ahorro
1827,1755,2020-11-26,Activa,Ahorro
1089,261,2022-11-17,Activa,Corriente
906,2454,2020-01-03,Activa,Ahorro
1670,2874,2021-05-06,Inactiva,Ahorro
2354,1650,2020-10-30,Inactiva,Corriente
2713,489,2021-02-22,Inactiva,Ahorro
13,2239,2022-12-27,Activa,Corriente
1238,1001,2021-07-12,Inactiva,Corriente
132,1764,2020-03-03,Inactiva,Ahorro
972,2582,2023-03-11,Inactiva,Corriente
441,1534,2022-03-28,Inactiva,Corriente
1124,2310,2020-05-08,Activa,Ahorro
316,438,2022-06-26,Inactiva,Corriente
943,1809,2023-04-28,Inactiva,Ahorro
2681,1531,2021-03-06,Activa,Ahorro
683,1759,2021-10-12,Activa,Corriente
918,2897,2021-03-15,Activa,Ahorro
1313,2370,2023-07-11,Inactiva,Corriente
2137,395,2023-10-17,Activa,Ahorro
1088,1198,2022-08-12,Activa,Ahorro
1993,656,2021-03-05,Inactiva,Corriente
2035,2155,2023-02-27,Inactiva,Ahorro
671,565,2023-11-29,Activa,Ahorro
1950,436,2021-03-31,Activa,Ahorro
1745,1139,2021-06-13,Inactiva,Corriente
2964,1322,2021-06-06,Inactiva,Ahorro
209,82,2021-04-25,Inactiva,Ahorro
1516,2619,2023-07-24,Activa,Corriente
2136,1595,2021-06-14,Inactiva,Corriente
2998,91,2021-07-12,Activa,Ahorro
2058,1966,2022-01-12,Inactiva,Ahorro
2817,835,2022-04-07,Inactiva,Corriente
634,1782,2021-03-22,Activa,Ahorro
2360,1538,2022-03-29,Inactiva,Ahorro
2352,2357,2021-03-21,Activa,Ahorro
2194,2400,2020-06-25,Activa,Ahorro
1780,2278,2022-12-14,Activa,Ahorro
2733,1080,2020-04-06,Inactiva,Corriente
2730,1899,2022-12-03,Activa,Corriente
1355,2026,2023-10-10,Inactiva,Corriente
2135,411,2023-03-21,Inactiva,Corriente
2804,802,2021-03-02,Activa,Corriente
1269,543,2023-08-29,Inactiva,Corriente
1176,811,2022-08-23,Inactiva,Ahorro
2394,2685,2023-10-10,Activa,Ahorro
304,755,2023-12-27,Activa,Ahorro
2803,2316,2021-01-17,Inactiva,Ahorro
443,25,2023-04-04,Activa,Corriente
207,1613,2022-02-20,Activa,Corriente
1809,2802,2021-08-29,Inactiva,Ahorro
1743,1072,2023-04-14,Inactiva,Ahorro
2464,1246,2022-06-12,Inactiva,Corriente
887,66,2023-04-29,Inactiva,Corriente
1174,2738,2022-06-21,Inactiva,Corriente
259,366,2022-02-13,Activa,Ahorro
394,1172,2021-09-29,Inactiva,Ahorro
1775,764,2020-07-29,Activa,Corriente
2765,1229,2021-06-29,Activa,Corriente
314,147,2023-04-22,Activa,Ahorro
1026,1479,2023-07-31,Activa,Ahorro
1976,1231,2021-12-02,Inactiva,Corriente
1744,1616,2020-01-16,Activa,Corriente
100,2517,2023-12-08,Inactiva,Ahorro
189,2051,2020-08-01,Inactiva,Corriente
2457,112,2021-05-14,Activa,Corriente
2012,2196,2022-06-27,Inactiva,Corriente
2126,151,2022-12-05,Activa,Ahorro
1567,2469,2022-06-12,Activa,Ahorro
1390,2687,2023-12-31,Inactiva,Ahorro
2326,2300,2023-09-01,Activa,Corriente
1742,2532,2022-11-06,Activa,Ahorro
1843,2380,2022-07-16,Activa,Ahorro
1376,195,2023-07-01,Inactiva,Ahorro
271,1534,2021-06-08,Inactiva,Corriente
294,1958,2023-12-09,Inactiva,Corriente
2885,520,2023-11-05,Inactiva,Corriente
293,2031,2022-03-19,Activa,Corriente
828,741,2021-04-25,Activa,Corriente
482,2624,2022-10-09,Inactiva,Corriente
402,413,2022-09-04,Inactiva,Ahorro
1310,1804,2021-07-26,Activa,Ahorro
2683,883,2020-03-30,Inactiva,Ahorro
2650,1222,2020-12-15,Inactiva,Corriente
62,1153,2022-06-27,Activa,Ahorro
2317,870,2023-11-21,Inactiva,Corriente
732,2894,2020-10-08,Activa,Ahorro
1021,2468,2020-09-26,Activa,Ahorro
647,1062,2022-06-12,Inactiva,Ahorro
1209,805,2020-06-30,Activa,Corriente
1648,2519,2021-04-18,Inactiva,Ahorro
478,837,2022-07-18,Activa,Corriente
1724,1106,2023-11-11,Inactiva,Ahorro
1407,1371,2023-11-28,Activa,Corriente
195,2887,2020-07-02,Inactiva,Ahorro
188,2269,2023-01-02,Inactiva,Ahorro
1636,2401,2021-03-14,Inactiva,Ahorro
2264,174,2023-07-15,Inactiva,Corriente
2747,771,2022-05-11,Activa,Corriente
1743,518,2023-12-16,Inactiva,Ahorro
318,902,2020-09-28,Inactiva,Ahorro
1820,2656,2022-06-22,Activa,Ahorro
2253,774,2020-07-08,Activa,Ahorro
2634,1169,2020-04-13,Activa,Ahorro
1181,2283,2021-02-03,Inactiva,Corriente
955,234,2022-09-13,Inactiva,Ahorro
162,1458,2021-01-17,Activa,Corriente
875,586,2020-09-17,Activa,Corriente
792,1270,2022-01-12,Activa,Ahorro
2463,1300,2020-09-15,Inactiva,Corriente
111,100,2020-05-13,Inactiva,Ahorro
2067,341,2022-12-16,Inactiva,Corriente
2356,1466,2021-04-16,Inactiva,Corriente
721,2421,2021-05-05,Activa,Ahorro
2581,1936,2021-09-24,Inactiva,Corriente
613,2576,2021-06-23,Activa,Corriente
947,1758,2022-11-16,Inactiva,Ahorro
1187,1999,2022-08-07,Activa,Ahorro
144,2497,2021-04-08,Activa,Corriente
305,2590,2022-10-17,Inactiva,Corriente
2463,1951,2022-01-08,Activa,Corriente
2792,1380,2020-03-18,Activa,Corriente
477,1395,2023-02-11,Activa,Ahorro
1093,589,2021-07-19,Activa,Corriente
505,1378,2021-03-18,Inactiva,Corriente
1414,2927,2022-05-31,Inactiva,Ahorro
2180,1301,2020-09-21,Inactiva,Ahorro
425,469,2023-05-25,Inactiva,Corriente
1095,2156,2021-01-24,Inactiva,Corriente
1879,188,2022-03-10,Inactiva,Corriente
1764,2625,2023-01-24,Activa,Corriente
92,1562,2021-09-15,Activa,Corriente
1159,209,2021-04-29,Inactiva,Corriente
1575,2291,2021-11-04,Activa,Ahorro
2306,140,2020-06-22,Inactiva,Ahorro
2867,1565,2023-05-15,Inactiva,Corriente
904,1755,2022-11-19,Inactiva,Ahorro
716,1453,2020-09-19,Inactiva,Corriente
1078,1970,2020-05-26,Activa,Corriente
1195,822,2022-05-13,Activa,Corriente
781,242,2023-12-14,Activa,Ahorro
161,1278,2021-06-01,Activa,Corriente
709,259,2020-12-21,Activa,Corriente
1688,1074,2020-10-07,Activa,Ahorro
14,2195,2023-06-16,Inactiva,Ahorro
871,2861,2021-10-04,Activa,Ahorro
1985,435,2020-02-13,Activa,Corriente
1000,547,2021-08-15,Activa,Ahorro
1384,2151,2021-03-15,Activa,Ahorro
2759,1785,2021-07-16,Activa,Ahorro
199,217,2022-11-05,Activa,Corriente
947,1742,2022-05-24,Activa,Corriente
2302,1739,2022-05-04,Inactiva,Ahorro
1756,1189,2022-12-07,Activa,Ahorro
1891,536,2022-07-12,Activa,Ahorro
758,2668,2022-10-27,Activa,Corriente
2534,2539,2020-08-04,Activa,Ahorro
1981,2192,2023-03-30,Inactiva,Corriente
2017,1788,2020-11-08,Activa,Ahorro
699,1520,2023-09-01,Activa,Corriente
504,376,2022-12-03,Inactiva,Corriente
1044,159,2022-02-05,Activa,Ahorro
1987,2621,2020-04-30,Inactiva,Ahorro
2842,810,2020-09-15,Inactiva,Ahorro
2404,647,2023-11-15,Inactiva,Ahorro
2662,1000,2021-10-24,Inactiva,Corriente
1891,797,2023-10-30,Activa,Ahorro
1236,1300,2021-01-28,Activa,Ahorro
1611,2023,2020-11-22,Activa,Ahorro
685,1737,2022-09-12,Inactiva,Ahorro
2102,1729,2023-06-07,Inactiva,Corriente
2933,1595,2023-07-30,Activa,Corriente
386,1790,2023-11-09,Activa,Ahorro
2634,1006,2021-04-18,Activa,Corriente
2089,2680,2021-06-20,Inactiva,Ahorro
867,1570,2021-10-30,Inactiva,Corriente
1132,1026,2021-01-13,Inactiva,Ahorro
2658,2637,2023-05-27,Activa,Ahorro
1228,2754,2020-12-20,Inactiva,Ahorro
2006,37,2023-04-28,Activa,Corriente
2728,2231,2021-12-16,Activa,Corriente
367,1778,2023-12-21,Inactiva,Ahorro
142,2050,2020-05-27,Inactiva,Corriente
366,2586,2021-11-09,Inactiva,Ahorro
945,2127,2020-08-26,Activa,Corriente
204,1938,2023-04-10,Inactiva,Ahorro
1729,191,2020-02-03,Inactiva,Corriente
1902,1712,2021-08-07,Activa,Ahorro
794,2654,2021-04-08,Activa,Corriente
1149,312,2021-11-20,Activa,Ahorro
12,1542,2021-07-28,Inactiva,Corriente
1781,828,2023-12-08,Activa,Corriente
1508,10,2022-05-18,Activa,Ahorro
820,2653,2021-12-07,Inactiva,Corriente
2949,1609,2020-03-03,Inactiva,Corriente
1707,2478,2020-02-19,Inactiva,Ahorro
1124,2331,2020-03-16,Inactiva,Corriente
165,125,2023-08-15,Inactiva,Ahorro
2277,2966,2023-03-03,Activa,Corriente
1444,1322,2021-01-15,Inactiva,Ahorro
1132,1613,2020-02-27,Activa,Corriente
2430,2136,2020-04-24,Inactiva,Corriente
628,2759,2021-11-01,Inactiva,Corriente
212,1120,2021-10-31,Activa,Corriente
1604,2057,2023-12-24,Inactiva,Ahorro
1160,2764,2020-09-22,Activa,Ahorro
460,1724,2021-01-03,Inactiva,Corriente
250,636,2021-11-28,Activa,Ahorro
2038,1035,2021-10-03,Inactiva,Ahorro
553,1412,2022-10-11,Activa,Corriente
183,1500,2020-08-14,Activa,Corriente
83,1237,2021-05-18,Activa,Corriente
2721,1872,2021-12-21,Activa,Corriente
2693,886,2023-01-08,Inactiva,Corriente
1372,1779,2022-04-27,Inactiva,Corriente
827,1707,2023-06-02,Activa,Ahorro
2040,453,2020-03-05,Inactiva,Ahorro
611,1730,2021-03-24,Inactiva,Ahorro
2061,2391,2023-09-04,Activa,Corriente
2573,514,2021-10-22,Inactiva,Ahorro
57,1026,2023-04-26,Inactiva,Corriente
678,2859,2023-07-16,Inactiva,Ahorro
2653,841,2023-07-13,Activa,Corriente
1281,2944,2021-01-23,Activa,Corriente
311,2249,2023-04-18,Activa,Ahorro
2998,91,2023-06-24,Activa,Corriente
2897,2569,2020-09-10,Activa,Ahorro
483,871,2022-09-08,Inactiva,Corriente
248,1573,2020-09-04,Activa,Corriente
514,2738,2021-09-14,Activa,Corriente
2989,2851,2023-05-15,Inactiva,Ahorro
997,1063,2023-02-21,Inactiva,Ahorro
693,2126,2023-06-22,Activa,Ahorro
47,503,2020-12-05,Inactiva,Ahorro
1669,275,2022-08-26,Activa,Corriente
129,1442,2020-02-21,Inactiva,Ahorro
2059,2671,2023-08-14,Inactiva,Ahorro
492,988,2022-01-20,Inactiva,Ahorro
145,1601,2023-11-06,Activa,Ahorro
1539,2813,2023-06-03,Activa,Ahorro
1585,2092,2020-10-13,Inactiva,Corriente
2235,1762,2021-12-10,Inactiva,Ahorro
1743,2334,2023-11-25,Activa,Corriente
1647,2885,2021-09-05,Inactiva,Ahorro
1756,2828,2023-07-25,Inactiva,Ahorro
1063,1096,2021-04-20,Inactiva,Corriente
1318,1889,2020-11-05,Inactiva,Ahorro
1826,1965,2023-11-13,Inactiva,Ahorro
2331,2963,2020-07-11,Activa,Corriente
475,1810,2023-04-20,Activa,Corriente
2657,334,2021-06-17,Inactiva,Corriente
337,2063,2021-08-05,Activa,Ahorro
1895,1800,2021-05-28,Inactiva,Corriente
2501,709,2021-10-03,Inactiva,Ahorro
304,2099,2022-06-18,Inactiva,Corriente
784,780,2021-11-06,Activa,Ahorro
1517,2322,2023-09-11,Inactiva,Corriente
902,566,2021-10-24,Activa,Ahorro
2740,1873,2023-09-16,Inactiva,Corriente
2680,2938,2022-01-06,Inactiva,Ahorro
2672,798,2020-01-19,Activa,Ahorro
2851,682,2022-10-02,Activa,Corriente
1294,949,2023-09-10,Inactiva,Ahorro
174,2318,2021-12-28,Activa,Corriente
290,1847,2022-01-02,Activa,Ahorro
1395,2941,2023-12-15,Activa,Ahorro
86,2272,2021-02-24,Inactiva,Corriente
1558,2784,2020-07-24,Inactiva,Corriente
2623,80,2020-10-23,Activa,Ahorro
2258,2063,2023-07-22,Activa,Corriente
283,682,2021-04-18,Activa,Corriente
1651,284,2020-10-18,Inactiva,Corriente
2469,1395,2021-05-31,Inactiva,Corriente
2424,2795,2020-04-01,Inactiva,Ahorro
1226,2243,2020-02-09,Inactiva,Ahorro
1869,2815,2021-06-29,Inactiva,Corriente
1864,112,2022-07-29,Activa,Ahorro
817,725,2021-03-14,Inactiva,Ahorro
1993,320,2023-08-12,Activa,Corriente
470,2415,2022-05-07,Inactiva,Ahorro
2132,1588,2021-02-10,Activa,Corriente
1621,761,2020-11-28,Activa,Corriente
1382,490,2022-09-07,Activa,Corriente
1326,75,2023-01-23,Activa,Ahorro
2701,1697,2023-08-25,Inactiva,Corriente
163,2789,2022-02-25,Activa,Corriente
1760,694,2020-12-16,Activa,Ahorro
2859,2038,2020-08-04,Inactiva,Ahorro
2349,2676,2023-04-19,Activa,Corriente
1681,2723,2020-12-20,Activa,Ahorro
504,2525,2020-10-20,Inactiva,Ahorro
1509,2193,2020-05-26,Activa,Corriente
202,2347,2022-07-30,Activa,Corriente
447,1631,2023-12-10,Activa,Ahorro
1836,282,2020-12-22,Inactiva,Ahorro
2669,2735,2023-08-02,Inactiva,Ahorro
846,1031,2020-02-17,Activa,Ahorro
1462,2932,2020-04-09,Inactiva,Corriente
173,2032,2022-04-28,Activa,Ahorro
895,2893,2020-04-02,Inactiva,Corriente
2156,2328,2021-07-03,Activa,Corriente
2575,2376,2022-11-28,Inactiva,Ahorro
2420,704,2023-10-16,Inactiva,Ahorro
317,2332,2023-11-11,Inactiva,Corriente
1732,1410,2023-12-07,Inactiva,Corriente
1622,2102,2021-08-25,Activa,Ahorro
2004,1697,2021-02-09,Activa,Corriente
467,1156,2021-02-16,Inactiva,Corriente
2970,1758,2020-11-12,Activa,Ahorro
1698,295,2023-11-27,Inactiva,Corriente
1008,523,2020-06-01,Inactiva,Ahorro
2991,2331,2023-02-01,Inactiva,Corriente
2209,338,2022-09-25,Activa,Corriente
825,392,2021-11-09,Inactiva,Ahorro
2277,2623,2020-03-15,Inactiva,Corriente
1622,1948,2023-05-04,Activa,Corriente
1947,2649,2020-08-27,Activa,Corriente
2920,2854,2023-10-28,Activa,Ahorro
1585,1699,2021-08-10,Activa,Corriente
2197,1189,2023-01-20,Inactiva,Ahorro
1206,1056,2023-03-13,Inactiva,Ahorro
1416,981,2020-11-23,Activa,Ahorro
2664,692,2023-09-01,Inactiva,Ahorro
2597,679,2021-12-25,Activa,Corriente
1436,2605,2022-09-28,Inactiva,Corriente
1857,478,2021-05-31,Activa,Corriente
2611,2797,2021-12-08,Inactiva,Corriente
2998,837,2022-03-10,Activa,Corriente
1674,2029,2023-06-19,Inactiva,Corriente
2961,2855,2020-09-15,Activa,Corriente
320,2035,2020-03-17,Inactiva,Ahorro
1071,2683,2020-02-29,Inactiva,Corriente
1754,1378,2022-05-08,Activa,Ahorro
2160,927,2021-03-03,Inactiva,Corriente
326,1199,2020-02-02,Activa,Ahorro
1719,1873,2021-04-30,Inactiva,Ahorro
1131,1424,2023-03-11,Inactiva,Corriente
2404,2854,2022-10-01,Inactiva,Corriente
199,63,2020-08-30,Activa,Corriente
2554,2584,2021-08-26,Activa,Corriente
2300,2984,2022-08-01,Inactiva,Ahorro
610,1252,2023-10-10,Inactiva,Ahorro
2941,1773,2020-06-12,Activa,Corriente
879,1342,2020-11-14,Inactiva,Corriente
591,2630,2022-09-07,Activa,Corriente
1537,2057,2023-07-13,Inactiva,Ahorro
2700,1913,2022-08-03,Activa,Ahorro
2279,1669,2022-01-14,Activa,Corriente
2329,302,2022-12-12,Inactiva,Ahorro
2069,2742,2022-10-24,Inactiva,Ahorro
312,1481,2020-10-07,Activa,Ahorro
1457,2234,2022-06-29,Inactiva,Ahorro
2778,2643,2020-02-02,Inactiva,Corriente
2774,1442,2021-03-06,Activa,Corriente
425,1779,2021-04-30,Inactiva,Ahorro
454,2532,2023-05-30,Inactiva,Ahorro
1979,1589,2022-02-26,Inactiva,Ahorro
1736,2578,2021-06-21,Activa,Corriente
2584,2403,2020-07-03,Activa,Corriente
1055,2347,2020-12-10,Activa,Corriente
1316,2571,2021-09-28,Inactiva,Ahorro
1426,1536,2021-08-28,Inactiva,Ahorro
2975,324,2023-03-28,Activa,Ahorro
1054,711,2023-07-07,Inactiva,Corriente
780,1457,2020-07-05,Inactiva,Corriente
2068,1008,2023-11-28,Inactiva,Corriente
838,1980,2022-02-01,Activa,Ahorro
1576,1961,2023-02-04,Activa,Ahorro
819,1998,2021-10-19,Inactiva,Ahorro
2753,2424,2023-06-03,Inactiva,Corriente
1401,1466,2021-04-21,Activa,Corriente
1746,2646,2022-12-23,Inactiva,Corriente
241,624,2022-03-28,Inactiva,Ahorro
975,2344,2023-09-02,Inactiva,Ahorro
1999,1758,2022-02-24,Inactiva,Ahorro
2466,2006,2022-11-10,Inactiva,Ahorro
2634,2019,2020-11-08,Activa,Corriente
2531,2961,2023-08-09,Inactiva,Corriente
106,2970,2020-10-08,Activa,Corriente
1947,288,2022-06-29,Inactiva,Ahorro
2418,1317,2021-10-08,Activa,Corriente
2124,1919,2022-02-17,Inactiva,Corriente
2422,97,2022-08-17,Activa,Ahorro
2403,2871,2022-11-21,Inactiva,Ahorro
722,2992,2020-02-02,Activa,Ahorro
1710,849,2020-01-25,Activa,Corriente
2975,173,2023-05-12,Activa,Corriente
253,1205,2023-04-27,Inactiva,Ahorro
1779,2879,2020-11-22,Inactiva,Corriente
1088,234,2021-08-06,Inactiva,Ahorro
2868,2882,2021-09-28,Activa,Ahorro
1355,2263,2022-07-08,Inactiva,Ahorro
635,2718,2022-04-21,Inactiva,Corriente
2042,2783,2020-05-15,Activa,Ahorro
1020,551,2023-12-24,Activa,Ahorro
570,1127,2020-12-04,Inactiva,Ahorro
591,1435,2023-08-01,Activa,Ahorro
2520,915,2022-09-11,Inactiva,Corriente
1740,82,2020-06-09,Activa,Ahorro
357,2766,2020-02-20,Inactiva,Corriente
1042,453,2023-03-10,Inactiva,Corriente
983,2012,2023-01-13,Activa,Ahorro
1683,2685,2021-06-05,Activa,Ahorro
2459,2148,2023-11-17,Activa,Ahorro
962,1750,2021-08-28,Inactiva,Corriente
285,24,2020-04-03,Activa,Corriente
2980,296,2020-01-04,Activa,Ahorro
1174,2571,2023-12-22,Inactiva,Ahorro
2965,113,2021-03-26,Inactiva,Ahorro
451,2036,2021-01-26,Inactiva,Corriente
2131,1427,2021-11-18,Activa,Ahorro
1326,1200,2021-08-05,Activa,Corriente
2588,1096,2022-12-18,Inactiva,Ahorro
1300,1685,2020-04-23,Activa,Corriente
2530,925,2021-08-10,Inactiva,Corriente
2567,1784,2023-10-23,Activa,Ahorro
1752,1773,2023-01-30,Activa,Ahorro
1033,2716,2020-03-10,Activa,Corriente
