Transaccion_ID,Comercio_ID,Tipo_Comercio,País,Validación
268,1373,Retail,Guatemala,Fallida
1468,750,Retail,México,Exitosa
2426,147,Retail,México,Fallida
4424,134,Alimentos,Guatemala,Exitosa
4850,1143,Alimentos,México,Exitosa
4153,1843,Electrónica,México,Fallida
1801,1074,Alimentos,Guatemala,Exitosa
2440,1061,Alimentos,México,Fallida
4383,1168,Retail,Guatemala,Exitosa
2352,444,Alimentos,México,Fallida
2072,1359,Electrónica,Guatemala,Exitosa
1824,355,Retail,Guatemala,Exitosa
213,1416,Retail,Guatemala,Fallida
2757,1748,Alimentos,México,Fallida
3410,1828,Alimentos,México,Fallida
314,745,Retail,Colombia,Exitosa
1934,458,Retail,Colombia,Fallida
1347,1749,Electrónica,Guatemala,Fallida
1219,1423,Electrónica,Guatemala,Fallida
1762,1198,Alimentos,Colombia,Exitosa
2225,972,Alimentos,México,Exitosa
4388,1922,Electrónica,Colombia,Exitosa
1375,515,Electrónica,Guatemala,Fallida
1761,204,Alimentos,Colombia,Exitosa
1202,8,Retail,México,Fallida
4984,486,Retail,Guatemala,Fallida
2554,99,Retail,Guatemala,Exitosa
2531,639,Retail,Colombia,Fallida
3596,1307,Electrónica,México,Exitosa
494,1565,Alimentos,Colombia,Fallida
377,214,Alimentos,Colombia,Exitosa
2300,913,Retail,Guatemala,Fallida
2677,1981,Alimentos,Guatemala,Fallida
1031,1477,Retail,Colombia,Exitosa
3551,1798,Retail,México,Fallida
4517,501,Electrónica,Guatemala,Fallida
3439,310,Electrónica,Guatemala,Exitosa
3943,1151,Electrónica,Guatemala,Fallida
4285,951,Electrónica,México,Fallida
2687,409,Retail,Guatemala,Fallida
1748,1462,Alimentos,Guatemala,Exitosa
1653,1021,Alimentos,México,Fallida
2586,112,Electrónica,México,Exitosa
1811,1514,Alimentos,Guatemala,Fallida
3719,85,Retail,Colombia,Exitosa
1877,1741,Electrónica,Colombia,Fallida
3558,1241,Electrónica,México,Exitosa
986,1789,Retail,Guatemala,Fallida
426,152,Retail,Guatemala,Exitosa
4477,269,Electrónica,Colombia,Fallida
3571,1089,Alimentos,Colombia,Fallida
3665,764,Retail,México,Fallida
919,441,Electrónica,Guatemala,Exitosa
1777,1923,Retail,México,Fallida
543,1858,Electrónica,Colombia,Fallida
369,594,Retail,México,Fallida
3946,3,Electrónica,México,Exitosa
313,1859,Alimentos,México,Exitosa
4258,221,Alimentos,Guatemala,Fallida
3096,837,Electrónica,Colombia,Fallida
4417,56,Electrónica,Guatemala,Exitosa
4585,1599,Electrónica,Colombia,Fallida
4252,1822,Retail,Guatemala,Exitosa
4889,1497,Retail,Guatemala,Fallida
414,778,Retail,Guatemala,Fallida
1472,441,Electrónica,Guatemala,Exitosa
1580,1506,Electrónica,México,Fallida
4296,360,Retail,Guatemala,Exitosa
588,1724,Retail,Colombia,Exitosa
3735,1691,Electrónica,Colombia,Fallida
1163,1830,Electrónica,México,Fallida
2134,1253,Retail,Colombia,Exitosa
195,43,Alimentos,Guatemala,Fallida
4424,1865,Electrónica,México,Exitosa
2567,240,Retail,Colombia,Fallida
2682,1631,Electrónica,Colombia,Exitosa
4974,1072,Retail,Guatemala,Fallida
2556,1690,Retail,Guatemala,Exitosa
4890,46,Alimentos,Colombia,Exitosa
579,1217,Alimentos,Colombia,Exitosa
3766,528,Alimentos,Colombia,Fallida
4963,282,Electrónica,Guatemala,Exitosa
588,1697,Retail,México,Exitosa
1974,1491,Electrónica,Guatemala,Fallida
18,1748,Electrónica,Colombia,Exitosa
4881,116,Electrónica,Colombia,Exitosa
1843,1112,Electrónica,Guatemala,Exitosa
4635,157,Electrónica,México,Fallida
1516,591,Electrónica,Colombia,Exitosa
2328,1138,Retail,Guatemala,Exitosa
972,621,Alimentos,México,Exitosa
2164,1009,Alimentos,Guatemala,Fallida
2534,700,Electrónica,Colombia,Fallida
1580,1073,Electrónica,Colombia,Exitosa
1768,1341,Electrónica,Guatemala,Fallida
721,471,Retail,Guatemala,Fallida
3643,131,Electrónica,Guatemala,Fallida
4435,186,Electrónica,México,Fallida
2654,1135,Alimentos,México,Fallida
3863,26,Alimentos,México,Fallida
4445,242,Electrónica,Guatemala,Fallida
1071,458,Retail,Guatemala,Fallida
4449,960,Alimentos,Guatemala,Exitosa
175,1394,Electrónica,Guatemala,Fallida
2521,751,Electrónica,Colombia,Exitosa
1167,735,Retail,México,Fallida
3874,244,Retail,Colombia,Fallida
1638,751,Retail,México,Exitosa
940,337,Alimentos,Guatemala,Fallida
1825,890,Electrónica,Guatemala,Exitosa
2039,1006,Electrónica,Guatemala,Exitosa
4660,966,Alimentos,Guatemala,Exitosa
1539,1121,Electrónica,Colombia,Fallida
491,583,Electrónica,Colombia,Fallida
1869,364,Retail,Colombia,Exitosa
3069,1096,Alimentos,México,Exitosa
1229,863,Electrónica,México,Exitosa
4291,1571,Alimentos,Colombia,Fallida
464,1821,Alimentos,Guatemala,Exitosa
1954,338,Retail,México,Exitosa
1748,20,Alimentos,Guatemala,Fallida
4250,150,Alimentos,México,Exitosa
809,936,Retail,México,Exitosa
526,1655,Alimentos,Guatemala,Exitosa
3001,202,Electrónica,México,Exitosa
3462,974,Alimentos,México,Exitosa
503,72,Retail,Colombia,Fallida
1210,1960,Alimentos,Guatemala,Exitosa
2565,1543,Alimentos,México,Exitosa
508,781,Retail,Colombia,Exitosa
3528,1746,Electrónica,Guatemala,Exitosa
4102,1025,Retail,Colombia,Exitosa
4209,195,Alimentos,Guatemala,Fallida
3580,1627,Retail,Colombia,Fallida
3769,82,Electrónica,Guatemala,Fallida
3818,722,Electrónica,Guatemala,Fallida
656,1705,Electrónica,México,Fallida
2534,69,Alimentos,México,Exitosa
1224,1863,Retail,México,Exitosa
3416,294,Electrónica,Colombia,Exitosa
2381,878,Electrónica,Guatemala,Exitosa
4779,1632,Retail,Colombia,Fallida
984,1819,Retail,Colombia,Exitosa
37,1186,Electrónica,Colombia,Fallida
1413,1978,Retail,Colombia,Fallida
4640,1677,Electrónica,Guatemala,Fallida
4381,1816,Retail,Guatemala,Exitosa
4803,572,Electrónica,Guatemala,Exitosa
1024,771,Alimentos,Guatemala,Exitosa
2998,632,Retail,Colombia,Exitosa
4987,1899,Electrónica,México,Fallida
3537,1208,Alimentos,Guatemala,Exitosa
103,186,Electrónica,México,Fallida
4224,1074,Retail,Colombia,Fallida
1486,265,Electrónica,Colombia,Exitosa
3477,119,Retail,Colombia,Fallida
1065,378,Retail,Colombia,Exitosa
2158,1380,Alimentos,México,Fallida
658,668,Electrónica,Colombia,Fallida
4914,539,Electrónica,Guatemala,Exitosa
1697,1096,Electrónica,Guatemala,Exitosa
4376,1458,Retail,México,Fallida
3441,1303,Alimentos,México,Fallida
2845,28,Retail,Guatemala,Exitosa
4574,649,Electrónica,México,Exitosa
2292,439,Retail,México,Fallida
4020,1033,Retail,México,Exitosa
4336,506,Electrónica,Guatemala,Fallida
4002,1784,Alimentos,Guatemala,Fallida
2377,1485,Electrónica,Colombia,Fallida
1395,18,Alimentos,Colombia,Exitosa
730,926,Retail,Colombia,Exitosa
1687,973,Alimentos,Colombia,Fallida
2280,339,Retail,Guatemala,Exitosa
1506,1306,Alimentos,Guatemala,Exitosa
838,1683,Alimentos,Guatemala,Exitosa
2485,1268,Electrónica,Colombia,Exitosa
4023,1111,Electrónica,Colombia,Exitosa
1981,1199,Electrónica,México,Fallida
2046,608,Electrónica,México,Exitosa
4262,1395,Alimentos,Colombia,Exitosa
1894,571,Alimentos,México,Fallida
3877,1570,Alimentos,México,Fallida
1751,1783,Alimentos,Colombia,Exitosa
2278,1839,Alimentos,México,Exitosa
4522,1230,Retail,Colombia,Exitosa
3107,1970,Retail,México,Exitosa
2075,795,Electrónica,Colombia,Exitosa
924,769,Retail,Guatemala,Fallida
4439,1619,Alimentos,Colombia,Exitosa
2046,1523,Retail,México,Fallida
2850,1921,Alimentos,México,Fallida
4829,1176,Electrónica,México,Fallida
4479,1837,Electrónica,Colombia,Exitosa
602,1341,Retail,Colombia,Exitosa
1,977,Electrónica,México,Fallida
1854,1472,Alimentos,México,Fallida
246,1732,Electrónica,Colombia,Exitosa
4445,133,Electrónica,Colombia,Exitosa
3139,1371,Alimentos,México,Exitosa
2115,887,Alimentos,México,Fallida
2947,1770,Electrónica,Guatemala,Exitosa
1363,1301,Retail,Guatemala,Exitosa
3660,959,Electrónica,Guatemala,Fallida
4002,9,Alimentos,Colombia,Fallida
411,1406,Retail,Guatemala,Exitosa
3022,604,Electrónica,Colombia,Exitosa
3466,1393,Electrónica,Guatemala,Fallida
1542,1531,Retail,México,Fallida
3564,85,Alimentos,Guatemala,Exitosa
1134,28,Alimentos,Colombia,Exitosa
4783,1290,Electrónica,Guatemala,Exitosa
1796,974,Electrónica,Guatemala,Fallida
4257,1721,Retail,México,Exitosa
1994,1922,Retail,México,Exitosa
4220,662,Retail,Guatemala,Exitosa
3436,774,Alimentos,Colombia,Fallida
2998,1237,Electrónica,Guatemala,Exitosa
466,55,Retail,Guatemala,Exitosa
2743,560,Electrónica,México,Exitosa
2251,586,Retail,Colombia,Exitosa
1092,789,Alimentos,Colombia,Fallida
2632,1569,Alimentos,México,Fallida
4407,1903,Retail,México,Exitosa
2122,1989,Electrónica,Guatemala,Exitosa
3680,599,Retail,México,Exitosa
3271,718,Electrónica,Colombia,Exitosa
4502,686,Retail,Colombia,Exitosa
357,1332,Alimentos,México,Exitosa
4843,1378,Alimentos,México,Exitosa
1805,261,Alimentos,México,Exitosa
822,1840,Alimentos,México,Exitosa
2740,1009,Retail,Colombia,Fallida
1869,445,Electrónica,Colombia,Exitosa
4379,1893,Retail,Guatemala,Fallida
527,668,Electrónica,México,Exitosa
4967,1513,Retail,Colombia,Exitosa
2587,221,Retail,Colombia,Exitosa
268,851,Retail,Guatemala,Exitosa
277,1171,Alimentos,Guatemala,Exitosa
2857,582,Electrónica,Colombia,Fallida
4822,1350,Alimentos,Colombia,Fallida
4429,1377,Electrónica,Guatemala,Exitosa
4095,273,Electrónica,Colombia,Exitosa
1379,1042,Alimentos,México,Fallida
3510,26,Electrónica,México,Exitosa
1865,940,Retail,Colombia,Exitosa
340,137,Retail,México,Fallida
4291,1790,Alimentos,México,Exitosa
2648,506,Alimentos,Guatemala,Fallida
3290,301,Electrónica,Colombia,Fallida
730,529,Alimentos,Colombia,Fallida
281,37,Electrónica,México,Exitosa
1472,473,Alimentos,Guatemala,Fallida
2884,35,Retail,México,Fallida
798,1702,Retail,Colombia,Fallida
1039,337,Electrónica,Colombia,Fallida
4042,1321,Electrónica,Colombia,Exitosa
779,1296,Electrónica,Guatemala,Exitosa
4592,351,Alimentos,México,Exitosa
4698,781,Electrónica,Colombia,Exitosa
191,357,Retail,Guatemala,Fallida
3589,1593,Retail,Guatemala,Fallida
2512,80,Electrónica,Guatemala,Fallida
3298,1309,Electrónica,México,Fallida
1876,1110,Retail,Guatemala,Exitosa
2453,119,Retail,México,Fallida
400,328,Retail,Colombia,Fallida
1075,135,Alimentos,Guatemala,Fallida
808,329,Retail,Guatemala,Fallida
3027,1756,Electrónica,Colombia,Fallida
3340,948,Retail,México,Exitosa
2325,1338,Retail,Guatemala,Exitosa
4244,59,Electrónica,Colombia,Exitosa
1523,676,Retail,Colombia,Fallida
619,600,Electrónica,Colombia,Exitosa
3265,1052,Retail,Guatemala,Fallida
3454,1911,Alimentos,Guatemala,Exitosa
590,8,Electrónica,Guatemala,Exitosa
557,930,Electrónica,México,Fallida
1682,15,Alimentos,Colombia,Fallida
3791,1168,Electrónica,México,Fallida
4323,1152,Retail,México,Fallida
2534,873,Retail,Colombia,Fallida
2299,369,Electrónica,Colombia,Exitosa
1076,505,Alimentos,Guatemala,Fallida
4390,411,Retail,Colombia,Exitosa
3623,359,Electrónica,México,Fallida
2916,1636,Electrónica,Guatemala,Exitosa
2746,479,Alimentos,Colombia,Exitosa
2013,777,Retail,Guatemala,Exitosa
3415,795,Electrónica,Guatemala,Fallida
3175,304,Electrónica,Colombia,Fallida
2935,1910,Retail,Colombia,Exitosa
4502,1813,Retail,Colombia,Exitosa
443,1685,Electrónica,Colombia,Exitosa
1446,812,Alimentos,Guatemala,Fallida
4502,1808,Electrónica,Guatemala,Fallida
1846,1817,Retail,Colombia,Exitosa
917,30,Electrónica,Guatemala,Exitosa
1573,1138,Alimentos,Colombia,Fallida
2826,1298,Electrónica,Colombia,Exitosa
1419,776,Alimentos,México,Exitosa
2780,1190,Electrónica,México,Exitosa
4659,1766,Alimentos,Guatemala,Exitosa
2741,1996,Electrónica,México,Fallida
1371,302,Electrónica,Colombia,Fallida
4197,601,Alimentos,Guatemala,Exitosa
1300,1193,Electrónica,México,Exitosa
1193,1084,Retail,México,Exitosa
4559,664,Alimentos,Guatemala,Exitosa
4166,1998,Alimentos,Guatemala,Exitosa
4703,540,Alimentos,México,Fallida
3138,1180,Alimentos,Guatemala,Exitosa
1167,1626,Alimentos,Guatemala,Fallida
2434,1828,Alimentos,Guatemala,Fallida
816,1184,Alimentos,Guatemala,Exitosa
720,163,Electrónica,Guatemala,Fallida
1188,269,Alimentos,Colombia,Exitosa
4609,357,Alimentos,Colombia,Exitosa
587,1218,Electrónica,Colombia,Fallida
1143,1014,Alimentos,Guatemala,Exitosa
1061,1861,Electrónica,Colombia,Exitosa
4915,984,Retail,México,Exitosa
1055,1272,Retail,México,Fallida
4854,1570,Retail,Colombia,Fallida
1208,1437,Retail,México,Fallida
4280,1128,Alimentos,Colombia,Fallida
2496,432,Electrónica,Colombia,Exitosa
160,735,Retail,Colombia,Fallida
4157,734,Retail,México,Fallida
3095,202,Alimentos,México,Fallida
740,356,Retail,Guatemala,Exitosa
3593,1167,Retail,Colombia,Exitosa
2758,528,Alimentos,Colombia,Exitosa
2025,852,Electrónica,Guatemala,Exitosa
4317,675,Electrónica,Colombia,Exitosa
1470,1396,Retail,México,Fallida
2015,16,Alimentos,Colombia,Exitosa
4278,388,Retail,Colombia,Fallida
3133,587,Alimentos,México,Fallida
2276,812,Retail,Colombia,Fallida
4079,1751,Retail,Colombia,Fallida
1791,183,Electrónica,Colombia,Fallida
3587,158,Electrónica,Colombia,Exitosa
1626,8,Retail,Colombia,Fallida
2729,1657,Electrónica,Colombia,Exitosa
4929,328,Alimentos,Colombia,Fallida
431,685,Electrónica,Guatemala,Exitosa
2733,1598,Retail,México,Fallida
2162,1906,Electrónica,Colombia,Exitosa
110,890,Electrónica,Guatemala,Exitosa
2995,1478,Retail,México,Fallida
2174,353,Alimentos,Guatemala,Fallida
2112,970,Electrónica,Guatemala,Exitosa
172,287,Alimentos,Colombia,Exitosa
1371,1431,Alimentos,Guatemala,Exitosa
4360,908,Retail,México,Fallida
1143,1052,Electrónica,Colombia,Fallida
3190,59,Electrónica,Guatemala,Fallida
913,1456,Retail,Guatemala,Fallida
70,611,Retail,Guatemala,Fallida
2334,235,Electrónica,Guatemala,Exitosa
3504,1686,Retail,Guatemala,Fallida
1174,226,Electrónica,Guatemala,Fallida
553,1772,Electrónica,Guatemala,Fallida
4973,335,Alimentos,Guatemala,Fallida
34,237,Alimentos,Colombia,Exitosa
4337,1519,Electrónica,Colombia,Exitosa
821,1921,Retail,Guatemala,Fallida
4996,444,Electrónica,Colombia,Fallida
1688,229,Retail,Guatemala,Exitosa
2853,1823,Electrónica,México,Exitosa
3927,338,Alimentos,Colombia,Exitosa
1655,1625,Retail,México,Exitosa
335,1021,Retail,Colombia,Fallida
1494,1651,Electrónica,Guatemala,Exitosa
1416,1536,Electrónica,Guatemala,Fallida
3245,1230,Electrónica,Guatemala,Exitosa
3453,1665,Electrónica,Guatemala,Exitosa
4396,1226,Retail,México,Fallida
272,1946,Alimentos,Guatemala,Exitosa
1713,1022,Alimentos,Guatemala,Fallida
2503,1730,Electrónica,Guatemala,Fallida
3572,844,Retail,Colombia,Exitosa
1263,813,Retail,Colombia,Exitosa
3316,1413,Retail,Colombia,Exitosa
3951,806,Retail,Guatemala,Fallida
1636,1729,Electrónica,Guatemala,Fallida
573,607,Electrónica,México,Fallida
535,1136,Alimentos,Guatemala,Exitosa
3461,400,Retail,Colombia,Exitosa
2185,1405,Alimentos,Guatemala,Fallida
2396,1197,Retail,Guatemala,Exitosa
2719,505,Electrónica,Guatemala,Fallida
2785,477,Alimentos,México,Fallida
2603,85,Retail,Guatemala,Exitosa
4364,792,Retail,México,Exitosa
1441,253,Electrónica,Colombia,Fallida
545,174,Retail,Colombia,Fallida
4574,1769,Retail,México,Fallida
1861,278,Retail,Colombia,Exitosa
2282,1428,Alimentos,México,Exitosa
640,1336,Alimentos,Colombia,Fallida
4640,591,Retail,México,Fallida
4217,12,Electrónica,Colombia,Fallida
2700,1868,Electrónica,Guatemala,Fallida
2574,524,Alimentos,México,Fallida
3774,367,Retail,México,Fallida
1631,1272,Retail,Colombia,Fallida
4489,1062,Alimentos,Guatemala,Exitosa
3566,58,Electrónica,Colombia,Fallida
3335,1624,Electrónica,México,Fallida
4251,1660,Retail,México,Fallida
713,340,Retail,Guatemala,Exitosa
1690,1110,Alimentos,México,Exitosa
2484,1545,Retail,Colombia,Exitosa
1128,490,Retail,Colombia,Fallida
1810,1844,Electrónica,Colombia,Fallida
3511,1091,Alimentos,Colombia,Fallida
4220,1619,Alimentos,Guatemala,Exitosa
4483,1971,Electrónica,Guatemala,Fallida
2928,610,Electrónica,México,Exitosa
3942,1708,Electrónica,México,Exitosa
1372,1847,Retail,Guatemala,Fallida
3063,1727,Electrónica,México,Exitosa
1297,1000,Alimentos,Guatemala,Fallida
4291,620,Electrónica,México,Fallida
4747,784,Electrónica,México,Fallida
2702,1410,Retail,Guatemala,Exitosa
4138,1765,Electrónica,México,Fallida
3016,820,Alimentos,México,Exitosa
1653,1267,Electrónica,Colombia,Fallida
2230,1415,Alimentos,México,Fallida
3102,203,Alimentos,México,Exitosa
1950,168,Alimentos,Guatemala,Fallida
4609,231,Electrónica,Guatemala,Exitosa
1447,1644,Retail,México,Exitosa
2629,634,Retail,Guatemala,Fallida
4454,545,Alimentos,Guatemala,Exitosa
4957,1312,Electrónica,Colombia,Exitosa
2130,1203,Retail,Colombia,Fallida
4577,355,Electrónica,Guatemala,Exitosa
431,1277,Alimentos,Guatemala,Exitosa
3218,284,Retail,Colombia,Fallida
1117,1429,Alimentos,México,Exitosa
673,780,Electrónica,Colombia,Exitosa
666,392,Electrónica,México,Fallida
3569,1261,Electrónica,Colombia,Exitosa
4745,1818,Retail,Guatemala,Fallida
1254,1131,Retail,México,Fallida
2287,1498,Alimentos,México,Exitosa
3803,1229,Alimentos,México,Fallida
2635,261,Retail,Guatemala,Exitosa
4722,266,Electrónica,Colombia,Fallida
3987,1122,Alimentos,México,Exitosa
1917,1935,Retail,Colombia,Fallida
3273,738,Retail,México,Exitosa
4217,2,Alimentos,México,Fallida
2183,952,Electrónica,México,Exitosa
3374,418,Alimentos,Colombia,Fallida
3087,1919,Electrónica,Colombia,Fallida
3684,1393,Retail,Colombia,Fallida
2147,49,Retail,Guatemala,Fallida
3814,1306,Alimentos,México,Fallida
3432,1309,Alimentos,México,Fallida
717,1329,Alimentos,México,Fallida
2537,1944,Alimentos,Guatemala,Exitosa
2495,605,Alimentos,México,Exitosa
4737,578,Electrónica,Guatemala,Fallida
1646,1309,Alimentos,Colombia,Fallida
1204,1545,Alimentos,Colombia,Fallida
4032,1165,Retail,México,Fallida
3673,1476,Electrónica,Colombia,Exitosa
1224,353,Electrónica,Guatemala,Exitosa
4638,671,Alimentos,México,Exitosa
3264,1549,Alimentos,Colombia,Fallida
2416,1361,Retail,Guatemala,Exitosa
2246,575,Electrónica,México,Exitosa
3819,850,Electrónica,México,Exitosa
4611,208,Electrónica,Guatemala,Exitosa
160,556,Alimentos,México,Fallida
4608,1759,Electrónica,México,Fallida
2819,961,Electrónica,México,Exitosa
3224,1937,Alimentos,Guatemala,Exitosa
2884,1782,Electrónica,Colombia,Exitosa
383,1156,Alimentos,Guatemala,Exitosa
3501,627,Electrónica,Guatemala,Exitosa
438,597,Retail,México,Exitosa
1407,123,Alimentos,Colombia,Fallida
1306,970,Retail,Guatemala,Exitosa
67,1499,Retail,Guatemala,Exitosa
3962,1206,Retail,México,Fallida
1426,1033,Alimentos,Colombia,Exitosa
4013,233,Retail,Colombia,Fallida
3968,1914,Electrónica,Guatemala,Exitosa
2849,518,Alimentos,México,Fallida
1146,155,Alimentos,Guatemala,Exitosa
3547,1887,Alimentos,Colombia,Exitosa
3401,1747,Retail,México,Exitosa
1843,1055,Alimentos,Colombia,Exitosa
4844,1877,Retail,Guatemala,Exitosa
2170,1820,Retail,Guatemala,Exitosa
1496,324,Alimentos,México,Exitosa
4798,1084,Electrónica,México,Fallida
1384,1427,Retail,México,Exitosa
4420,1995,Alimentos,Guatemala,Exitosa
2756,1225,Alimentos,México,Exitosa
1112,1007,Electrónica,Colombia,Fallida
1125,1963,Alimentos,Guatemala,Fallida
488,535,Electrónica,México,Exitosa
2129,234,Electrónica,México,Fallida
2601,868,Alimentos,México,Fallida
4703,1558,Electrónica,Guatemala,Fallida
1260,344,Alimentos,Colombia,Fallida
4571,1384,Retail,México,Fallida
1290,582,Retail,México,Exitosa
2153,1642,Electrónica,Colombia,Fallida
1135,86,Electrónica,Guatemala,Exitosa
3722,1297,Alimentos,Guatemala,Exitosa
2686,717,Alimentos,México,Fallida
4779,537,Alimentos,México,Exitosa
1599,1520,Electrónica,Guatemala,Exitosa
4704,470,Retail,Colombia,Exitosa
1819,1620,Retail,Colombia,Fallida
2881,1390,Alimentos,México,Exitosa
4939,1147,Electrónica,Guatemala,Fallida
140,1797,Retail,México,Exitosa
4108,1428,Retail,Guatemala,Exitosa
4277,471,Retail,Guatemala,Exitosa
3256,1408,Retail,Colombia,Exitosa
1879,732,Electrónica,México,Fallida
2173,1898,Retail,Guatemala,Fallida
3294,1547,Alimentos,Guatemala,Fallida
455,1362,Alimentos,México,Fallida
4636,1543,Electrónica,Guatemala,Fallida
3576,1209,Retail,Colombia,Exitosa
406,1061,Electrónica,Colombia,Fallida
3216,1436,Retail,Colombia,Fallida
2829,566,Retail,Guatemala,Fallida
3046,302,Alimentos,Guatemala,Exitosa
4596,727,Retail,Colombia,Exitosa
2818,386,Electrónica,Colombia,Fallida
2379,1011,Retail,México,Fallida
2354,257,Electrónica,México,Fallida
4399,68,Retail,Colombia,Exitosa
2892,1456,Electrónica,Guatemala,Exitosa
1885,1711,Retail,Guatemala,Fallida
3478,538,Electrónica,Guatemala,Exitosa
2110,106,Alimentos,México,Fallida
2490,1065,Alimentos,México,Fallida
3574,200,Electrónica,México,Fallida
1642,788,Alimentos,Colombia,Exitosa
1617,1464,Alimentos,México,Exitosa
929,546,Alimentos,Colombia,Fallida
2738,1433,Retail,México,Fallida
3981,1843,Alimentos,Colombia,Fallida
600,1745,Electrónica,Guatemala,Fallida
1933,1058,Alimentos,Colombia,Exitosa
265,925,Alimentos,Guatemala,Exitosa
4982,1925,Alimentos,Guatemala,Fallida
1628,801,Electrónica,México,Fallida
2963,48,Electrónica,Colombia,Exitosa
1560,724,Retail,Colombia,Exitosa
1208,1016,Alimentos,Colombia,Fallida
2820,1535,Electrónica,México,Exitosa
193,1884,Alimentos,Colombia,Fallida
721,1740,Electrónica,Guatemala,Exitosa
3701,368,Alimentos,Colombia,Exitosa
2259,1624,Alimentos,Colombia,Fallida
2298,162,Electrónica,Guatemala,Exitosa
4790,646,Alimentos,Colombia,Exitosa
2795,1060,Alimentos,Colombia,Fallida
2032,615,Electrónica,México,Exitosa
1931,282,Electrónica,Colombia,Fallida
1382,1927,Alimentos,México,Exitosa
2697,409,Electrónica,México,Fallida
2005,1335,Electrónica,Colombia,Fallida
3427,780,Electrónica,México,Fallida
4727,1492,Retail,Guatemala,Exitosa
4275,28,Electrónica,México,Fallida
3233,1249,Electrónica,Colombia,Fallida
1306,1490,Electrónica,Guatemala,Exitosa
2140,1333,Alimentos,México,Fallida
2062,1813,Electrónica,Guatemala,Fallida
1962,552,Alimentos,Guatemala,Exitosa
4070,812,Retail,Colombia,Fallida
4782,882,Retail,México,Exitosa
1882,825,Electrónica,México,Fallida
3659,69,Retail,México,Exitosa
2106,233,Alimentos,Colombia,Fallida
2490,1291,Electrónica,México,Fallida
917,826,Electrónica,Guatemala,Fallida
3977,1921,Retail,Guatemala,Exitosa
1504,1539,Retail,México,Exitosa
2106,1315,Retail,Guatemala,Fallida
1225,1320,Retail,Guatemala,Exitosa
4740,345,Electrónica,Colombia,Exitosa
682,471,Alimentos,Guatemala,Fallida
4182,1704,Retail,Colombia,Fallida
1932,1534,Alimentos,México,Exitosa
3862,1746,Alimentos,Guatemala,Fallida
283,54,Electrónica,México,Exitosa
4356,165,Electrónica,México,Exitosa
2363,503,Alimentos,México,Fallida
2229,637,Retail,Guatemala,Exitosa
3090,563,Alimentos,México,Fallida
2940,636,Electrónica,México,Exitosa
2700,641,Alimentos,Guatemala,Fallida
1645,1727,Retail,Colombia,Fallida
3724,1495,Retail,Colombia,Exitosa
1415,638,Retail,México,Fallida
4542,527,Electrónica,Colombia,Fallida
2730,1099,Retail,Colombia,Fallida
3333,1840,Retail,México,Fallida
4603,399,Electrónica,Colombia,Exitosa
2937,1268,Electrónica,México,Exitosa
3498,619,Retail,México,Exitosa
3051,1599,Electrónica,Guatemala,Fallida
4181,275,Electrónica,Colombia,Fallida
1954,863,Alimentos,México,Fallida
217,773,Alimentos,México,Fallida
344,1218,Alimentos,Guatemala,Exitosa
396,1470,Electrónica,México,Fallida
1648,326,Retail,Colombia,Fallida
1935,904,Alimentos,Colombia,Fallida
4833,1585,Electrónica,Colombia,Fallida
4134,1566,Retail,Guatemala,Fallida
376,847,Electrónica,Guatemala,Exitosa
4389,1335,Retail,México,Exitosa
947,1406,Retail,México,Fallida
2466,1875,Alimentos,Colombia,Exitosa
2352,767,Alimentos,México,Fallida
2294,574,Retail,Colombia,Fallida
1730,1017,Retail,Guatemala,Exitosa
2512,598,Electrónica,México,Fallida
174,188,Electrónica,México,Exitosa
2194,1724,Alimentos,Colombia,Fallida
2079,580,Alimentos,Guatemala,Exitosa
3004,329,Retail,Guatemala,Exitosa
1347,928,Retail,Colombia,Exitosa
142,1784,Electrónica,Colombia,Exitosa
4786,1565,Retail,Guatemala,Exitosa
482,1866,Alimentos,Colombia,Fallida
2240,785,Alimentos,Colombia,Fallida
51,235,Alimentos,Guatemala,Exitosa
3247,1761,Electrónica,Colombia,Exitosa
2592,446,Alimentos,Colombia,Fallida
307,1604,Alimentos,Colombia,Exitosa
3164,575,Alimentos,Colombia,Exitosa
4715,820,Alimentos,Colombia,Exitosa
1062,79,Retail,México,Exitosa
2750,1362,Alimentos,Colombia,Fallida
4000,787,Electrónica,Colombia,Exitosa
812,874,Retail,Colombia,Exitosa
340,1480,Alimentos,Colombia,Fallida
4727,1679,Electrónica,Colombia,Exitosa
789,370,Retail,México,Exitosa
3070,14,Electrónica,Colombia,Exitosa
2607,25,Electrónica,Guatemala,Exitosa
1693,652,Retail,México,Fallida
2833,783,Electrónica,Colombia,Exitosa
524,1849,Alimentos,México,Fallida
1105,51,Alimentos,México,Fallida
3937,395,Electrónica,Guatemala,Exitosa
809,109,Retail,Guatemala,Fallida
2641,1494,Alimentos,México,Exitosa
1913,1626,Retail,México,Fallida
1441,388,Electrónica,Guatemala,Fallida
4853,385,Electrónica,Colombia,Exitosa
3891,361,Alimentos,Colombia,Fallida
4611,1392,Retail,Colombia,Exitosa
1356,1544,Electrónica,Colombia,Fallida
2994,1334,Electrónica,Colombia,Fallida
4414,84,Alimentos,Colombia,Exitosa
966,1153,Alimentos,México,Exitosa
4851,164,Alimentos,México,Exitosa
2255,1055,Alimentos,Colombia,Exitosa
4944,802,Retail,México,Exitosa
