Cliente_ID_1,Cliente_ID_2,Fecha_Registro,Tipo_Recomendación,Nivel_Confianza
667,2625,2021-04-01,Familiar,Alto
2902,145,2021-04-06,Familiar,Medio
777,2381,2022-11-28,Familiar,Alto
410,2381,2020-08-08,Familiar,Alto
935,2639,2021-10-03,Familiar,Alto
1372,1196,2020-09-14,Amigo,Bajo
652,622,2022-12-30,Amigo,Bajo
2953,1702,2020-10-04,Amigo,Bajo
1849,2846,2022-08-31,Familiar,Alto
2618,574,2021-12-16,Amigo,Alto
791,24,2023-08-09,Amigo,Alto
1069,767,2020-08-10,Familiar,Bajo
2791,254,2023-06-29,Amigo,Alto
306,775,2020-07-04,Amigo,Bajo
361,2245,2020-08-26,Familiar,Alto
753,2586,2023-06-19,Amigo,Alto
410,36,2022-08-10,Familiar,Bajo
2913,268,2021-06-24,Amigo,Alto
2010,1711,2021-04-10,Amigo,Bajo
1513,1173,2022-06-24,Amigo,Bajo
2561,1224,2021-08-17,Amigo,Bajo
2346,66,2020-01-02,Amigo,Bajo
1952,35,2023-11-24,Amigo,Bajo
2144,2420,2023-09-05,Amigo,Medio
1825,887,2021-01-09,Amigo,Bajo
1478,1189,2023-06-04,Familiar,Medio
1840,1003,2021-09-03,Familiar,Medio
1234,550,2022-11-30,Amigo,Bajo
224,1897,2021-04-21,Familiar,Alto
1970,2804,2020-01-01,Familiar,Alto
143,463,2022-03-13,Amigo,Bajo
1270,2043,2022-10-16,Amigo,Alto
1902,886,2022-07-18,Amigo,Bajo
2933,2597,2020-03-14,Familiar,Bajo
557,1826,2022-02-01,Amigo,Alto
562,1117,2022-11-08,Amigo,Alto
215,1714,2020-02-15,Amigo,Bajo
1886,2191,2020-05-11,Familiar,Alto
2363,840,2023-07-31,Amigo,Alto
1036,2906,2020-09-06,Amigo,Alto
514,460,2020-08-26,Familiar,Alto
1923,2483,2023-05-16,Amigo,Medio
1092,557,2022-07-13,Familiar,Alto
2129,2079,2023-11-25,Familiar,Bajo
1789,2849,2020-12-20,Amigo,Bajo
899,1827,2020-09-12,Amigo,Bajo
1415,1004,2023-02-02,Amigo,Alto
6,1380,2022-09-18,Amigo,Alto
1751,189,2023-01-29,Amigo,Medio
2554,1592,2021-04-23,Familiar,Medio
65,1149,2020-05-23,Amigo,Alto
2922,2839,2021-04-27,Amigo,Medio
1913,1847,2022-07-31,Amigo,Medio
2615,37,2023-09-21,Amigo,Medio
1590,2737,2023-08-17,Familiar,Alto
86,2273,2021-02-08,Amigo,Alto
668,1219,2020-09-23,Amigo,Medio
635,407,2021-07-12,Familiar,Medio
479,2496,2020-04-11,Familiar,Medio
569,2313,2021-04-01,Amigo,Alto
517,784,2021-07-23,Familiar,Alto
2572,2814,2022-05-16,Familiar,Bajo
40,806,2021-05-28,Amigo,Bajo
1997,1336,2022-11-13,Amigo,Bajo
15,1040,2021-12-31,Familiar,Bajo
653,2309,2022-09-11,Amigo,Medio
1966,623,2023-02-12,Amigo,Bajo
1531,859,2020-12-07,Amigo,Medio
1347,2865,2020-04-19,Familiar,Alto
2221,616,2023-09-07,Familiar,Alto
1880,1963,2020-06-12,Familiar,Medio
135,897,2023-04-21,Amigo,Bajo
880,2181,2020-02-08,Amigo,Bajo
652,714,2022-09-17,Familiar,Medio
1103,1280,2020-08-18,Amigo,Alto
182,2767,2021-07-15,Familiar,Alto
546,1633,2022-02-17,Familiar,Alto
1426,690,2020-11-12,Familiar,Medio
2280,2895,2022-04-11,Familiar,Medio
488,1049,2022-02-15,Amigo,Bajo
1222,2596,2023-11-12,Familiar,Medio
2736,2528,2023-10-11,Familiar,Alto
1909,2741,2020-02-07,Amigo,Medio
2805,1375,2020-12-02,Amigo,Bajo
2689,113,2020-08-13,Amigo,Alto
313,51,2020-05-29,Familiar,Medio
1367,108,2020-11-15,Amigo,Medio
55,36,2023-07-29,Familiar,Alto
2051,934,2022-10-22,Amigo,Alto
1155,2972,2023-10-21,Familiar,Bajo
1487,1976,2023-09-26,Amigo,Alto
2493,605,2022-01-30,Familiar,Bajo
2045,1677,2021-01-02,Amigo,Medio
595,1185,2023-03-15,Familiar,Bajo
1990,256,2021-06-13,Familiar,Bajo
1404,558,2020-10-01,Amigo,Medio
1874,2,2022-10-05,Amigo,Alto
2855,38,2022-06-25,Amigo,Alto
1921,383,2022-08-07,Amigo,Bajo
2322,101,2023-07-02,Familiar,Alto
2708,1261,2022-12-06,Amigo,Bajo
2611,1019,2021-04-17,Familiar,Alto
2376,2040,2020-11-16,Amigo,Medio
2046,1489,2021-07-30,Familiar,Bajo
388,1386,2022-05-01,Amigo,Medio
176,1267,2021-05-14,Amigo,Bajo
552,1238,2021-01-30,Amigo,Bajo
1694,1641,2022-04-24,Amigo,Bajo
1300,2781,2022-01-28,Familiar,Medio
1329,1085,2023-02-28,Amigo,Bajo
2038,2699,2020-10-03,Amigo,Bajo
2404,996,2022-08-01,Amigo,Medio
1338,1004,2023-12-08,Familiar,Medio
1492,104,2021-08-11,Familiar,Medio
1370,1296,2020-06-01,Familiar,Alto
2054,336,2022-09-07,Familiar,Medio
2935,1721,2023-06-19,Familiar,Medio
2205,2795,2022-07-24,Familiar,Bajo
2904,1243,2023-06-15,Familiar,Bajo
904,427,2023-04-13,Amigo,Medio
2281,1121,2022-08-11,Amigo,Bajo
2103,995,2022-08-20,Amigo,Bajo
595,925,2023-03-19,Familiar,Bajo
1731,2090,2022-05-01,Amigo,Alto
2216,1879,2021-01-07,Amigo,Bajo
2867,1409,2020-10-17,Amigo,Alto
244,2798,2022-03-01,Amigo,Medio
2986,1617,2021-08-27,Amigo,Alto
1030,847,2022-10-01,Amigo,Bajo
2218,1496,2021-05-19,Amigo,Medio
2770,319,2020-11-13,Familiar,Medio
1919,1875,2021-07-15,Familiar,Medio
1219,2434,2023-12-13,Amigo,Medio
2004,1306,2022-02-14,Familiar,Bajo
1560,606,2020-05-19,Amigo,Medio
2077,2907,2021-05-12,Amigo,Alto
1181,2157,2023-09-26,Familiar,Medio
416,1866,2020-11-25,Familiar,Alto
1646,1364,2022-02-08,Familiar,Bajo
72,2569,2021-08-22,Familiar,Bajo
2080,2211,2020-01-27,Amigo,Alto
2517,2583,2020-12-11,Familiar,Alto
1800,253,2021-02-05,Amigo,Bajo
952,1436,2023-06-23,Amigo,Medio
449,1652,2022-06-09,Amigo,Bajo
541,2108,2022-04-28,Familiar,Medio
2576,922,2022-02-21,Amigo,Medio
141,375,2023-01-21,Familiar,Bajo
2756,2738,2020-04-17,Familiar,Alto
2689,1882,2021-05-25,Familiar,Alto
1191,2333,2021-09-23,Familiar,Medio
2299,2609,2020-11-14,Familiar,Alto
332,691,2020-04-19,Familiar,Bajo
1388,1395,2020-09-09,Familiar,Alto
2740,1790,2023-04-24,Amigo,Alto
743,1715,2023-01-25,Amigo,Bajo
2933,1801,2022-04-16,Amigo,Medio
1035,2768,2021-12-11,Amigo,Medio
1431,132,2020-04-29,Familiar,Alto
1380,297,2020-02-02,Familiar,Bajo
47,491,2021-04-26,Amigo,Medio
1326,2385,2022-09-17,Familiar,Medio
2373,1330,2020-04-11,Amigo,Alto
2244,868,2022-12-27,Familiar,Medio
2799,276,2022-10-09,Amigo,Alto
841,1023,2023-11-17,Amigo,Alto
1579,2073,2020-03-24,Amigo,Alto
1722,1079,2021-06-21,Familiar,Medio
753,2332,2021-03-11,Amigo,Medio
2860,46,2023-11-12,Familiar,Alto
2445,1456,2021-11-17,Familiar,Bajo
1253,785,2023-05-13,Amigo,Bajo
201,2087,2021-02-06,Familiar,Bajo
1396,2536,2023-12-15,Familiar,Alto
23,1331,2023-09-13,Familiar,Medio
1526,2723,2023-01-05,Amigo,Bajo
2802,1400,2023-09-29,Familiar,Medio
1002,2104,2022-08-14,Familiar,Medio
2103,1159,2020-02-26,Amigo,Alto
741,1470,2020-12-28,Amigo,Alto
500,2810,2023-02-10,Amigo,Medio
2674,443,2020-10-03,Amigo,Alto
1913,1250,2020-09-07,Amigo,Alto
2562,186,2023-08-02,Familiar,Alto
735,2701,2023-06-03,Amigo,Alto
2469,258,2021-06-28,Familiar,Medio
1279,1146,2022-01-21,Amigo,Medio
393,2803,2020-05-06,Familiar,Bajo
1745,86,2020-06-16,Familiar,Alto
344,1450,2021-05-14,Familiar,Bajo
2917,965,2020-05-27,Familiar,Medio
2140,220,2020-10-20,Familiar,Medio
1051,156,2021-01-05,Familiar,Medio
1897,2590,2020-06-09,Amigo,Alto
2611,2314,2023-05-20,Amigo,Alto
1901,2433,2021-01-23,Amigo,Medio
1612,2104,2021-05-31,Familiar,Alto
944,2868,2022-03-03,Amigo,Bajo
1316,1129,2020-04-10,Familiar,Alto
2699,1836,2021-01-24,Familiar,Medio
2908,1779,2023-11-08,Familiar,Alto
570,1363,2022-06-26,Amigo,Medio
2001,558,2020-08-03,Amigo,Medio
1353,1156,2022-11-07,Familiar,Bajo
2299,582,2020-05-16,Amigo,Medio
2327,823,2023-01-22,Familiar,Medio
1839,2071,2021-08-16,Amigo,Medio
323,1951,2021-11-06,Familiar,Alto
1134,1245,2021-11-15,Familiar,Alto
367,102,2023-04-06,Familiar,Medio
610,1381,2022-01-16,Familiar,Bajo
1014,1296,2022-06-05,Familiar,Alto
2585,566,2022-08-23,Amigo,Alto
2594,691,2021-01-01,Amigo,Medio
2626,101,2020-06-17,Familiar,Bajo
2630,396,2022-01-01,Amigo,Alto
989,889,2020-07-02,Amigo,Alto
2147,766,2023-11-22,Familiar,Alto
2267,1753,2020-09-29,Amigo,Bajo
1970,739,2020-06-27,Amigo,Bajo
2709,620,2020-02-19,Amigo,Alto
2603,2853,2021-03-20,Familiar,Alto
2460,846,2023-10-13,Amigo,Bajo
1724,2427,2022-11-10,Amigo,Alto
45,77,2022-05-03,Familiar,Alto
1433,2719,2022-07-25,Familiar,Bajo
1408,1194,2023-04-20,Familiar,Bajo
132,1591,2022-03-16,Amigo,Medio
935,352,2020-02-28,Familiar,Alto
947,1345,2023-05-07,Familiar,Medio
1493,1479,2020-02-05,Amigo,Alto
2418,332,2020-06-03,Familiar,Bajo
766,2558,2020-03-23,Amigo,Alto
2809,898,2022-11-04,Familiar,Bajo
1604,1623,2020-03-18,Amigo,Bajo
2502,2291,2023-07-26,Familiar,Medio
2311,811,2021-02-09,Familiar,Bajo
429,2798,2020-04-11,Familiar,Medio
168,482,2022-05-24,Amigo,Medio
699,1898,2022-08-08,Familiar,Alto
2906,612,2022-02-21,Amigo,Alto
1957,625,2021-07-10,Familiar,Medio
408,899,2023-07-21,Amigo,Bajo
2096,1550,2022-12-09,Familiar,Medio
976,1492,2022-06-07,Familiar,Medio
5,2550,2023-04-20,Familiar,Bajo
1394,923,2023-01-15,Amigo,Medio
329,1796,2021-11-17,Amigo,Bajo
1439,1357,2020-01-04,Familiar,Alto
1377,473,2020-09-01,Amigo,Medio
194,1625,2021-04-12,Familiar,Bajo
1504,1789,2020-05-12,Amigo,Medio
940,311,2022-05-05,Amigo,Medio
819,2632,2023-05-10,Familiar,Alto
1616,2163,2023-06-06,Amigo,Bajo
514,788,2022-06-08,Amigo,Medio
347,582,2021-11-13,Familiar,Bajo
2583,227,2021-08-09,Familiar,Medio
1736,203,2022-08-02,Amigo,Bajo
2751,2450,2023-09-15,Familiar,Bajo
2573,269,2022-11-18,Familiar,Bajo
2672,435,2021-02-10,Amigo,Alto
1945,2309,2021-11-08,Amigo,Alto
2475,2462,2020-10-09,Amigo,Medio
1546,495,2021-05-04,Amigo,Bajo
792,1773,2022-01-30,Amigo,Medio
43,439,2023-12-30,Familiar,Medio
1429,51,2021-12-17,Familiar,Medio
2074,1060,2020-07-01,Amigo,Alto
2807,423,2022-06-26,Familiar,Medio
1688,1793,2021-04-09,Familiar,Alto
366,1090,2020-02-10,Amigo,Alto
1047,2553,2023-04-21,Familiar,Medio
2029,2662,2021-10-19,Amigo,Alto
1059,1921,2022-12-28,Familiar,Bajo
2313,474,2023-04-10,Familiar,Alto
574,1319,2020-08-08,Amigo,Medio
1724,569,2022-10-28,Amigo,Alto
2475,1032,2021-05-15,Familiar,Alto
303,136,2020-10-05,Amigo,Alto
2182,2279,2021-05-16,Familiar,Medio
1795,109,2020-01-15,Familiar,Medio
2896,592,2023-11-28,Amigo,Alto
515,699,2021-09-30,Familiar,Alto
1336,2834,2022-04-17,Familiar,Bajo
2644,1503,2020-05-06,Amigo,Medio
2732,113,2020-11-16,Amigo,Medio
2648,822,2020-03-30,Familiar,Bajo
427,1087,2023-04-15,Familiar,Bajo
1724,2722,2021-06-14,Familiar,Alto
2817,905,2022-08-03,Amigo,Bajo
3,2514,2023-10-01,Familiar,Alto
30,1686,2021-08-27,Familiar,Bajo
618,1324,2022-10-01,Familiar,Medio
2163,447,2020-06-16,Amigo,Medio
2929,845,2021-10-07,Familiar,Medio
210,1083,2020-11-04,Familiar,Medio
2618,92,2020-02-08,Amigo,Alto
2338,1501,2023-02-20,Familiar,Medio
1240,1196,2022-02-28,Familiar,Alto
677,1756,2021-11-30,Amigo,Alto
1112,868,2021-09-28,Amigo,Bajo
626,118,2020-08-23,Amigo,Bajo
2379,490,2021-07-25,Familiar,Bajo
1087,2071,2022-12-31,Familiar,Bajo
1915,278,2023-07-14,Amigo,Bajo
1304,937,2020-02-11,Amigo,Bajo
1494,2300,2022-09-28,Amigo,Bajo
2773,1934,2022-11-11,Amigo,Alto
361,1316,2023-12-27,Familiar,Bajo
1857,2533,2020-06-05,Amigo,Medio
1275,2751,2023-10-20,Amigo,Bajo
2611,2395,2021-09-25,Familiar,Bajo
78,2419,2023-04-29,Familiar,Bajo
1626,1554,2021-04-22,Familiar,Medio
1391,1949,2020-10-03,Amigo,Alto
312,1410,2023-06-10,Familiar,Medio
649,1848,2020-12-06,Familiar,Bajo
2063,2739,2022-01-07,Amigo,Bajo
843,2993,2023-06-30,Familiar,Bajo
2496,2446,2022-03-18,Familiar,Bajo
762,2114,2021-12-18,Amigo,Medio
1836,631,2020-02-15,Amigo,Alto
1893,1363,2020-04-13,Familiar,Alto
1046,2804,2023-09-27,Amigo,Medio
738,1850,2020-01-31,Familiar,Medio
2714,1477,2021-08-14,Familiar,Alto
2372,178,2022-06-25,Amigo,Bajo
1142,696,2021-04-29,Familiar,Alto
972,2432,2022-03-27,Amigo,Alto
2479,1917,2020-03-24,Familiar,Medio
1666,1765,2020-08-26,Amigo,Bajo
1087,1071,2022-05-06,Amigo,Medio
375,831,2023-08-27,Familiar,Bajo
1682,191,2020-11-14,Amigo,Bajo
372,2699,2023-11-08,Familiar,Bajo
2122,1144,2022-02-13,Familiar,Medio
1493,291,2021-11-15,Familiar,Bajo
2133,1184,2021-09-04,Amigo,Alto
1398,1385,2021-08-09,Amigo,Alto
2544,2849,2023-07-16,Amigo,Alto
415,2127,2023-01-09,Amigo,Alto
1456,1603,2022-06-11,Familiar,Alto
499,965,2020-01-16,Familiar,Alto
821,515,2022-01-02,Amigo,Bajo
330,2167,2020-05-29,Familiar,Bajo
2904,1595,2020-09-04,Familiar,Alto
2190,1816,2022-09-02,Familiar,Medio
1867,2656,2021-08-09,Amigo,Bajo
1843,847,2023-05-07,Amigo,Alto
378,958,2022-11-20,Amigo,Bajo
237,520,2023-12-25,Amigo,Bajo
2826,383,2023-04-11,Amigo,Alto
1940,410,2020-06-06,Familiar,Bajo
2041,2254,2022-01-16,Familiar,Medio
75,1068,2020-05-06,Amigo,Medio
1123,1064,2020-07-10,Amigo,Medio
2207,2377,2021-06-05,Amigo,Medio
294,2374,2022-03-25,Familiar,Bajo
502,2841,2020-05-16,Familiar,Bajo
1933,1933,2021-02-05,Familiar,Alto
2772,461,2023-03-18,Amigo,Bajo
1820,1293,2022-04-05,Familiar,Bajo
2218,613,2020-01-24,Amigo,Alto
816,337,2022-05-25,Familiar,Bajo
1843,2866,2023-12-02,Familiar,Alto
1927,682,2020-07-20,Familiar,Alto
1615,1595,2020-01-08,Amigo,Medio
702,1783,2023-04-01,Familiar,Bajo
2579,2079,2020-01-19,Familiar,Bajo
990,90,2021-06-18,Familiar,Alto
904,2733,2023-11-13,Familiar,Medio
966,710,2022-06-23,Familiar,Alto
1363,2697,2021-10-14,Familiar,Alto
1999,16,2021-05-27,Familiar,Medio
2127,2114,2020-03-22,Amigo,Bajo
499,1628,2023-03-31,Amigo,Bajo
1793,645,2023-07-07,Amigo,Bajo
343,1262,2021-11-14,Amigo,Alto
2890,685,2022-04-26,Amigo,Alto
2861,1168,2022-08-13,Amigo,Medio
1810,2095,2020-11-29,Amigo,Bajo
247,1240,2020-05-27,Familiar,Medio
2849,1735,2022-03-20,Amigo,Alto
1539,851,2021-05-01,Amigo,Bajo
686,2225,2021-04-01,Familiar,Alto
2224,1835,2023-05-17,Amigo,Medio
2686,718,2023-09-19,Amigo,Bajo
1611,2753,2021-04-16,Amigo,Medio
1670,1311,2021-01-14,Familiar,Bajo
93,1765,2020-08-23,Amigo,Medio
63,1110,2023-04-19,Amigo,Alto
1508,2361,2020-08-19,Familiar,Alto
1426,954,2020-12-02,Amigo,Medio
98,2180,2021-06-24,Amigo,Medio
2716,1992,2020-02-13,Familiar,Bajo
526,1623,2023-06-04,Familiar,Medio
2993,2322,2022-09-27,Amigo,Bajo
600,2605,2022-09-08,Amigo,Medio
1675,1050,2022-01-07,Familiar,Bajo
2167,1530,2021-05-18,Amigo,Medio
1393,1777,2023-11-30,Amigo,Bajo
195,2757,2021-05-31,Familiar,Bajo
1109,747,2022-07-05,Familiar,Alto
934,51,2020-12-30,Amigo,Alto
35,426,2023-10-26,Amigo,Medio
278,1602,2021-06-04,Amigo,Medio
310,2214,2021-06-29,Amigo,Medio
1674,2149,2020-08-06,Familiar,Bajo
2737,109,2022-07-11,Amigo,Alto
332,2589,2022-06-07,Amigo,Medio
1577,744,2021-02-26,Familiar,Bajo
1965,1850,2023-11-17,Familiar,Medio
422,2431,2022-11-07,Amigo,Bajo
2844,2229,2020-04-03,Familiar,Medio
1291,1797,2022-08-15,Amigo,Medio
1506,2531,2023-07-19,Familiar,Alto
2535,448,2020-04-03,Amigo,Alto
1187,703,2021-04-12,Amigo,Bajo
556,2001,2020-09-23,Amigo,Bajo
2797,811,2020-06-04,Familiar,Alto
2807,1052,2023-06-12,Amigo,Bajo
1957,2185,2022-07-28,Amigo,Medio
2880,2854,2020-07-30,Familiar,Medio
1998,2137,2023-11-08,Familiar,Alto
988,2007,2020-11-12,Familiar,Medio
2965,59,2021-12-24,Familiar,Bajo
837,1040,2021-12-16,Familiar,Medio
1888,1608,2021-11-21,Familiar,Medio
1196,1929,2023-04-06,Familiar,Bajo
990,2298,2022-11-02,Amigo,Alto
558,341,2021-01-19,Familiar,Alto
2928,1715,2021-09-24,Amigo,Bajo
2835,2285,2020-06-03,Familiar,Bajo
2722,1937,2021-10-10,Amigo,Alto
2129,2297,2022-06-18,Familiar,Bajo
1455,1652,2022-10-01,Familiar,Alto
1831,1801,2021-08-04,Amigo,Bajo
2721,730,2021-04-19,Familiar,Alto
1011,1401,2020-10-18,Amigo,Bajo
2634,969,2022-08-18,Amigo,Bajo
1579,1515,2022-06-19,Amigo,Alto
2618,645,2020-06-12,Amigo,Bajo
2976,2777,2022-02-14,Amigo,Bajo
391,2242,2020-06-06,Familiar,Alto
1399,626,2021-10-23,Familiar,Alto
1562,1602,2022-03-13,Familiar,Medio
774,1344,2022-11-21,Amigo,Bajo
1475,36,2020-04-20,Familiar,Medio
1957,1379,2021-11-26,Familiar,Bajo
25,1061,2022-12-31,Familiar,Medio
1071,2792,2020-02-22,Familiar,Bajo
2723,1397,2023-10-17,Familiar,Alto
215,648,2020-07-30,Familiar,Medio
677,1055,2022-03-01,Amigo,Bajo
1945,755,2022-06-13,Amigo,Medio
1416,2860,2022-10-30,Familiar,Medio
1311,2210,2023-01-02,Amigo,Alto
2941,1925,2023-02-01,Familiar,Medio
2154,1138,2021-06-15,Familiar,Alto
1973,2539,2022-06-15,Amigo,Medio
1852,669,2021-01-23,Amigo,Medio
2897,2657,2022-11-16,Familiar,Alto
375,2627,2020-05-23,Familiar,Medio
2228,1651,2022-09-14,Familiar,Alto
789,2962,2020-10-23,Amigo,Alto
22,1603,2020-04-05,Amigo,Alto
1963,459,2024-01-01,Familiar,Bajo
713,1751,2020-11-19,Amigo,Alto
1319,2793,2020-07-08,Amigo,Alto
1509,1811,2022-11-12,Familiar,Medio
944,1191,2020-09-24,Amigo,Medio
1291,386,2022-09-17,Amigo,Bajo
93,238,2023-01-25,Amigo,Bajo
1037,1803,2022-10-07,Familiar,Medio
67,2266,2020-11-14,Familiar,Medio
1818,2189,2021-01-21,Amigo,Medio
2467,2415,2020-09-10,Amigo,Medio
1245,905,2020-09-10,Amigo,Alto
2911,207,2022-12-02,Familiar,Bajo
2821,1466,2021-11-08,Amigo,Bajo
271,176,2020-10-19,Amigo,Bajo
2590,1532,2023-07-03,Familiar,Alto
1114,881,2022-10-13,Amigo,Bajo
2541,2927,2022-01-10,Amigo,Medio
2122,47,2023-06-13,Familiar,Bajo
1566,2286,2021-07-06,Familiar,Medio
2171,1390,2021-09-19,Amigo,Medio
1435,1747,2021-03-30,Familiar,Medio
1149,1475,2023-03-13,Amigo,Bajo
225,789,2022-05-22,Familiar,Medio
2317,1440,2023-02-13,Familiar,Alto
1147,1808,2021-05-19,Familiar,Medio
1160,1311,2021-05-11,Amigo,Bajo
2759,2872,2020-08-01,Familiar,Bajo
2941,101,2022-05-14,Amigo,Alto
2356,1262,2020-08-03,Amigo,Alto
751,2865,2020-02-20,Amigo,Bajo
1601,271,2022-09-24,Amigo,Medio
372,1340,2023-01-02,Familiar,Bajo
1429,629,2020-01-28,Amigo,Bajo
2278,2460,2021-12-15,Familiar,Alto
2284,1959,2022-04-15,Amigo,Bajo
156,2201,2022-06-13,Amigo,Alto
942,1579,2023-06-26,Amigo,Medio
1668,245,2020-04-29,Familiar,Alto
1114,160,2020-06-30,Familiar,Alto
2721,1216,2020-09-12,Amigo,Medio
1256,1571,2021-07-12,Familiar,Medio
18,1503,2023-08-23,Amigo,Bajo
1531,141,2021-06-23,Amigo,Alto
799,2702,2022-12-25,Amigo,Bajo
576,1468,2020-02-21,Amigo,Alto
246,2125,2022-01-06,Familiar,Medio
2319,954,2022-05-07,Amigo,Medio
1813,1171,2022-03-10,Familiar,Alto
1605,2972,2021-10-31,Amigo,Medio
1369,447,2022-11-24,Amigo,Bajo
322,937,2020-08-10,Familiar,Alto
2676,923,2023-09-19,Familiar,Bajo
94,1301,2020-11-03,Amigo,Bajo
2784,1228,2022-05-01,Familiar,Bajo
1974,2708,2021-07-15,Familiar,Alto
589,589,2022-03-22,Amigo,Alto
1062,2996,2021-07-30,Amigo,Alto
764,1112,2021-09-01,Familiar,Alto
746,882,2021-10-18,Amigo,Bajo
2035,343,2023-12-22,Amigo,Medio
275,620,2022-08-19,Amigo,Alto
2228,1031,2023-07-13,Familiar,Alto
615,958,2020-10-23,Amigo,Medio
1875,1365,2022-08-05,Familiar,Medio
1905,1175,2023-03-27,Familiar,Bajo
1203,424,2021-09-26,Familiar,Alto
1085,981,2020-03-03,Amigo,Medio
1909,1071,2023-03-22,Amigo,Medio
655,1484,2021-06-10,Amigo,Medio
2985,1555,2021-02-12,Familiar,Bajo
1032,2469,2020-05-18,Familiar,Medio
1006,2491,2021-01-20,Amigo,Bajo
1592,1430,2020-02-12,Familiar,Bajo
1232,881,2020-12-22,Amigo,Bajo
1171,2,2022-12-02,Familiar,Bajo
35,2841,2020-10-29,Amigo,Bajo
1119,1523,2021-09-22,Amigo,Bajo
2263,757,2023-10-27,Amigo,Alto
1917,704,2023-12-25,Amigo,Medio
2638,1965,2022-02-24,Familiar,Alto
1739,896,2020-10-09,Amigo,Bajo
1637,728,2022-03-16,Familiar,Alto
1233,1831,2023-10-03,Amigo,Medio
172,2626,2022-08-20,Amigo,Alto
2639,1700,2023-12-21,Familiar,Bajo
2741,1644,2022-09-09,Familiar,Bajo
2344,174,2021-09-18,Amigo,Bajo
2183,1444,2020-06-14,Amigo,Medio
1492,1077,2023-09-10,Familiar,Alto
1409,2157,2021-02-08,Familiar,Medio
1520,564,2020-07-18,Familiar,Alto
2105,1582,2020-06-12,Familiar,Bajo
648,1800,2020-02-06,Familiar,Medio
814,2803,2022-11-06,Amigo,Medio
2668,800,2021-04-04,Familiar,Medio
1556,2975,2021-09-20,Familiar,Bajo
2970,1888,2023-08-20,Familiar,Alto
1530,1965,2022-01-05,Amigo,Medio
2364,2180,2023-11-14,Amigo,Bajo
1836,404,2022-04-04,Amigo,Bajo
411,917,2022-02-14,Familiar,Alto
2458,506,2021-06-15,Amigo,Alto
920,1956,2022-04-15,Familiar,Alto
1414,864,2020-06-09,Familiar,Medio
188,1195,2022-09-09,Amigo,Medio
2929,2254,2023-03-20,Amigo,Alto
918,1320,2021-12-14,Amigo,Alto
466,1520,2020-10-22,Amigo,Alto
999,2108,2020-01-24,Familiar,Bajo
1092,280,2021-11-29,Familiar,Bajo
2430,1989,2020-08-10,Familiar,Medio
812,2285,2022-04-27,Amigo,Alto
1489,746,2020-07-23,Familiar,Bajo
1956,36,2023-03-17,Familiar,Bajo
8,1907,2021-07-15,Amigo,Alto
1188,1313,2020-04-27,Familiar,Alto
2357,669,2021-10-05,Familiar,Alto
440,1461,2023-12-21,Amigo,Medio
20,2458,2023-12-30,Amigo,Alto
1539,1382,2023-01-03,Familiar,Alto
1441,1557,2022-02-19,Amigo,Medio
1117,2594,2020-07-25,Amigo,Bajo
2859,94,2020-11-09,Amigo,Bajo
1696,1386,2020-08-08,Amigo,Alto
2720,202,2020-05-08,Amigo,Medio
1709,360,2023-08-31,Familiar,Alto
2839,146,2020-01-08,Familiar,Bajo
1193,1742,2023-11-14,Amigo,Alto
200,772,2023-12-28,Amigo,Bajo
262,406,2023-05-26,Familiar,Alto
1498,2281,2022-11-07,Familiar,Medio
2054,2870,2021-06-26,Amigo,Alto
1654,423,2021-05-30,Familiar,Medio
1046,93,2023-04-16,Amigo,Medio
1132,668,2022-12-13,Amigo,Alto
1985,284,2020-04-21,Amigo,Alto
2970,437,2020-07-10,Amigo,Alto
519,2214,2023-09-22,Amigo,Bajo
1692,33,2022-04-27,Familiar,Alto
238,1248,2021-12-26,Familiar,Alto
306,2436,2023-09-05,Familiar,Bajo
1966,1283,2022-06-09,Amigo,Alto
272,870,2020-07-02,Familiar,Medio
8,2698,2020-06-16,Amigo,Bajo
2802,1264,2022-01-20,Familiar,Alto
1530,1993,2021-01-28,Familiar,Bajo
2151,401,2022-08-09,Amigo,Alto
1712,1089,2021-02-04,Amigo,Medio
2025,2007,2020-06-26,Amigo,Medio
482,2103,2023-03-12,Amigo,Bajo
308,641,2022-07-21,Familiar,Alto
2267,74,2023-10-27,Familiar,Medio
194,1920,2020-03-24,Familiar,Alto
1036,2962,2020-05-10,Amigo,Bajo
1165,1081,2020-10-22,Familiar,Medio
2037,876,2020-07-12,Familiar,Medio
421,1688,2023-02-10,Familiar,Alto
345,2350,2020-09-10,Amigo,Bajo
308,101,2020-09-09,Amigo,Medio
1838,1534,2020-09-25,Amigo,Bajo
1077,1514,2023-08-07,Familiar,Alto
1083,647,2021-02-12,Amigo,Medio
1053,117,2023-03-10,Familiar,Bajo
289,2215,2022-08-05,Amigo,Bajo
2221,1518,2023-03-30,Familiar,Bajo
2356,1007,2023-07-28,Amigo,Alto
2687,2204,2023-06-25,Amigo,Alto
962,1888,2021-09-17,Familiar,Bajo
1869,709,2021-04-07,Familiar,Medio
1907,771,2020-08-31,Familiar,Alto
2176,1031,2022-05-05,Amigo,Alto
1481,2931,2023-03-25,Familiar,Medio
1395,533,2023-11-19,Amigo,Alto
1108,160,2023-01-07,Amigo,Bajo
2398,987,2023-12-28,Familiar,Alto
