Transaccion_Origen_ID,Transaccion_Destino_ID,Monto,Motivo,Método_Transferencia
1773,4916,4014.18,Reembolso,ACH
1097,862,6308.71,Reembolso,SWIFT
1994,19,9451.88,Reembolso,SWIFT
3366,348,1303.78,Pago,ACH
405,3495,2213.26,Transferencia,ACH
3006,4622,6823.89,Transferencia,SWIFT
3673,2021,6592.16,Reembolso,SWIFT
3941,1424,5761.54,Pago,SWIFT
4209,2455,7450.03,Transferencia,SWIFT
376,3594,9184.38,Transferencia,ACH
4595,3115,3914.71,Reembolso,ACH
3008,4271,6293.1,Transferencia,Interna
2506,1579,5566.91,Transferencia,ACH
1664,2671,1920.28,Pago,SWIFT
829,3409,963.84,Transferencia,SWIFT
2288,3970,4972.52,Reembolso,ACH
2763,1791,6843.32,Reembolso,SWIFT
1272,501,4620.2,Pago,ACH
3563,3012,3337.57,Reembolso,Interna
520,105,9187.89,Reembolso,ACH
1654,4058,1214.06,Pago,ACH
4355,64,1029.61,Transferencia,Interna
4727,4737,5790.34,Reembolso,ACH
1919,1143,4590.9,Transferencia,ACH
2546,1759,3022.02,Transferencia,SWIFT
4575,4850,6403.76,Reembolso,SWIFT
1736,3997,6789.94,Reembolso,ACH
2439,951,1515.2,Transferencia,SWIFT
4846,4735,9102.31,Reembolso,SWIFT
1966,3817,6180.75,Pago,ACH
798,4813,9975.98,Pago,ACH
3720,4933,7492.12,Transferencia,ACH
3140,2495,8242.47,Pago,Interna
3894,2922,7434.5,Reembolso,SWIFT
1091,1781,4576.6,Transferencia,SWIFT
1876,2163,647.63,Reembolso,Interna
2970,1851,7951.2,Reembolso,Interna
3394,1789,2024.83,Transferencia,Interna
165,4665,6798.15,Transferencia,ACH
4577,2722,7404.54,Transferencia,ACH
4268,4717,877.09,Pago,Interna
3104,2701,9156.36,Reembolso,ACH
2644,744,3245.05,Pago,ACH
4656,23,4850.18,Pago,Interna
3606,4522,4719.87,Transferencia,Interna
3798,2356,3461.8,Transferencia,ACH
2421,4310,9193.74,Transferencia,ACH
300,2652,1000.6,Reembolso,SWIFT
2206,3065,258.86,Transferencia,SWIFT
3740,3665,4132.57,Pago,SWIFT
4041,3108,2505.04,Transferencia,SWIFT
4947,878,7105.27,Transferencia,ACH
1602,1733,2210.56,Reembolso,SWIFT
3585,2922,4860.18,Reembolso,ACH
3649,3737,8610.03,Transferencia,SWIFT
2880,2228,8142.12,Pago,Interna
1137,2129,6158.74,Transferencia,SWIFT
3384,2135,8567.91,Reembolso,Interna
1855,4979,2996.97,Pago,Interna
3655,994,6936.33,Reembolso,Interna
1688,1265,5974.32,Reembolso,SWIFT
3442,1294,2886.54,Reembolso,Interna
1132,38,6667.25,Pago,Interna
1206,2116,2136.42,Reembolso,Interna
1889,94,4509.37,Reembolso,ACH
974,226,7854.8,Reembolso,SWIFT
1161,1377,4497.65,Transferencia,ACH
260,902,8447.52,Pago,SWIFT
3795,4906,9206.34,Reembolso,ACH
1127,3693,8719.95,Reembolso,SWIFT
2494,3409,1358.44,Pago,SWIFT
3070,4596,8708.05,Pago,Interna
1592,717,1085.84,Reembolso,SWIFT
4291,3189,7198.43,Transferencia,ACH
636,3320,4446.98,Pago,ACH
2366,1680,3772.43,Reembolso,Interna
732,2485,4267.05,Pago,Interna
3335,2926,6016.43,Transferencia,ACH
1541,618,1447.76,Pago,Interna
1143,4264,4439.04,Transferencia,SWIFT
3827,1808,8205.29,Pago,SWIFT
3880,3207,6561.41,Reembolso,ACH
2212,3888,3600.51,Pago,Interna
4520,2199,7338.03,Reembolso,ACH
186,3159,844.33,Reembolso,SWIFT
4885,3838,5917.1,Reembolso,ACH
4451,2380,2628.03,Pago,SWIFT
2669,790,9104.25,Transferencia,Interna
214,240,2172.05,Transferencia,ACH
2348,1164,8434.5,Pago,ACH
2243,1259,296.31,Transferencia,SWIFT
680,294,2243.56,Transferencia,Interna
1351,4957,2621.28,Transferencia,SWIFT
3081,2909,4282.0,Transferencia,SWIFT
2772,165,2290.62,Transferencia,SWIFT
2404,1323,9215.92,Reembolso,Interna
253,4265,1276.58,Pago,SWIFT
669,2893,4191.68,Pago,SWIFT
2356,512,8604.3,Transferencia,ACH
1060,3466,9041.11,Pago,Interna
1002,2594,7538.55,Reembolso,SWIFT
317,1564,9055.23,Transferencia,SWIFT
3176,2243,9221.7,Pago,ACH
3535,4814,7406.23,Transferencia,SWIFT
1583,559,5314.41,Transferencia,ACH
4679,4895,6937.9,Pago,ACH
2098,144,166.94,Pago,SWIFT
1507,3205,3058.83,Transferencia,Interna
1246,786,2554.22,Reembolso,SWIFT
4559,3354,5841.77,Reembolso,Interna
4360,4914,771.49,Transferencia,ACH
263,1812,3437.57,Transferencia,Interna
1720,1188,7623.29,Reembolso,SWIFT
3633,883,1852.28,Pago,ACH
4068,4849,599.09,Transferencia,ACH
1455,4172,6675.73,Reembolso,SWIFT
4698,2007,9439.57,Reembolso,ACH
4579,4790,3370.13,Transferencia,ACH
520,2284,1893.15,Transferencia,ACH
968,4754,6279.96,Pago,ACH
157,1218,3636.18,Transferencia,SWIFT
3927,3364,4484.14,Pago,ACH
3026,3831,4201.01,Reembolso,Interna
4270,4643,8861.76,Pago,Interna
2102,3142,1129.83,Pago,ACH
1284,297,5634.97,Pago,SWIFT
1150,1156,489.43,Transferencia,Interna
721,2562,4980.75,Transferencia,SWIFT
4766,2895,1271.23,Transferencia,Interna
1323,3158,8137.06,Pago,SWIFT
2494,2425,9905.54,Transferencia,ACH
3748,929,4943.9,Transferencia,Interna
1540,2490,3331.3,Reembolso,Interna
1341,499,1271.55,Transferencia,ACH
2401,3343,8679.6,Reembolso,SWIFT
4813,250,7713.5,Pago,Interna
2030,2431,9993.37,Reembolso,Interna
943,1539,7647.38,Reembolso,Interna
794,366,9088.08,Pago,Interna
489,790,5518.28,Reembolso,SWIFT
4233,3692,4622.53,Pago,SWIFT
2057,2566,8125.99,Pago,ACH
498,3051,9678.71,Pago,SWIFT
2753,883,5939.47,Reembolso,Interna
3298,68,6245.55,Pago,Interna
2833,3379,8566.29,Reembolso,ACH
2693,3537,3018.06,Pago,ACH
3609,3981,36.11,Pago,SWIFT
2258,3581,5763.66,Transferencia,Interna
4897,3084,2004.33,Transferencia,ACH
817,3309,3366.21,Reembolso,Interna
3257,2037,8422.44,Transferencia,ACH
1308,3592,4252.3,Transferencia,ACH
2785,4330,8116.76,Transferencia,ACH
568,573,9584.71,Reembolso,ACH
483,27,2353.7,Transferencia,SWIFT
1824,1652,7076.97,Pago,Interna
3142,3907,2432.42,Reembolso,Interna
663,1469,432.54,Transferencia,SWIFT
4426,737,8376.33,Reembolso,SWIFT
758,1190,6667.91,Pago,Interna
3179,4029,2460.27,Reembolso,ACH
3791,1303,2961.07,Reembolso,Interna
4862,3539,5615.87,Transferencia,ACH
3138,646,259.2,Pago,ACH
2009,1214,9025.3,Transferencia,Interna
1498,3480,141.37,Transferencia,SWIFT
4332,2155,5280.01,Transferencia,ACH
533,1303,4012.18,Pago,ACH
1476,2898,9681.11,Transferencia,SWIFT
3410,264,1988.71,Reembolso,ACH
1692,4219,3659.06,Transferencia,Interna
3829,4536,644.22,Pago,ACH
3019,2694,1135.68,Pago,SWIFT
1394,3338,6448.84,Pago,ACH
4963,3343,2698.1,Reembolso,ACH
2915,4039,9969.03,Transferencia,Interna
3999,2418,2455.31,Reembolso,Interna
1993,3699,9705.48,Reembolso,Interna
1793,2527,7398.13,Reembolso,Interna
1335,2751,9481.63,Pago,ACH
1613,3869,7882.5,Reembolso,ACH
1836,4084,6763.47,Pago,ACH
4612,4864,5366.83,Reembolso,SWIFT
107,409,3089.97,Pago,ACH
4857,574,2576.13,Transferencia,SWIFT
4587,4232,3045.12,Reembolso,ACH
4945,4729,5323.59,Pago,ACH
3062,3371,4917.38,Pago,Interna
3819,749,656.31,Transferencia,Interna
467,2336,2302.55,Transferencia,Interna
4363,3519,6843.0,Reembolso,SWIFT
1069,1263,4116.95,Reembolso,SWIFT
3714,4148,7004.06,Transferencia,SWIFT
2895,4012,4664.63,Reembolso,ACH
3079,1259,754.25,Reembolso,Interna
733,3571,9604.34,Pago,SWIFT
1503,3000,3256.22,Pago,Interna
2112,201,7456.12,Reembolso,Interna
1132,600,1583.47,Pago,ACH
3932,427,3971.49,Pago,SWIFT
1332,392,2962.5,Transferencia,Interna
2374,4074,9221.05,Transferencia,Interna
2974,3612,9495.66,Reembolso,Interna
1722,4306,420.27,Reembolso,Interna
1675,3494,1008.01,Reembolso,Interna
2420,1517,2552.98,Pago,ACH
877,463,9632.9,Transferencia,Interna
3186,3120,5557.09,Transferencia,SWIFT
549,1084,9147.45,Pago,SWIFT
981,3580,6599.42,Transferencia,ACH
1942,2044,4400.51,Transferencia,SWIFT
3064,2936,7838.1,Reembolso,ACH
1922,2056,2202.16,Reembolso,Interna
4097,4060,32.9,Reembolso,Interna
1772,187,1871.09,Reembolso,SWIFT
3848,381,9276.05,Pago,Interna
641,3767,3703.54,Transferencia,SWIFT
1422,4234,787.2,Transferencia,Interna
601,3612,9310.13,Reembolso,SWIFT
1851,4697,3693.26,Transferencia,SWIFT
2311,1288,5596.6,Reembolso,SWIFT
4192,252,1034.87,Pago,SWIFT
3149,2365,3624.45,Transferencia,SWIFT
355,3639,470.75,Reembolso,ACH
1307,4427,5865.79,Pago,ACH
1401,925,9378.34,Pago,ACH
341,3312,8048.97,Pago,ACH
3127,909,1483.55,Reembolso,ACH
2843,2377,7395.68,Pago,Interna
4058,2117,7459.12,Transferencia,SWIFT
3661,355,1366.61,Transferencia,ACH
4949,4504,3964.64,Transferencia,ACH
2352,2369,6091.42,Reembolso,ACH
109,3081,6418.98,Transferencia,SWIFT
4463,488,5403.33,Reembolso,Interna
4501,1233,7671.29,Pago,SWIFT
2937,4111,8501.1,Transferencia,Interna
4134,2095,6798.01,Transferencia,SWIFT
619,3419,2294.38,Reembolso,SWIFT
4869,2722,6110.44,Pago,SWIFT
4031,1369,1222.95,Reembolso,ACH
3382,1238,5219.43,Transferencia,SWIFT
4226,3592,656.78,Transferencia,ACH
1953,342,5371.57,Transferencia,ACH
4997,2239,1435.84,Transferencia,SWIFT
3630,2639,5174.99,Pago,ACH
2410,1208,586.66,Reembolso,Interna
89,2439,3460.28,Reembolso,SWIFT
4868,275,1281.71,Transferencia,Interna
1828,3376,6791.49,Transferencia,ACH
1827,2497,3932.46,Reembolso,SWIFT
3487,1349,8751.67,Pago,Interna
1834,1293,8372.29,Reembolso,ACH
2637,808,1899.08,Pago,ACH
3910,1396,2412.69,Transferencia,SWIFT
2317,3801,2806.77,Pago,Interna
2615,4562,7171.02,Transferencia,ACH
3890,858,976.25,Transferencia,ACH
2927,1886,5635.2,Pago,Interna
2886,780,7404.52,Transferencia,ACH
2584,741,5139.7,Transferencia,SWIFT
2322,312,6908.9,Pago,SWIFT
1817,1817,9226.29,Reembolso,SWIFT
3156,4065,2600.43,Pago,SWIFT
4236,2823,7779.44,Pago,SWIFT
3956,3820,7768.64,Pago,Interna
2208,1480,352.77,Transferencia,SWIFT
4577,1929,2839.17,Transferencia,ACH
2374,4909,7622.06,Reembolso,SWIFT
2689,2910,6332.29,Transferencia,SWIFT
4161,2505,4196.35,Pago,SWIFT
4201,2121,3217.05,Transferencia,ACH
3462,4981,1472.28,Pago,Interna
437,696,7168.74,Pago,Interna
3623,549,7596.65,Reembolso,Interna
211,1608,861.6,Reembolso,Interna
2868,351,5116.14,Transferencia,SWIFT
4782,1597,6028.33,Reembolso,SWIFT
3337,175,3901.34,Pago,SWIFT
725,1912,8063.43,Pago,ACH
1825,4046,8509.41,Transferencia,Interna
340,147,9530.18,Reembolso,SWIFT
70,3769,9349.85,Transferencia,SWIFT
3800,2555,9314.17,Pago,SWIFT
1160,3272,8144.47,Pago,SWIFT
1418,135,3070.8,Reembolso,Interna
1118,3071,3924.78,Pago,SWIFT
519,1248,1156.05,Transferencia,SWIFT
3069,2969,4254.94,Reembolso,Interna
4085,522,6493.69,Pago,SWIFT
3699,3900,3327.35,Reembolso,SWIFT
578,1364,7642.32,Pago,SWIFT
2289,3555,258.2,Pago,Interna
2146,4311,7529.42,Transferencia,ACH
4711,140,7291.7,Transferencia,Interna
2805,46,4505.54,Reembolso,SWIFT
566,4149,7960.24,Reembolso,ACH
3393,4197,173.68,Transferencia,Interna
4665,4275,7002.28,Reembolso,ACH
2575,2422,5673.49,Pago,ACH
2780,1773,3097.27,Transferencia,ACH
4681,2317,9302.82,Reembolso,SWIFT
3354,524,5968.34,Transferencia,ACH
2962,3870,1865.94,Transferencia,SWIFT
1401,3879,6911.78,Pago,ACH
1223,4368,7474.87,Reembolso,SWIFT
154,3666,6323.62,Reembolso,Interna
2020,3278,7731.32,Reembolso,SWIFT
4146,2138,3535.47,Transferencia,Interna
4193,4754,2167.5,Pago,Interna
634,2943,3711.53,Reembolso,SWIFT
3944,1694,3605.35,Transferencia,Interna
4004,891,9776.94,Pago,ACH
1799,1005,7793.84,Transferencia,Interna
1643,3091,7340.08,Transferencia,SWIFT
4029,4699,7976.99,Transferencia,SWIFT
4818,4218,7925.05,Reembolso,SWIFT
3784,2762,1176.82,Reembolso,SWIFT
1551,4354,9273.81,Reembolso,Interna
401,1820,4173.5,Reembolso,ACH
2731,3159,2241.57,Pago,ACH
2694,71,9631.81,Pago,ACH
714,3523,4164.08,Pago,Interna
1596,380,1455.24,Transferencia,SWIFT
4687,1981,1150.24,Reembolso,SWIFT
4537,3879,5842.87,Transferencia,Interna
1823,4312,6798.59,Reembolso,ACH
2680,4325,4354.49,Transferencia,ACH
3901,3280,6873.89,Transferencia,Interna
775,3593,3143.56,Transferencia,ACH
4214,1890,4391.78,Transferencia,ACH
3310,2374,1505.39,Pago,Interna
3993,1280,9246.28,Pago,ACH
332,670,5457.47,Reembolso,SWIFT
811,3565,8367.95,Transferencia,Interna
887,2953,3734.89,Pago,Interna
1811,4231,6055.35,Reembolso,SWIFT
1029,3766,6308.82,Pago,SWIFT
716,2339,2466.11,Pago,ACH
4286,3593,5774.67,Pago,ACH
1718,1754,4215.1,Reembolso,Interna
2215,738,5709.0,Transferencia,Interna
384,2182,4756.26,Reembolso,SWIFT
3644,4367,1541.32,Transferencia,Interna
4537,369,7089.15,Pago,Interna
4293,4643,4975.49,Transferencia,Interna
4109,4036,2988.24,Transferencia,SWIFT
4249,784,4330.8,Pago,Interna
4861,2635,5577.09,Transferencia,SWIFT
3969,1009,8127.76,Transferencia,Interna
538,2076,1064.99,Pago,SWIFT
2312,414,9995.08,Transferencia,SWIFT
1240,2166,7782.3,Pago,ACH
4752,177,8691.88,Transferencia,ACH
3561,971,4839.32,Transferencia,ACH
4750,1875,4096.63,Transferencia,SWIFT
4110,996,2412.4,Reembolso,ACH
2501,444,810.74,Pago,SWIFT
1209,2666,6369.97,Reembolso,Interna
707,1772,4295.45,Transferencia,Interna
3984,4945,4459.0,Pago,Interna
204,4355,6465.21,Transferencia,ACH
1198,4026,8334.95,Reembolso,Interna
2727,873,6499.52,Transferencia,SWIFT
2359,4857,9432.66,Pago,ACH
4937,565,7975.05,Transferencia,Interna
637,756,4219.28,Pago,SWIFT
1058,1226,9546.03,Pago,SWIFT
194,12,9948.07,Reembolso,Interna
3575,3572,4176.14,Transferencia,Interna
1752,4551,3244.81,Reembolso,Interna
511,2187,6536.02,Reembolso,Interna
1817,2159,4344.24,Pago,Interna
2940,859,6293.14,Reembolso,ACH
3929,1990,9157.59,Transferencia,ACH
1055,4417,1557.23,Transferencia,Interna
2543,1951,2952.07,Pago,SWIFT
1844,4026,1437.46,Pago,ACH
2458,3250,5553.37,Reembolso,ACH
272,108,2618.0,Reembolso,Interna
3110,3816,9428.66,Transferencia,SWIFT
24,2658,6930.2,Pago,SWIFT
4189,3387,9061.32,Reembolso,ACH
4941,1865,8578.18,Pago,ACH
4859,4858,7160.55,Pago,ACH
617,852,3383.79,Reembolso,SWIFT
842,769,9212.87,Reembolso,ACH
3610,4417,9374.29,Pago,ACH
4049,2154,6810.64,Transferencia,ACH
2785,1966,4383.96,Transferencia,Interna
126,4656,8760.86,Pago,SWIFT
2980,582,412.0,Transferencia,SWIFT
928,2531,2334.92,Pago,SWIFT
1286,4047,318.64,Pago,ACH
4549,2742,10.38,Reembolso,Interna
88,471,289.72,Pago,ACH
302,898,8931.1,Transferencia,SWIFT
3859,4964,2029.44,Reembolso,ACH
795,157,8219.46,Pago,Interna
4651,937,2758.07,Pago,Interna
4694,3022,4560.27,Reembolso,Interna
3312,1072,2170.99,Transferencia,SWIFT
606,695,1852.95,Pago,Interna
1588,1284,2080.32,Pago,Interna
3074,2400,8558.28,Transferencia,SWIFT
1119,3778,6554.24,Reembolso,ACH
4614,1753,9334.66,Pago,Interna
1800,3216,9797.82,Transferencia,ACH
2216,3753,5544.06,Transferencia,Interna
3485,1828,7196.69,Transferencia,Interna
1041,4164,7285.55,Reembolso,Interna
4029,4838,2604.12,Pago,ACH
4754,378,8877.67,Pago,ACH
4079,2079,2146.4,Transferencia,SWIFT
1860,3467,2274.15,Reembolso,SWIFT
3081,1290,6328.47,Reembolso,SWIFT
1086,423,1110.04,Transferencia,SWIFT
1207,2131,7298.66,Pago,ACH
4279,1808,5620.24,Pago,ACH
3274,3248,528.95,Transferencia,Interna
2760,4444,3705.27,Reembolso,Interna
2217,4500,9056.72,Transferencia,Interna
1994,3118,3404.34,Transferencia,Interna
393,4266,7178.29,Reembolso,ACH
3142,142,2531.65,Reembolso,SWIFT
508,3435,3164.44,Pago,SWIFT
3382,4421,9873.57,Transferencia,SWIFT
153,267,4865.79,Pago,SWIFT
2963,1272,3890.79,Pago,Interna
1874,2317,3014.4,Pago,ACH
744,1688,6818.6,Transferencia,ACH
4512,648,3302.99,Transferencia,SWIFT
3684,2089,5506.11,Reembolso,ACH
2394,70,4729.21,Reembolso,SWIFT
1864,3639,2052.31,Pago,ACH
2536,2964,3519.2,Reembolso,ACH
683,989,3399.92,Pago,ACH
2325,1297,9612.15,Transferencia,ACH
3650,142,6832.59,Reembolso,Interna
4719,1252,4694.26,Transferencia,Interna
2873,4635,4719.06,Pago,SWIFT
4969,1072,4620.19,Transferencia,ACH
2697,1308,3286.41,Reembolso,Interna
2804,694,9155.92,Pago,SWIFT
4118,2917,3978.92,Pago,ACH
2708,2091,553.59,Reembolso,SWIFT
4297,3446,3570.38,Transferencia,ACH
3506,133,9529.41,Reembolso,ACH
1871,2328,9788.07,Reembolso,ACH
4947,3120,9279.05,Reembolso,Interna
1410,4060,837.05,Pago,ACH
1241,4871,3662.6,Pago,ACH
4110,62,6245.26,Transferencia,Interna
1931,4143,4194.33,Pago,ACH
4959,1693,1805.42,Transferencia,Interna
735,2773,1309.02,Reembolso,SWIFT
3654,2660,8886.81,Transferencia,SWIFT
785,3277,7167.68,Transferencia,SWIFT
1247,3399,6437.43,Reembolso,SWIFT
3445,1650,113.73,Pago,Interna
4411,1688,4587.77,Pago,SWIFT
2300,4320,2618.74,Transferencia,Interna
2451,3858,3495.55,Transferencia,SWIFT
4628,1876,1830.7,Transferencia,Interna
1152,4539,3020.63,Pago,ACH
2913,2227,6069.37,Transferencia,ACH
129,3911,3403.79,Transferencia,SWIFT
4139,1462,4641.85,Pago,Interna
2680,4566,3019.73,Pago,ACH
2201,322,1926.88,Reembolso,ACH
4135,3125,8430.56,Transferencia,SWIFT
870,1108,7132.8,Transferencia,ACH
125,1970,4441.67,Transferencia,SWIFT
3729,2594,2075.09,Pago,ACH
1131,1158,9317.63,Reembolso,Interna
3180,3727,3127.5,Reembolso,ACH
1421,3733,1236.94,Transferencia,SWIFT
2829,4771,2130.13,Transferencia,ACH
3921,3288,5175.23,Pago,SWIFT
3506,1981,9986.61,Reembolso,Interna
1033,3742,7911.35,Transferencia,Interna
3973,25,2124.89,Pago,Interna
3452,4595,9242.64,Reembolso,SWIFT
392,3319,5880.75,Reembolso,Interna
1842,685,7543.53,Pago,ACH
4969,2839,3187.67,Transferencia,ACH
2885,1948,9890.38,Transferencia,ACH
104,2943,5456.68,Reembolso,Interna
687,3408,8958.18,Pago,SWIFT
310,518,2009.03,Pago,ACH
2923,1734,3560.11,Pago,SWIFT
607,2673,3261.84,Reembolso,SWIFT
647,2767,9748.46,Reembolso,ACH
1331,1867,8667.63,Transferencia,Interna
1808,2647,9102.26,Pago,ACH
4822,2348,8870.98,Reembolso,SWIFT
3189,4526,5905.79,Pago,ACH
4363,3954,5553.73,Pago,SWIFT
3386,1406,7249.09,Pago,ACH
3778,3193,961.61,Transferencia,Interna
978,1053,6071.58,Pago,Interna
2234,439,7796.23,Transferencia,Interna
3659,1548,4632.84,Transferencia,ACH
490,726,6154.47,Transferencia,ACH
950,2911,994.47,Reembolso,ACH
3831,796,4348.01,Transferencia,SWIFT
819,3335,4549.87,Reembolso,ACH
2687,2955,3946.23,Reembolso,Interna
3750,1684,4172.96,Reembolso,Interna
4406,3877,9438.8,Pago,ACH
2656,1974,4830.62,Transferencia,Interna
3750,4127,1998.63,Pago,SWIFT
3419,837,4095.97,Transferencia,ACH
407,690,5352.71,Reembolso,SWIFT
1954,2380,4770.55,Reembolso,Interna
527,353,3107.23,Reembolso,ACH
2838,2748,7390.55,Pago,SWIFT
3415,2593,9570.83,Reembolso,ACH
3537,3066,1036.52,Transferencia,SWIFT
1762,3864,6924.37,Transferencia,Interna
1702,3320,1553.02,Transferencia,ACH
2782,1891,5317.36,Reembolso,SWIFT
1570,4339,7555.68,Transferencia,Interna
2989,1035,1009.89,Pago,ACH
1450,671,9129.95,Pago,SWIFT
1916,626,1998.59,Reembolso,Interna
2391,897,1853.69,Pago,Interna
3812,3864,9176.95,Reembolso,SWIFT
2077,778,1346.24,Reembolso,ACH
1880,4232,199.53,Reembolso,SWIFT
1239,453,1972.56,Reembolso,SWIFT
88,4565,6242.52,Pago,SWIFT
4540,671,5723.54,Transferencia,SWIFT
3938,1648,6915.06,Pago,SWIFT
506,261,8830.14,Reembolso,SWIFT
646,3203,5012.0,Reembolso,ACH
268,1784,6100.0,Pago,SWIFT
2123,1391,4450.36,Reembolso,Interna
2444,4906,2627.33,Transferencia,ACH
2723,2437,2231.93,Transferencia,ACH
2227,4363,2543.47,Pago,Interna
3022,3212,2617.5,Pago,ACH
1515,200,6501.84,Transferencia,Interna
2724,2050,796.56,Transferencia,SWIFT
1508,1788,4103.28,Pago,SWIFT
2379,4530,6762.78,Reembolso,ACH
729,4650,9836.9,Reembolso,SWIFT
1576,648,9017.6,Pago,Interna
2067,1454,4483.53,Reembolso,Interna
678,3176,9468.69,Pago,SWIFT
3926,4079,7146.7,Pago,ACH
1286,4066,4386.96,Pago,SWIFT
313,2620,3379.03,Transferencia,ACH
3074,2130,2914.15,Pago,ACH
3763,642,5386.19,Pago,SWIFT
2543,4966,1202.11,Reembolso,ACH
1048,612,9623.79,Transferencia,Interna
675,1106,9917.45,Pago,Interna
4010,4404,7775.04,Reembolso,ACH
3468,677,3023.76,Reembolso,Interna
2742,2769,7335.49,Transferencia,SWIFT
1977,2292,2898.82,Transferencia,SWIFT
2320,3642,2423.45,Reembolso,SWIFT
2705,3562,3500.03,Reembolso,ACH
134,4185,3394.21,Reembolso,Interna
1129,3042,9300.76,Reembolso,SWIFT
55,3423,51.24,Pago,SWIFT
4719,4617,3745.56,Reembolso,ACH
192,206,125.35,Reembolso,Interna
1070,1440,6551.9,Transferencia,Interna
1659,4529,5773.85,Reembolso,ACH
3666,818,5191.98,Pago,Interna
1991,4371,6211.3,Reembolso,ACH
4140,1482,7760.01,Pago,Interna
1759,1014,7608.99,Transferencia,Interna
285,4756,3952.63,Transferencia,SWIFT
1334,3253,209.44,Pago,SWIFT
3693,4667,3319.98,Pago,Interna
596,1053,8868.92,Pago,SWIFT
1009,920,1895.97,Pago,ACH
2024,2572,2665.67,Pago,Interna
395,2403,9729.0,Pago,SWIFT
3519,3204,1893.67,Reembolso,ACH
3975,2004,966.32,Transferencia,Interna
2674,3251,2155.46,Reembolso,Interna
3507,316,9693.95,Transferencia,SWIFT
655,2702,936.85,Reembolso,Interna
3786,2867,5382.51,Reembolso,ACH
4705,4067,5933.15,Transferencia,ACH
273,4339,450.73,Pago,ACH
1349,3480,2254.59,Transferencia,Interna
1230,508,4571.81,Reembolso,Interna
751,3595,3203.56,Transferencia,Interna
3748,681,3704.38,Transferencia,SWIFT
1336,1945,4580.32,Pago,Interna
1521,4471,8371.16,Pago,SWIFT
1326,4215,1859.45,Reembolso,SWIFT
3201,462,4656.46,Transferencia,SWIFT
1082,388,6817.13,Reembolso,Interna
1201,10,2337.44,Reembolso,ACH
3770,973,4904.88,Reembolso,ACH
2040,4481,9054.13,Reembolso,Interna
1565,4740,1109.69,Pago,ACH
499,3287,4233.78,Transferencia,ACH
1598,4677,2597.73,Transferencia,Interna
1166,2685,3637.22,Reembolso,ACH
999,4319,889.65,Pago,ACH
3417,1348,4857.76,Pago,ACH
3872,4145,8860.59,Reembolso,Interna
3444,789,4817.45,Pago,Interna
3261,1928,766.66,Pago,Interna
3235,605,1363.54,Transferencia,ACH
3271,1461,3569.2,Transferencia,SWIFT
4160,3458,2800.81,Pago,ACH
1839,2788,7882.38,Reembolso,SWIFT
724,4287,253.94,Reembolso,ACH
2700,1136,2854.16,Reembolso,SWIFT
4289,4325,2749.87,Reembolso,Interna
4212,1101,4422.04,Pago,ACH
2644,1083,3139.61,Transferencia,Interna
307,2043,8646.67,Pago,SWIFT
2851,4143,5111.64,Reembolso,ACH
824,2076,3970.8,Reembolso,ACH
4153,843,6274.21,Pago,ACH
1568,3853,8585.07,Transferencia,SWIFT
2293,3771,6188.63,Pago,Interna
836,4811,5430.88,Transferencia,ACH
3568,4774,6672.61,Pago,ACH
4568,968,6931.33,Transferencia,SWIFT
2640,4211,757.82,Reembolso,ACH
1036,730,1103.9,Reembolso,Interna
4992,4806,6517.77,Reembolso,SWIFT
2095,4519,2607.09,Reembolso,ACH
3890,786,8863.23,Transferencia,Interna
3700,4488,8012.31,Reembolso,Interna
3072,953,2216.4,Transferencia,ACH
896,3743,8208.48,Pago,Interna
3847,1904,3455.09,Pago,ACH
4575,3413,6547.16,Pago,ACH
4560,973,2233.47,Transferencia,SWIFT
861,3460,5237.12,Reembolso,SWIFT
2057,2753,2471.78,Pago,ACH
1670,1161,4105.66,Pago,SWIFT
3541,2649,5629.79,Reembolso,SWIFT
3855,2122,3940.1,Pago,SWIFT
4821,3410,7669.43,Pago,SWIFT
2764,4426,7096.65,Transferencia,ACH
78,3463,863.31,Reembolso,SWIFT
1889,4449,99.39,Pago,ACH
283,631,9695.41,Transferencia,SWIFT
1619,4089,9906.95,Transferencia,Interna
428,130,1103.57,Transferencia,ACH
1684,2313,4455.4,Transferencia,SWIFT
3046,4489,4571.38,Transferencia,Interna
2717,1794,8630.7,Reembolso,SWIFT
2887,3900,1328.86,Pago,Interna
865,3674,9637.18,Transferencia,SWIFT
2230,3777,3501.19,Reembolso,Interna
3143,3761,6185.2,Reembolso,ACH
2790,1610,3575.81,Reembolso,Interna
1249,2790,1009.44,Pago,SWIFT
3906,2995,3216.07,Transferencia,Interna
279,3195,6001.7,Transferencia,SWIFT
4850,2452,757.89,Pago,SWIFT
4658,2516,4030.42,Transferencia,ACH
2372,1199,4646.61,Reembolso,Interna
415,4328,2224.43,Reembolso,Interna
3752,366,1109.39,Transferencia,Interna
4625,1203,1654.35,Reembolso,SWIFT
2573,272,522.73,Pago,SWIFT
1478,1937,6691.29,Transferencia,Interna
3351,1416,3771.67,Pago,SWIFT
4985,1363,3058.59,Pago,Interna
2293,273,2385.81,Transferencia,ACH
1374,4343,8889.94,Transferencia,ACH
3356,3825,6820.51,Reembolso,ACH
696,1558,5439.75,Reembolso,ACH
1747,3482,4933.69,Pago,Interna
