Tarjeta_ID,Cuenta_ID,Fecha_Asociacion,Estado,Uso_Frecuente
214,1002,2022-04-23,Bloqueada,False
2819,1107,2023-05-20,Activa,True
2129,1136,2021-08-27,Activa,False
1133,1780,2020-08-26,Bloqueada,False
517,750,2023-10-04,Bloqueada,False
2453,809,2023-10-31,Bloqueada,True
443,2632,2021-06-04,Activa,True
1827,2979,2020-03-11,Bloqueada,False
239,1162,2022-08-11,Activa,True
2396,652,2021-02-23,Activa,True
1990,124,2023-03-15,Activa,True
2422,1067,2022-03-16,Bloqueada,True
1719,2996,2022-01-10,Bloqueada,False
2936,1897,2022-10-10,Bloqueada,True
1758,1989,2020-04-25,Activa,False
578,1489,2023-04-17,Activa,False
1643,1638,2021-02-11,Bloqueada,False
58,2845,2021-02-28,Activa,True
711,1697,2023-07-09,Bloqueada,True
1660,2048,2021-08-03,Activa,True
1950,1246,2021-05-08,Activa,False
918,1557,2023-08-29,Bloqueada,False
2938,32,2023-08-11,Bloqueada,False
2201,524,2020-12-10,Activa,False
2121,2820,2021-04-22,Bloqueada,False
1270,1387,2021-12-31,Activa,False
938,1596,2023-06-29,Bloqueada,False
170,470,2023-08-14,Bloqueada,True
2300,1649,2021-09-15,Bloqueada,True
310,340,2020-08-31,Bloqueada,True
1603,2230,2020-11-10,Activa,False
878,236,2022-07-19,Bloqueada,False
926,2233,2020-09-30,Activa,True
2251,1331,2020-03-15,Activa,False
1966,148,2022-10-02,Activa,False
2175,2511,2023-10-05,Bloqueada,False
300,2583,2022-06-20,Bloqueada,False
490,1691,2021-07-03,Bloqueada,True
2963,1180,2023-10-20,Activa,False
1068,2585,2020-07-21,Activa,True
1610,229,2022-08-19,Bloqueada,False
2187,2684,2023-03-19,Activa,False
2173,50,2023-09-14,Activa,True
1632,2522,2020-12-01,Bloqueada,False
2488,2445,2022-06-23,Bloqueada,False
2122,2781,2022-05-22,Activa,False
1585,818,2023-12-08,Activa,False
2765,1986,2023-01-21,Bloqueada,True
461,2299,2020-07-24,Bloqueada,True
43,1332,2020-02-26,Bloqueada,False
1124,1715,2021-01-04,Activa,True
2363,2070,2023-11-02,Bloqueada,True
2212,897,2021-11-09,Activa,False
1643,669,2020-06-18,Bloqueada,True
1614,135,2022-11-01,Bloqueada,False
546,828,2022-10-28,Activa,True
537,1490,2023-02-03,Bloqueada,False
1155,1465,2023-12-10,Bloqueada,True
2455,857,2020-02-04,Bloqueada,False
1223,1946,2020-09-20,Bloqueada,False
2429,1724,2022-03-07,Activa,False
345,2591,2022-04-08,Bloqueada,False
1230,1206,2023-02-11,Bloqueada,False
2461,720,2022-01-15,Bloqueada,False
88,418,2022-04-02,Activa,False
2315,2603,2021-01-08,Activa,False
706,2179,2020-04-18,Bloqueada,False
1218,1663,2021-12-28,Bloqueada,False
2852,1018,2021-07-26,Activa,True
2918,2616,2021-06-09,Activa,False
1918,1376,2023-06-08,Activa,True
1982,1900,2022-11-14,Bloqueada,False
1293,1742,2020-08-05,Activa,True
1310,370,2020-07-07,Activa,True
594,2333,2023-02-11,Bloqueada,True
1870,2442,2022-05-20,Bloqueada,True
1532,2610,2020-08-16,Activa,True
2135,1184,2022-07-24,Activa,True
205,1361,2022-09-27,Activa,False
2999,1438,2021-05-05,Activa,False
2323,104,2022-03-27,Activa,False
1649,1088,2023-01-12,Activa,True
698,1194,2023-08-15,Bloqueada,True
944,2894,2021-10-11,Bloqueada,False
1843,2411,2022-08-25,Activa,False
2314,412,2023-01-15,Activa,True
2470,631,2023-11-21,Bloqueada,True
1566,2868,2021-11-16,Bloqueada,True
1865,1886,2021-09-10,Activa,False
127,2907,2022-07-27,Bloqueada,True
1108,2330,2023-04-29,Activa,True
454,1127,2023-01-09,Activa,True
1239,1578,2023-01-21,Activa,True
396,1587,2023-10-03,Bloqueada,False
2686,1777,2023-07-17,Activa,False
1939,2274,2020-06-17,Activa,True
2707,1767,2022-06-10,Bloqueada,False
2336,1707,2023-07-20,Activa,True
410,2754,2023-04-14,Bloqueada,False
1720,1246,2021-12-08,Activa,False
727,2454,2021-09-17,Bloqueada,False
2051,2205,2022-11-08,Activa,False
2214,1852,2020-04-27,Activa,False
996,1395,2023-03-05,Bloqueada,True
2535,2714,2022-10-01,Activa,False
2930,8,2020-10-31,Bloqueada,True
2053,1258,2022-03-14,Activa,True
101,1270,2023-10-04,Activa,False
1225,2027,2021-06-22,Bloqueada,True
957,22,2021-03-13,Activa,True
2726,2627,2021-08-02,Bloqueada,True
1538,2792,2021-03-06,Bloqueada,False
2100,2598,2021-07-22,Bloqueada,False
95,2657,2022-09-04,Bloqueada,True
2435,362,2022-04-25,Bloqueada,False
2494,596,2021-01-27,Bloqueada,False
2717,752,2021-04-26,Bloqueada,True
601,71,2020-10-04,Activa,True
890,1790,2023-05-12,Bloqueada,False
653,2436,2023-01-25,Activa,False
2225,1444,2021-03-04,Bloqueada,True
919,2944,2022-02-09,Bloqueada,False
2099,2103,2022-10-18,Bloqueada,False
2439,36,2022-04-03,Activa,True
2356,794,2020-01-25,Activa,True
2431,2259,2020-10-06,Bloqueada,True
2888,2564,2022-06-29,Bloqueada,True
1362,1847,2021-11-08,Bloqueada,False
1493,2049,2021-11-24,Activa,True
1815,1948,2021-05-01,Activa,True
1660,1963,2022-04-22,Activa,False
2627,996,2023-11-18,Activa,True
1317,117,2021-09-21,Activa,False
2306,1945,2020-05-13,Activa,False
374,2600,2020-05-05,Bloqueada,True
1896,1572,2021-04-27,Activa,False
951,2198,2020-07-19,Activa,False
1713,2695,2021-08-01,Activa,True
2429,963,2023-02-05,Bloqueada,False
1812,819,2021-02-02,Activa,True
2070,1500,2020-02-25,Activa,False
2035,1362,2021-03-14,Bloqueada,False
2721,2670,2022-02-12,Activa,False
742,1364,2021-06-29,Bloqueada,False
2092,44,2023-11-28,Activa,False
119,2174,2021-06-12,Bloqueada,False
59,1419,2022-12-27,Activa,False
2532,1697,2022-10-13,Activa,True
1558,1506,2020-10-06,Activa,True
466,1693,2020-05-02,Bloqueada,False
559,990,2023-07-27,Activa,False
2138,2034,2021-11-07,Bloqueada,False
374,365,2021-05-16,Activa,False
1198,1805,2020-07-18,Activa,True
241,1613,2021-05-20,Bloqueada,True
1670,1706,2022-06-14,Activa,False
551,2939,2023-08-29,Activa,False
29,2270,2020-05-26,Bloqueada,True
2136,1096,2023-01-05,Bloqueada,True
2943,373,2021-01-13,Bloqueada,True
99,2530,2023-02-22,Bloqueada,True
2696,1235,2023-08-30,Bloqueada,True
1962,282,2021-07-08,Bloqueada,False
1880,702,2021-02-20,Activa,True
812,2352,2023-08-17,Bloqueada,False
1065,2280,2020-11-15,Bloqueada,True
1999,653,2020-04-16,Bloqueada,True
346,1699,2020-03-12,Activa,True
897,1864,2020-04-23,Bloqueada,False
837,1916,2020-04-23,Bloqueada,True
471,1912,2020-10-27,Activa,False
90,483,2023-03-09,Activa,False
611,2756,2021-04-03,Activa,True
1961,2739,2022-02-26,Bloqueada,True
2807,2297,2020-06-28,Bloqueada,False
736,2030,2023-02-15,Bloqueada,False
1297,2158,2023-08-30,Bloqueada,True
2467,649,2021-01-12,Activa,True
1221,1474,2022-01-22,Bloqueada,False
1768,1993,2021-09-09,Bloqueada,True
126,1154,2023-07-06,Activa,True
2517,787,2020-03-01,Bloqueada,False
2379,1857,2021-08-15,Bloqueada,False
2807,2473,2020-04-12,Bloqueada,True
1029,2835,2021-01-01,Bloqueada,True
2353,2449,2021-07-14,Activa,False
926,1668,2020-06-14,Bloqueada,True
1971,2739,2021-11-12,Activa,False
2564,2670,2022-06-26,Bloqueada,False
1401,2015,2023-05-15,Bloqueada,False
2537,1135,2022-10-20,Activa,True
1998,1654,2023-06-21,Activa,True
2602,686,2021-08-12,Bloqueada,False
730,2153,2021-11-14,Activa,False
226,2409,2021-11-12,Activa,False
2483,835,2023-04-07,Activa,True
1846,2757,2020-08-29,Bloqueada,True
1219,1187,2020-02-29,Activa,True
247,2276,2020-12-12,Activa,False
1403,1083,2023-12-30,Bloqueada,False
1741,1086,2023-12-02,Bloqueada,True
2454,165,2022-04-14,Activa,True
2999,1243,2021-04-05,Activa,True
1234,578,2020-08-23,Activa,True
454,1696,2021-01-19,Activa,False
1398,132,2020-08-12,Activa,True
1710,963,2022-05-29,Activa,True
716,1431,2020-06-22,Activa,True
2040,1388,2020-09-14,Bloqueada,True
555,305,2021-01-01,Bloqueada,True
2857,123,2022-02-07,Bloqueada,False
198,2873,2021-02-18,Bloqueada,False
367,2804,2020-10-10,Activa,True
1779,3,2021-07-04,Bloqueada,False
2820,2139,2021-08-09,Activa,False
2712,1258,2021-07-30,Activa,False
2344,912,2020-04-14,Bloqueada,False
2081,1302,2021-11-14,Activa,False
1203,265,2023-11-14,Activa,False
2035,147,2020-02-19,Activa,False
2796,1972,2020-09-07,Bloqueada,False
1399,2692,2023-02-03,Activa,True
2273,228,2022-04-02,Bloqueada,False
266,7,2022-02-28,Activa,True
1281,569,2020-08-25,Activa,True
1776,196,2023-04-08,Bloqueada,True
1977,995,2023-11-01,Activa,True
1881,1561,2021-07-28,Bloqueada,True
2539,1607,2022-01-01,Activa,False
1730,2420,2021-12-31,Bloqueada,True
2691,678,2022-10-28,Activa,True
1938,795,2020-05-02,Activa,False
1766,421,2023-02-26,Bloqueada,True
2434,2763,2021-04-10,Bloqueada,False
1673,1874,2021-03-01,Activa,False
1622,1982,2020-03-13,Activa,False
2328,636,2020-01-21,Activa,False
773,1626,2021-05-03,Activa,False
805,2826,2020-04-02,Bloqueada,True
2984,965,2022-05-09,Activa,False
1249,2193,2023-12-04,Bloqueada,False
1437,2797,2022-03-02,Bloqueada,False
2392,2910,2023-08-15,Activa,False
1418,1208,2020-01-22,Activa,False
1100,2219,2021-06-29,Activa,False
2798,1014,2020-02-07,Activa,True
1399,1904,2021-11-26,Activa,False
679,1234,2022-05-16,Bloqueada,False
2349,272,2022-08-19,Activa,True
1784,111,2022-12-14,Bloqueada,False
92,1324,2022-08-05,Bloqueada,False
2084,1841,2020-08-30,Bloqueada,True
115,1954,2021-09-03,Activa,False
2772,2087,2023-07-06,Bloqueada,True
2539,2907,2021-04-16,Activa,False
50,2511,2020-10-13,Activa,True
2430,1975,2020-10-11,Bloqueada,False
2889,938,2023-05-13,Activa,True
1049,1886,2021-04-28,Activa,True
2842,295,2022-12-02,Activa,True
1138,305,2022-11-13,Bloqueada,True
2731,2521,2020-12-16,Activa,True
1087,2197,2023-03-23,Activa,True
2219,2308,2021-11-25,Bloqueada,False
2101,848,2022-08-02,Bloqueada,True
2497,628,2023-07-30,Activa,True
2241,2213,2022-07-11,Activa,False
427,672,2020-03-14,Bloqueada,False
200,212,2021-05-27,Bloqueada,True
2453,1537,2022-06-26,Bloqueada,True
2568,641,2023-05-30,Activa,False
2539,313,2021-12-15,Bloqueada,True
2678,2820,2023-05-19,Bloqueada,False
82,2305,2023-09-25,Activa,True
244,506,2021-04-25,Activa,True
57,507,2023-10-17,Bloqueada,True
1697,1434,2021-03-27,Bloqueada,True
2019,1626,2020-04-18,Bloqueada,True
652,2290,2020-08-29,Bloqueada,False
222,2730,2022-01-05,Bloqueada,False
2047,1054,2022-03-01,Bloqueada,True
2760,1598,2022-10-17,Bloqueada,True
2403,1410,2020-08-21,Bloqueada,False
2601,392,2022-10-05,Activa,False
1055,2199,2023-07-28,Activa,True
1820,1005,2022-07-19,Activa,False
694,1189,2023-03-29,Activa,True
2424,2869,2023-10-13,Bloqueada,False
858,1782,2021-05-12,Activa,True
1169,1286,2020-09-03,Bloqueada,False
1617,2259,2020-10-20,Activa,False
2681,75,2021-03-23,Bloqueada,True
1302,1468,2023-07-18,Bloqueada,False
1281,1145,2022-02-07,Activa,True
822,2481,2020-02-10,Bloqueada,True
2291,899,2020-09-16,Activa,False
2009,2446,2023-09-02,Bloqueada,False
461,521,2022-03-27,Bloqueada,False
576,1819,2023-03-24,Bloqueada,False
1313,962,2021-02-22,Activa,True
2970,1976,2020-04-02,Activa,False
855,1151,2023-09-29,Activa,True
1706,483,2022-12-29,Bloqueada,True
925,1488,2022-11-18,Activa,False
1024,391,2020-08-24,Bloqueada,True
139,759,2022-10-05,Activa,True
1341,2942,2020-12-30,Activa,False
2387,1783,2022-07-12,Bloqueada,True
1639,159,2022-12-16,Bloqueada,False
2518,2443,2021-03-20,Bloqueada,False
286,869,2023-02-12,Bloqueada,True
1632,482,2023-11-20,Bloqueada,False
1617,1800,2023-03-26,Activa,False
2956,2210,2020-11-09,Activa,False
621,22,2020-10-06,Bloqueada,False
2977,955,2021-08-23,Activa,True
1532,1842,2023-12-10,Bloqueada,False
2193,2219,2022-09-08,Activa,False
2584,1399,2023-08-26,Bloqueada,False
875,1741,2020-12-12,Bloqueada,False
2607,1213,2023-09-26,Bloqueada,False
1840,2077,2022-03-31,Activa,False
862,16,2022-05-09,Bloqueada,False
845,196,2023-06-02,Bloqueada,False
2463,2329,2023-07-28,Bloqueada,False
595,1552,2022-07-30,Bloqueada,True
260,640,2021-10-11,Bloqueada,False
2980,1571,2022-03-28,Bloqueada,True
1485,339,2021-10-21,Bloqueada,True
1508,393,2022-08-06,Activa,True
2464,293,2020-04-26,Bloqueada,False
1059,1156,2023-08-10,Bloqueada,True
1065,463,2023-11-16,Activa,True
1406,1765,2020-01-04,Activa,True
2325,746,2022-04-19,Activa,False
1561,2006,2020-08-28,Bloqueada,True
92,997,2022-07-16,Activa,False
1245,1891,2022-10-16,Bloqueada,True
1360,2297,2023-02-09,Bloqueada,False
660,580,2021-06-01,Activa,False
2046,2941,2022-03-06,Bloqueada,True
1662,718,2020-04-07,Bloqueada,False
2735,1957,2022-10-30,Activa,False
2519,2524,2022-11-22,Activa,True
1947,2161,2021-05-01,Bloqueada,False
616,842,2021-03-01,Bloqueada,True
2068,587,2022-08-08,Bloqueada,False
1968,2146,2022-08-09,Activa,True
518,1321,2022-03-11,Bloqueada,True
2986,996,2023-02-23,Bloqueada,True
716,665,2020-11-23,Bloqueada,False
734,325,2022-11-30,Bloqueada,True
2196,2245,2020-09-07,Bloqueada,True
1465,2133,2021-04-10,Bloqueada,False
2418,678,2023-09-27,Activa,True
527,1500,2020-09-13,Bloqueada,False
2362,690,2020-05-30,Bloqueada,False
1595,1929,2022-01-16,Activa,False
605,917,2023-08-06,Activa,False
1223,898,2023-04-06,Activa,True
2722,977,2022-11-21,Bloqueada,True
2991,888,2023-02-13,Activa,False
528,2598,2020-02-01,Bloqueada,True
983,1752,2023-08-22,Bloqueada,True
471,909,2020-07-22,Bloqueada,False
2666,1238,2021-03-03,Activa,True
1350,278,2020-01-18,Activa,False
1728,1254,2020-10-26,Activa,False
610,456,2023-09-15,Bloqueada,False
1702,1562,2021-10-31,Bloqueada,False
59,2718,2020-10-15,Bloqueada,False
432,2911,2021-04-01,Activa,True
792,2301,2022-03-13,Bloqueada,True
1641,317,2022-02-28,Activa,True
1160,2252,2023-03-25,Activa,False
149,582,2020-04-07,Bloqueada,True
2542,2315,2022-08-30,Bloqueada,False
919,914,2020-10-06,Bloqueada,False
1949,1067,2020-07-30,Activa,True
202,1987,2020-05-05,Bloqueada,True
2777,173,2023-11-10,Bloqueada,False
793,186,2021-04-24,Activa,False
2105,2794,2023-12-23,Bloqueada,False
1716,2200,2021-02-18,Activa,False
978,2541,2023-09-11,Bloqueada,False
2844,1493,2021-10-03,Activa,True
1539,2570,2023-04-19,Activa,True
389,1261,2021-07-16,Bloqueada,False
1401,771,2020-08-28,Bloqueada,True
2192,2925,2021-12-17,Bloqueada,False
2474,100,2020-04-29,Bloqueada,True
2218,1806,2022-09-12,Bloqueada,True
648,1553,2020-12-17,Bloqueada,False
1669,2961,2021-11-08,Activa,False
1939,2137,2023-02-15,Activa,True
298,153,2021-11-26,Activa,True
2575,1242,2023-09-23,Bloqueada,False
2347,789,2020-03-06,Bloqueada,False
1260,498,2023-10-22,Bloqueada,True
334,1231,2020-10-01,Bloqueada,True
865,1366,2022-08-21,Bloqueada,False
635,949,2022-05-12,Activa,False
1158,325,2023-12-24,Bloqueada,False
2923,2772,2020-06-03,Bloqueada,True
1963,630,2022-05-15,Bloqueada,True
2102,2356,2020-03-20,Bloqueada,True
1204,718,2020-04-12,Activa,True
1091,2926,2020-10-07,Bloqueada,True
691,1857,2020-03-12,Bloqueada,False
1019,1634,2022-03-10,Activa,False
1877,2076,2022-03-29,Activa,True
727,2670,2021-10-11,Activa,True
1614,1310,2022-03-13,Activa,False
265,1747,2021-03-22,Bloqueada,False
2194,1069,2021-08-17,Activa,True
2177,1594,2023-06-19,Activa,True
2410,2529,2021-02-04,Activa,False
879,1352,2023-09-22,Activa,True
1690,1227,2022-12-03,Activa,True
83,698,2023-10-01,Bloqueada,True
2106,1181,2021-07-06,Activa,False
1646,597,2023-05-14,Activa,True
1321,317,2020-07-19,Bloqueada,False
857,2465,2021-10-11,Activa,False
553,1642,2022-11-29,Bloqueada,False
1443,1902,2023-03-24,Activa,False
953,1167,2020-10-11,Activa,True
1063,267,2021-01-12,Bloqueada,False
2025,83,2023-12-30,Bloqueada,True
137,1202,2021-07-26,Bloqueada,True
1871,2228,2023-09-07,Bloqueada,False
980,2709,2020-05-03,Bloqueada,False
2820,2914,2022-11-08,Activa,False
1575,1611,2021-08-31,Activa,True
653,1053,2022-01-18,Bloqueada,True
825,929,2023-11-21,Activa,False
341,2553,2022-10-12,Activa,True
1676,2447,2021-11-10,Bloqueada,True
981,973,2022-01-24,Activa,True
2992,1127,2020-06-01,Activa,False
1726,848,2022-04-28,Activa,False
1070,489,2023-05-17,Activa,True
398,1584,2023-08-15,Bloqueada,True
2513,1027,2021-08-13,Activa,False
871,2590,2023-08-30,Activa,False
1193,1306,2020-02-26,Activa,False
1241,1507,2020-01-01,Bloqueada,True
824,2878,2022-06-25,Bloqueada,False
2290,2040,2021-07-25,Bloqueada,True
2623,2222,2022-06-07,Bloqueada,False
2441,2313,2020-01-07,Activa,False
979,2766,2021-08-11,Activa,False
942,1766,2022-09-26,Activa,True
2827,1869,2023-11-26,Activa,True
1000,2122,2021-12-11,Activa,False
412,2751,2021-06-23,Activa,False
1324,478,2022-08-25,Bloqueada,True
1978,1974,2022-04-18,Activa,False
2520,350,2022-03-04,Bloqueada,True
516,2442,2020-10-01,Activa,True
2153,2935,2022-08-08,Activa,False
1659,581,2020-02-26,Activa,True
2054,1742,2022-04-01,Bloqueada,False
414,50,2021-10-23,Bloqueada,True
815,1471,2021-02-16,Activa,True
70,1468,2023-02-11,Activa,True
2685,2778,2020-06-24,Bloqueada,True
1639,1153,2020-06-24,Bloqueada,True
495,2586,2021-06-01,Activa,True
1802,840,2020-07-19,Activa,False
2844,2134,2021-07-14,Bloqueada,True
1600,2797,2023-08-01,Activa,False
1641,1168,2023-08-13,Bloqueada,False
2893,727,2023-12-21,Activa,True
860,1042,2022-04-01,Bloqueada,False
2812,2548,2021-01-29,Bloqueada,False
2175,372,2023-01-03,Activa,True
455,1331,2022-12-04,Bloqueada,True
2785,1263,2023-08-09,Activa,False
1542,477,2021-03-04,Bloqueada,True
994,2132,2022-05-14,Activa,False
938,134,2023-12-29,Activa,False
1858,605,2020-07-03,Bloqueada,True
1506,2991,2023-01-18,Activa,True
1725,2070,2023-09-11,Bloqueada,False
1499,111,2020-10-03,Bloqueada,True
1835,599,2023-11-01,Bloqueada,False
1101,1465,2023-11-14,Activa,False
249,2378,2023-07-02,Activa,False
1580,596,2020-05-24,Activa,True
2986,369,2020-07-06,Activa,False
2472,2457,2020-11-27,Activa,False
933,1220,2021-07-10,Bloqueada,True
1249,1744,2020-02-02,Activa,True
859,765,2023-04-18,Activa,False
702,2611,2023-05-28,Activa,False
2375,101,2023-01-22,Activa,False
173,561,2020-03-20,Bloqueada,True
1485,1044,2023-08-19,Bloqueada,False
502,2884,2020-10-16,Activa,True
1851,1665,2021-01-26,Activa,False
592,95,2022-03-19,Activa,True
1054,1146,2023-01-11,Bloqueada,False
2160,2181,2020-12-30,Bloqueada,True
2070,740,2020-12-09,Bloqueada,False
961,1290,2020-04-30,Activa,True
1404,2837,2021-12-09,Bloqueada,False
184,2883,2023-04-11,Activa,False
548,1953,2020-12-26,Bloqueada,True
1909,2118,2023-02-12,Activa,True
1403,2698,2020-12-05,Bloqueada,False
256,490,2021-03-23,Activa,True
63,2182,2021-02-06,Bloqueada,False
2266,547,2021-04-20,Activa,False
1281,2038,2023-04-02,Activa,False
436,2008,2020-04-06,Bloqueada,True
133,2161,2022-03-26,Activa,True
61,1592,2021-12-11,Activa,True
1882,2041,2020-11-30,Activa,True
2376,1655,2023-02-27,Activa,False
1607,2234,2022-03-25,Bloqueada,True
1535,531,2023-05-02,Bloqueada,True
1901,2102,2021-11-21,Activa,True
462,1073,2021-04-03,Bloqueada,False
1752,1797,2020-09-04,Activa,True
1813,2567,2021-08-27,Bloqueada,False
1790,151,2021-04-10,Activa,False
2623,1284,2020-08-23,Bloqueada,True
2282,1848,2023-02-06,Activa,False
1135,1738,2023-02-14,Activa,True
2197,1647,2021-03-17,Activa,False
66,1366,2020-05-30,Activa,True
798,2765,2021-03-28,Bloqueada,False
2475,206,2021-07-04,Activa,True
1960,1954,2021-12-13,Activa,True
2354,2746,2021-02-18,Activa,False
2422,1855,2020-12-28,Bloqueada,True
1350,863,2021-03-07,Activa,False
323,1066,2022-05-03,Bloqueada,False
1743,2023,2020-07-07,Bloqueada,False
680,857,2020-05-05,Bloqueada,False
930,1635,2021-06-03,Bloqueada,True
2636,1849,2022-11-21,Bloqueada,True
755,2241,2020-08-27,Activa,False
2788,2832,2020-01-11,Activa,False
2566,2579,2022-06-26,Activa,True
2412,2736,2023-11-13,Bloqueada,True
2053,1848,2022-08-31,Bloqueada,True
1201,1778,2022-07-29,Activa,False
1423,2789,2023-05-28,Activa,True
24,1199,2022-06-24,Bloqueada,True
1092,2088,2020-12-27,Bloqueada,False
373,1081,2021-08-04,Bloqueada,False
1122,93,2023-02-02,Activa,False
576,1674,2023-01-06,Activa,False
486,577,2023-02-17,Bloqueada,True
2502,1828,2023-02-07,Activa,True
1650,1652,2023-01-25,Activa,True
490,580,2021-02-20,Activa,True
322,1207,2023-02-25,Bloqueada,True
1873,1946,2022-04-20,Activa,True
1817,1618,2021-10-07,Activa,False
2947,2586,2020-07-28,Bloqueada,False
1787,1057,2020-09-07,Bloqueada,True
2992,25,2022-08-28,Bloqueada,True
1063,1437,2021-05-27,Bloqueada,True
2323,2241,2023-03-17,Bloqueada,False
2168,1982,2023-10-17,Activa,False
1891,2141,2021-02-26,Activa,False
2575,957,2020-04-17,Activa,True
2181,1917,2021-11-24,Activa,True
2651,242,2021-11-19,Activa,False
1543,2236,2023-08-07,Activa,True
1832,2104,2022-05-08,Bloqueada,True
607,2380,2021-01-29,Activa,True
447,2890,2020-01-10,Bloqueada,False
1704,2456,2021-03-19,Activa,False
257,1080,2020-06-01,Bloqueada,False
62,1105,2023-01-08,Bloqueada,True
1485,2205,2021-09-27,Bloqueada,True
283,1057,2023-03-24,Bloqueada,False
979,988,2020-07-19,Activa,False
282,1656,2023-03-28,Activa,True
1038,99,2022-09-18,Bloqueada,False
2998,963,2020-10-27,Activa,True
113,1159,2022-07-19,Activa,True
719,1528,2023-11-20,Bloqueada,False
811,1469,2023-02-12,Bloqueada,False
656,1580,2022-05-03,Bloqueada,True
2701,625,2020-06-19,Activa,False
1203,178,2023-05-25,Bloqueada,False
2732,1089,2020-01-02,Bloqueada,False
1122,2823,2023-09-08,Activa,True
2476,130,2020-12-24,Activa,False
1944,2251,2021-08-15,Bloqueada,False
2733,2241,2020-11-06,Activa,False
97,2749,2021-11-08,Bloqueada,True
1075,2607,2023-10-14,Activa,False
396,132,2022-02-26,Activa,False
2517,1155,2021-10-09,Activa,True
797,2222,2020-10-23,Bloqueada,True
2375,1166,2021-08-17,Activa,False
161,2494,2020-02-17,Activa,False
1842,2478,2023-04-06,Bloqueada,True
1394,1421,2021-09-16,Bloqueada,False
412,1992,2021-01-03,Activa,False
2867,1393,2023-07-21,Activa,True
11,1375,2020-05-28,Bloqueada,True
183,1273,2023-10-30,Bloqueada,False
2478,2533,2021-02-03,Activa,False
2482,1067,2021-12-05,Bloqueada,True
1759,1148,2023-06-19,Activa,True
1612,169,2021-07-16,Activa,False
1798,1660,2021-07-04,Activa,True
1213,1991,2021-01-09,Bloqueada,True
2173,2597,2023-08-17,Bloqueada,True
2152,536,2020-04-05,Bloqueada,True
412,2692,2020-03-13,Bloqueada,False
1750,2390,2023-05-09,Activa,True
1448,1808,2023-02-13,Activa,True
2277,2877,2023-12-07,Activa,False
2931,377,2020-01-23,Bloqueada,False
1276,2341,2021-03-09,Activa,True
888,867,2023-09-15,Bloqueada,True
2859,2303,2020-06-15,Bloqueada,False
2565,1537,2020-05-02,Bloqueada,True
2619,2085,2022-11-09,Activa,False
1238,1628,2020-11-22,Activa,True
2634,2879,2023-05-10,Bloqueada,False
1402,2704,2023-11-08,Activa,False
1772,2118,2020-11-08,Bloqueada,False
2435,1281,2020-03-23,Bloqueada,False
503,1149,2020-03-02,Activa,True
2720,1717,2021-06-16,Activa,True
2017,1789,2022-11-11,Bloqueada,True
2194,1734,2021-12-04,Bloqueada,True
823,1829,2020-01-17,Bloqueada,False
2382,2656,2021-03-02,Bloqueada,False
465,2172,2021-02-17,Bloqueada,True
348,2673,2023-05-28,Bloqueada,False
1059,1352,2022-06-05,Bloqueada,True
1509,1840,2020-10-16,Bloqueada,False
2508,1331,2022-07-22,Bloqueada,True
2641,607,2020-07-10,Activa,False
1804,2773,2020-07-19,Activa,False
2239,1772,2022-12-29,Activa,False
2734,2789,2022-08-21,Bloqueada,False
415,1272,2023-01-05,Bloqueada,False
1468,1820,2022-01-16,Activa,False
1017,2303,2020-03-28,Activa,True
2697,2077,2021-02-16,Bloqueada,False
1177,1748,2020-02-06,Bloqueada,True
272,1426,2020-08-23,Activa,False
924,1750,2020-07-22,Activa,True
1794,865,2021-07-23,Bloqueada,True
2962,2122,2023-10-23,Activa,True
223,518,2021-11-12,Activa,True
1202,527,2021-10-26,Bloqueada,False
2819,1807,2023-03-19,Activa,True
1874,1428,2021-04-24,Activa,False
2609,2483,2020-09-01,Bloqueada,True
2008,2394,2022-05-30,Activa,True
224,249,2023-10-16,Bloqueada,True
2749,2365,2022-06-15,Activa,False
2402,941,2023-04-25,Bloqueada,True
524,513,2021-12-08,Activa,False
242,754,2021-03-11,Bloqueada,True
1151,2010,2023-09-13,Activa,True
2195,1868,2020-07-22,Bloqueada,True
2142,1450,2023-07-13,Bloqueada,True
298,715,2021-06-01,Bloqueada,True
1165,2179,2023-09-02,Activa,True
1780,1178,2023-10-03,Bloqueada,False
2987,2473,2023-11-25,Activa,False
1437,1604,2023-03-01,Activa,False
2753,1020,2023-02-03,Activa,True
598,1920,2021-11-12,Activa,True
93,282,2022-05-31,Bloqueada,False
2938,94,2023-07-25,Bloqueada,False
1498,2266,2022-04-04,Bloqueada,False
2639,355,2023-06-12,Activa,True
59,944,2020-03-28,Bloqueada,True
601,582,2020-06-11,Activa,True
872,528,2023-12-16,Bloqueada,True
471,2228,2023-03-10,Activa,False
482,478,2020-08-01,Activa,True
2002,875,2020-04-08,Bloqueada,False
619,2476,2021-05-14,Activa,False
2999,1033,2020-04-15,Activa,True
2272,1313,2023-01-06,Activa,False
2224,2529,2022-07-10,Activa,False
1935,882,2020-01-17,Activa,False
1694,155,2022-04-17,Activa,False
2897,42,2023-12-08,Bloqueada,True
2994,969,2020-06-02,Bloqueada,True
1504,1692,2021-05-26,Bloqueada,False
2368,2010,2023-06-25,Activa,True
1246,2223,2022-10-02,Bloqueada,False
1748,2713,2021-09-30,Bloqueada,True
1089,2987,2020-04-24,Activa,True
799,1973,2022-03-13,Activa,False
