Transaccion_ID,Monto,Fecha,Tipo,Canal
1197,2502.290794546526,2023-02-19 20:00:00,Retiro,Sucursal
1198,8363.245750294933,2023-02-19 21:00:00,Retiro,Cajero
1199,9268.980806776248,2023-02-19 22:00:00,Transferencia,Banca en Línea
1200,9288.95862443528,2023-02-19 23:00:00,Compra,Sucursal
1201,4816.507930369195,2023-02-20 00:00:00,Transferencia,Cajero
1202,2642.2729079947203,2023-02-20 01:00:00,Compra,Sucursal
1203,4561.533338742356,2023-02-20 02:00:00,Transferencia,Sucursal
1204,2980.2714968230166,2023-02-20 03:00:00,Compra,Sucursal
1205,3857.082347114642,2023-02-20 04:00:00,Compra,Cajero
1206,641.1535580936056,2023-02-20 05:00:00,Compra,Banca en Línea
1207,2684.186174587216,2023-02-20 06:00:00,Transferencia,Cajero
1208,8896.95104809485,2023-02-20 07:00:00,Retiro,Banca en Línea
1209,3600.1550421736615,2023-02-20 08:00:00,Transferencia,Sucursal
1210,5694.696710063718,2023-02-20 09:00:00,Compra,Banca en Línea
1211,5946.54469901923,2023-02-20 10:00:00,Retiro,Cajero
1212,2745.575715190026,2023-02-20 11:00:00,Retiro,Sucursal
1213,3208.7106083672757,2023-02-20 12:00:00,Compra,Cajero
1214,5016.417551022888,2023-02-20 13:00:00,Transferencia,Banca en Línea
1215,1722.7793583747314,2023-02-20 14:00:00,Retiro,Cajero
1216,2733.4843350006286,2023-02-20 15:00:00,Transferencia,Banca en Línea
1217,6463.0084326790475,2023-02-20 16:00:00,Transferencia,Sucursal
1218,1619.3113221844785,2023-02-20 17:00:00,Compra,Sucursal
1219,9594.713014817593,2023-02-20 18:00:00,Retiro,Banca en Línea
1220,4138.707196597794,2023-02-20 19:00:00,Compra,Banca en Línea
1221,9482.494695126614,2023-02-20 20:00:00,Transferencia,Banca en Línea
1222,1517.4849666268126,2023-02-20 21:00:00,Transferencia,Banca en Línea
1223,6699.826507208993,2023-02-20 22:00:00,Transferencia,Banca en Línea
1224,3188.3300073489645,2023-02-20 23:00:00,Compra,Sucursal
1225,9807.784685112218,2023-02-21 00:00:00,Compra,Sucursal
1226,227.83647546219322,2023-02-21 01:00:00,Transferencia,Banca en Línea
1227,282.66306553656153,2023-02-21 02:00:00,Compra,Banca en Línea
1228,8825.654344295059,2023-02-21 03:00:00,Compra,Sucursal
1229,6533.809405063738,2023-02-21 04:00:00,Retiro,Cajero
1230,3206.3193179923105,2023-02-21 05:00:00,Retiro,Sucursal
1231,1962.973742065169,2023-02-21 06:00:00,Transferencia,Banca en Línea
1232,2240.3368957547364,2023-02-21 07:00:00,Transferencia,Sucursal
1233,6744.593275473615,2023-02-21 08:00:00,Retiro,Cajero
1234,8839.529211932979,2023-02-21 09:00:00,Transferencia,Cajero
1235,7358.804961658133,2023-02-21 10:00:00,Transferencia,Banca en Línea
1236,8784.640017888458,2023-02-21 11:00:00,Retiro,Cajero
1237,9499.615439535493,2023-02-21 12:00:00,Retiro,Banca en Línea
1238,5383.0774789874795,2023-02-21 13:00:00,Compra,Sucursal
1239,6168.9320128763475,2023-02-21 14:00:00,Retiro,Sucursal
1240,8673.706602864946,2023-02-21 15:00:00,Compra,Banca en Línea
1241,9854.629916691398,2023-02-21 16:00:00,Transferencia,Sucursal
1242,2676.849422548938,2023-02-21 17:00:00,Transferencia,Banca en Línea
1243,9556.820622341565,2023-02-21 18:00:00,Compra,Sucursal
1244,9909.646623754026,2023-02-21 19:00:00,Retiro,Sucursal
1245,3156.8641784068327,2023-02-21 20:00:00,Transferencia,Cajero
1246,1311.0807027287656,2023-02-21 21:00:00,Compra,Sucursal
1247,8946.242196907022,2023-02-21 22:00:00,Retiro,Cajero
1248,9550.668653703515,2023-02-21 23:00:00,Retiro,Banca en Línea
1249,1925.9763390747592,2023-02-22 00:00:00,Transferencia,Sucursal
1250,7239.141751308324,2023-02-22 01:00:00,Compra,Cajero
1251,3944.949730503354,2023-02-22 02:00:00,Transferencia,Sucursal
1252,5410.680239349602,2023-02-22 03:00:00,Transferencia,Cajero
1253,8089.770832343531,2023-02-22 04:00:00,Retiro,Cajero
1254,1800.059239001329,2023-02-22 05:00:00,Compra,Banca en Línea
1255,8511.111865115896,2023-02-22 06:00:00,Retiro,Cajero
1256,1900.5592576075687,2023-02-22 07:00:00,Transferencia,Banca en Línea
1257,7807.394023034425,2023-02-22 08:00:00,Compra,Cajero
1258,5288.713038352856,2023-02-22 09:00:00,Transferencia,Sucursal
1259,9392.3513625008,2023-02-22 10:00:00,Retiro,Banca en Línea
1260,9228.947574695794,2023-02-22 11:00:00,Retiro,Banca en Línea
1261,2805.467103635338,2023-02-22 12:00:00,Retiro,Cajero
1262,6379.386459314827,2023-02-22 13:00:00,Retiro,Banca en Línea
1263,9275.790977427554,2023-02-22 14:00:00,Compra,Cajero
1264,8453.41814115112,2023-02-22 15:00:00,Compra,Cajero
1265,4403.342467750339,2023-02-22 16:00:00,Retiro,Banca en Línea
1266,9470.319294460614,2023-02-22 17:00:00,Retiro,Banca en Línea
1267,1974.9455556534836,2023-02-22 18:00:00,Transferencia,Cajero
1268,6107.314672667707,2023-02-22 19:00:00,Transferencia,Cajero
1269,6396.94935029276,2023-02-22 20:00:00,Retiro,Cajero
1270,8548.979112965584,2023-02-22 21:00:00,Transferencia,Banca en Línea
1271,2676.149616522017,2023-02-22 22:00:00,Retiro,Sucursal
1272,3990.5072152055777,2023-02-22 23:00:00,Compra,Sucursal
1273,9885.886168516923,2023-02-23 00:00:00,Retiro,Cajero
1274,4261.25816234038,2023-02-23 01:00:00,Transferencia,Banca en Línea
1275,5258.744227313135,2023-02-23 02:00:00,Compra,Cajero
1276,147.96477060855713,2023-02-23 03:00:00,Compra,Sucursal
1277,4761.1925204556155,2023-02-23 04:00:00,Transferencia,Cajero
1278,698.6407760945713,2023-02-23 05:00:00,Compra,Cajero
1279,5692.951577154405,2023-02-23 06:00:00,Retiro,Banca en Línea
1280,8097.463172366043,2023-02-23 07:00:00,Retiro,Sucursal
1281,4921.208604774132,2023-02-23 08:00:00,Transferencia,Cajero
1282,92.80958325934793,2023-02-23 09:00:00,Transferencia,Banca en Línea
1283,221.4603688575526,2023-02-23 10:00:00,Compra,Sucursal
1284,5859.822880676851,2023-02-23 11:00:00,Transferencia,Cajero
1285,2451.95813370218,2023-02-23 12:00:00,Retiro,Cajero
1286,1724.0329481233891,2023-02-23 13:00:00,Retiro,Banca en Línea
1287,5531.122096167432,2023-02-23 14:00:00,Retiro,Sucursal
1288,6287.971086492998,2023-02-23 15:00:00,Compra,Sucursal
1289,3151.3724880540894,2023-02-23 16:00:00,Transferencia,Banca en Línea
1290,4226.300708259593,2023-02-23 17:00:00,Transferencia,Banca en Línea
1291,2500.932625716147,2023-02-23 18:00:00,Transferencia,Banca en Línea
1292,335.22407900199573,2023-02-23 19:00:00,Compra,Sucursal
1293,1006.9402358632983,2023-02-23 20:00:00,Compra,Banca en Línea
1294,9183.356111122965,2023-02-23 21:00:00,Compra,Sucursal
1295,3419.5244959010265,2023-02-23 22:00:00,Transferencia,Cajero
1296,9983.074326084614,2023-02-23 23:00:00,Transferencia,Cajero
1297,1489.8039672612076,2023-02-24 00:00:00,Compra,Cajero
1298,4068.942722704554,2023-02-24 01:00:00,Compra,Cajero
1299,7673.088316100319,2023-02-24 02:00:00,Compra,Banca en Línea
1300,4662.142934084095,2023-02-24 03:00:00,Retiro,Sucursal
1301,2915.8207936321032,2023-02-24 04:00:00,Retiro,Sucursal
1302,3900.474189679821,2023-02-24 05:00:00,Retiro,Cajero
1303,7850.394926076501,2023-02-24 06:00:00,Transferencia,Cajero
1304,7957.01036201326,2023-02-24 07:00:00,Transferencia,Banca en Línea
1305,312.93378808635975,2023-02-24 08:00:00,Transferencia,Cajero
1306,3344.0621802204496,2023-02-24 09:00:00,Compra,Cajero
1307,7714.421744844921,2023-02-24 10:00:00,Compra,Banca en Línea
1308,6897.851506091413,2023-02-24 11:00:00,Retiro,Cajero
1309,8108.160482231054,2023-02-24 12:00:00,Compra,Banca en Línea
1310,2081.7406344883198,2023-02-24 13:00:00,Compra,Banca en Línea
1311,8314.921607990964,2023-02-24 14:00:00,Retiro,Sucursal
1312,9432.822700866407,2023-02-24 15:00:00,Transferencia,Cajero
1313,2589.937524291746,2023-02-24 16:00:00,Transferencia,Banca en Línea
1314,8364.134917962781,2023-02-24 17:00:00,Transferencia,Banca en Línea
1315,2648.1342530587417,2023-02-24 18:00:00,Transferencia,Sucursal
1316,260.388408297593,2023-02-24 19:00:00,Compra,Banca en Línea
1317,7191.608731370052,2023-02-24 20:00:00,Retiro,Banca en Línea
1318,5060.203831629308,2023-02-24 21:00:00,Transferencia,Banca en Línea
1319,5323.353923014125,2023-02-24 22:00:00,Retiro,Banca en Línea
1320,213.95128875098007,2023-02-24 23:00:00,Compra,Sucursal
1321,7923.3413152286075,2023-02-25 00:00:00,Retiro,Banca en Línea
1322,6011.018557855403,2023-02-25 01:00:00,Compra,Sucursal
1323,1532.5409181771788,2023-02-25 02:00:00,Retiro,Banca en Línea
1324,2283.4420956110143,2023-02-25 03:00:00,Compra,Banca en Línea
1325,8568.784163525073,2023-02-25 04:00:00,Retiro,Cajero
1326,3985.1134771509614,2023-02-25 05:00:00,Compra,Banca en Línea
1327,9902.310820054412,2023-02-25 06:00:00,Transferencia,Banca en Línea
1328,2533.497738300531,2023-02-25 07:00:00,Retiro,Banca en Línea
1329,5941.957943023291,2023-02-25 08:00:00,Retiro,Sucursal
1330,9975.215367264025,2023-02-25 09:00:00,Compra,Cajero
1331,7857.505565234973,2023-02-25 10:00:00,Transferencia,Sucursal
1332,2604.5063909108076,2023-02-25 11:00:00,Retiro,Sucursal
1333,6605.49365413093,2023-02-25 12:00:00,Transferencia,Cajero
1334,8688.897139251749,2023-02-25 13:00:00,Transferencia,Cajero
1335,1526.2568341994208,2023-02-25 14:00:00,Retiro,Sucursal
1336,2649.052666446708,2023-02-25 15:00:00,Retiro,Sucursal
1337,3329.021372438725,2023-02-25 16:00:00,Transferencia,Banca en Línea
1338,7775.38681878173,2023-02-25 17:00:00,Transferencia,Sucursal
1339,5228.532698619753,2023-02-25 18:00:00,Compra,Sucursal
1340,7927.606358609729,2023-02-25 19:00:00,Transferencia,Cajero
1341,891.3714583684366,2023-02-25 20:00:00,Compra,Sucursal
1342,4579.575220918761,2023-02-25 21:00:00,Retiro,Sucursal
1343,2147.684519867246,2023-02-25 22:00:00,Compra,Banca en Línea
1344,7045.101218082489,2023-02-25 23:00:00,Transferencia,Cajero
1345,203.50160191150124,2023-02-26 00:00:00,Retiro,Banca en Línea
1346,5202.287187872489,2023-02-26 01:00:00,Transferencia,Sucursal
1347,7531.410952910699,2023-02-26 02:00:00,Transferencia,Cajero
1348,2239.4552206158687,2023-02-26 03:00:00,Transferencia,Banca en Línea
1349,8349.275627009647,2023-02-26 04:00:00,Compra,Banca en Línea
1350,598.6382169779464,2023-02-26 05:00:00,Retiro,Banca en Línea
1351,3607.164830167713,2023-02-26 06:00:00,Retiro,Cajero
1352,5000.486622251739,2023-02-26 07:00:00,Retiro,Sucursal
1353,8566.15095947829,2023-02-26 08:00:00,Transferencia,Cajero
1354,9872.171161750017,2023-02-26 09:00:00,Compra,Banca en Línea
1355,8163.6888644026385,2023-02-26 10:00:00,Transferencia,Sucursal
1356,7833.289050719384,2023-02-26 11:00:00,Compra,Sucursal
1357,4677.853174408002,2023-02-26 12:00:00,Transferencia,Sucursal
1358,4225.251584276152,2023-02-26 13:00:00,Retiro,Cajero
1359,7474.90501010468,2023-02-26 14:00:00,Retiro,Banca en Línea
1360,7094.011590682017,2023-02-26 15:00:00,Transferencia,Sucursal
1361,3530.1163615413266,2023-02-26 16:00:00,Compra,Cajero
1362,9315.640537222855,2023-02-26 17:00:00,Retiro,Sucursal
1363,8803.058479365174,2023-02-26 18:00:00,Transferencia,Banca en Línea
1364,5423.581451008036,2023-02-26 19:00:00,Retiro,Banca en Línea
1365,4133.7478669229295,2023-02-26 20:00:00,Transferencia,Cajero
1366,6431.955849915677,2023-02-26 21:00:00,Retiro,Sucursal
1367,965.7322268762572,2023-02-26 22:00:00,Transferencia,Banca en Línea
1368,5538.668817820981,2023-02-26 23:00:00,Compra,Sucursal
1369,6992.268128417161,2023-02-27 00:00:00,Retiro,Banca en Línea
1370,8616.023869002793,2023-02-27 01:00:00,Retiro,Sucursal
1371,1802.3406286772547,2023-02-27 02:00:00,Transferencia,Banca en Línea
1372,1935.7766575256062,2023-02-27 03:00:00,Compra,Sucursal
1373,7917.980505815744,2023-02-27 04:00:00,Compra,Banca en Línea
1374,4693.908199844892,2023-02-27 05:00:00,Compra,Cajero
1375,9980.248323308984,2023-02-27 06:00:00,Retiro,Cajero
1376,4039.9423421636966,2023-02-27 07:00:00,Transferencia,Banca en Línea
1377,2967.041752229297,2023-02-27 08:00:00,Compra,Sucursal
1378,5457.562095546629,2023-02-27 09:00:00,Compra,Banca en Línea
1379,9912.949556761872,2023-02-27 10:00:00,Compra,Banca en Línea
1380,3585.497841791384,2023-02-27 11:00:00,Retiro,Sucursal
1381,4046.432909073721,2023-02-27 12:00:00,Retiro,Cajero
1382,2502.5124190536703,2023-02-27 13:00:00,Compra,Sucursal
1383,63.77480220495227,2023-02-27 14:00:00,Transferencia,Cajero
1384,7900.625337924354,2023-02-27 15:00:00,Retiro,Sucursal
1385,7449.674825378831,2023-02-27 16:00:00,Compra,Banca en Línea
1386,8345.79652246023,2023-02-27 17:00:00,Compra,Sucursal
1387,8559.96729558812,2023-02-27 18:00:00,Retiro,Banca en Línea
1388,6530.093643905652,2023-02-27 19:00:00,Transferencia,Banca en Línea
1389,3430.6556420019456,2023-02-27 20:00:00,Compra,Cajero
1390,549.1025298554512,2023-02-27 21:00:00,Transferencia,Cajero
1391,9519.09118397073,2023-02-27 22:00:00,Transferencia,Sucursal
1392,6290.156791402564,2023-02-27 23:00:00,Transferencia,Sucursal
1393,3252.181995538643,2023-02-28 00:00:00,Compra,Banca en Línea
1394,4498.367204167582,2023-02-28 01:00:00,Compra,Sucursal
1395,1631.6771905422534,2023-02-28 02:00:00,Transferencia,Banca en Línea
1396,2998.0003627308297,2023-02-28 03:00:00,Compra,Cajero
1397,5460.886185193106,2023-02-28 04:00:00,Transferencia,Banca en Línea
1398,3553.3952326075787,2023-02-28 05:00:00,Compra,Sucursal
1399,9586.403196009753,2023-02-28 06:00:00,Transferencia,Banca en Línea
1400,9570.219787748856,2023-02-28 07:00:00,Compra,Cajero
1401,2493.8764405103702,2023-02-28 08:00:00,Transferencia,Banca en Línea
1402,677.648717499496,2023-02-28 09:00:00,Retiro,Cajero
1403,3134.8376709883282,2023-02-28 10:00:00,Transferencia,Sucursal
1404,5182.839561554807,2023-02-28 11:00:00,Transferencia,Sucursal
1405,4324.907623637123,2023-02-28 12:00:00,Retiro,Cajero
1406,8697.20769717083,2023-02-28 13:00:00,Retiro,Cajero
1407,9876.261531852748,2023-02-28 14:00:00,Transferencia,Banca en Línea
1408,1760.9133922731792,2023-02-28 15:00:00,Compra,Cajero
1409,5521.501196043086,2023-02-28 16:00:00,Transferencia,Cajero
1410,9806.658884186061,2023-02-28 17:00:00,Compra,Cajero
1411,4922.474585839865,2023-02-28 18:00:00,Retiro,Cajero
1412,620.0839897724836,2023-02-28 19:00:00,Retiro,Cajero
1413,4989.5015086542835,2023-02-28 20:00:00,Retiro,Cajero
1414,7655.555712938813,2023-02-28 21:00:00,Transferencia,Cajero
1415,912.8493102188382,2023-02-28 22:00:00,Transferencia,Cajero
1416,4715.965788152407,2023-02-28 23:00:00,Transferencia,Cajero
1417,2498.8149846247907,2023-03-01 00:00:00,Retiro,Sucursal
1418,4113.007137129797,2023-03-01 01:00:00,Transferencia,Cajero
1419,1562.4346824348863,2023-03-01 02:00:00,Compra,Cajero
1420,7700.760454010916,2023-03-01 03:00:00,Retiro,Banca en Línea
1421,383.60928653728956,2023-03-01 04:00:00,Transferencia,Cajero
1422,1679.8026736490037,2023-03-01 05:00:00,Retiro,Sucursal
1423,3341.3308804376393,2023-03-01 06:00:00,Transferencia,Sucursal
1424,2468.1376199536517,2023-03-01 07:00:00,Transferencia,Sucursal
1425,9484.306494311595,2023-03-01 08:00:00,Compra,Sucursal
1426,7775.560718143648,2023-03-01 09:00:00,Compra,Banca en Línea
1427,6915.514968799366,2023-03-01 10:00:00,Compra,Banca en Línea
1428,1336.3668963012228,2023-03-01 11:00:00,Transferencia,Sucursal
1429,7461.949341529315,2023-03-01 12:00:00,Transferencia,Banca en Línea
1430,9396.922982889975,2023-03-01 13:00:00,Transferencia,Cajero
1431,2200.80379531071,2023-03-01 14:00:00,Retiro,Sucursal
1432,6395.823384287685,2023-03-01 15:00:00,Transferencia,Sucursal
1433,7652.801325776985,2023-03-01 16:00:00,Retiro,Banca en Línea
1434,2267.8135288849053,2023-03-01 17:00:00,Transferencia,Sucursal
1435,3465.077970722469,2023-03-01 18:00:00,Compra,Cajero
1436,1485.951896160826,2023-03-01 19:00:00,Retiro,Banca en Línea
1437,3317.0654915219648,2023-03-01 20:00:00,Compra,Banca en Línea
1438,2585.4573699957496,2023-03-01 21:00:00,Transferencia,Banca en Línea
1439,113.62113908142966,2023-03-01 22:00:00,Compra,Sucursal
1440,5152.672187367448,2023-03-01 23:00:00,Compra,Sucursal
1441,177.70012088845982,2023-03-02 00:00:00,Retiro,Banca en Línea
1442,6671.818055632265,2023-03-02 01:00:00,Retiro,Cajero
1443,3029.0785270366887,2023-03-02 02:00:00,Compra,Cajero
1444,9803.809739519216,2023-03-02 03:00:00,Compra,Sucursal
1445,7881.66313338853,2023-03-02 04:00:00,Transferencia,Sucursal
1446,8887.872594766386,2023-03-02 05:00:00,Retiro,Cajero
1447,1254.653447345665,2023-03-02 06:00:00,Compra,Sucursal
1448,8330.552445608253,2023-03-02 07:00:00,Retiro,Cajero
1449,4616.7149632766295,2023-03-02 08:00:00,Retiro,Banca en Línea
1450,9874.737601304876,2023-03-02 09:00:00,Compra,Sucursal
1451,1421.018094452944,2023-03-02 10:00:00,Compra,Cajero
1452,1437.1896895232053,2023-03-02 11:00:00,Transferencia,Cajero
1453,1021.5698268756785,2023-03-02 12:00:00,Retiro,Sucursal
1454,77.32036066757584,2023-03-02 13:00:00,Transferencia,Sucursal
1455,6678.053554996194,2023-03-02 14:00:00,Retiro,Cajero
1456,6219.438597470114,2023-03-02 15:00:00,Retiro,Cajero
1457,2307.1151955877726,2023-03-02 16:00:00,Retiro,Cajero
1458,8089.388438065596,2023-03-02 17:00:00,Retiro,Banca en Línea
1459,3094.895835250852,2023-03-02 18:00:00,Transferencia,Sucursal
1460,1501.565298741668,2023-03-02 19:00:00,Transferencia,Cajero
1461,8377.00298516383,2023-03-02 20:00:00,Compra,Cajero
1462,5765.091624503724,2023-03-02 21:00:00,Compra,Cajero
1463,8932.474939140036,2023-03-02 22:00:00,Retiro,Cajero
1464,3406.8927035293286,2023-03-02 23:00:00,Retiro,Sucursal
1465,8145.5787126740415,2023-03-03 00:00:00,Compra,Cajero
1466,9316.225384879242,2023-03-03 01:00:00,Compra,Sucursal
1467,7050.04384658477,2023-03-03 02:00:00,Compra,Sucursal
1468,3126.5390288683034,2023-03-03 03:00:00,Compra,Sucursal
1469,606.4253465334268,2023-03-03 04:00:00,Retiro,Banca en Línea
1470,6280.747249827788,2023-03-03 05:00:00,Compra,Sucursal
1471,2052.4440623344462,2023-03-03 06:00:00,Transferencia,Banca en Línea
1472,559.1181040279545,2023-03-03 07:00:00,Retiro,Banca en Línea
1473,1950.6373492223277,2023-03-03 08:00:00,Compra,Cajero
1474,9216.009493987855,2023-03-03 09:00:00,Compra,Banca en Línea
1475,8193.890752768206,2023-03-03 10:00:00,Compra,Banca en Línea
1476,5773.518141821066,2023-03-03 11:00:00,Transferencia,Banca en Línea
1477,6251.96418014614,2023-03-03 12:00:00,Transferencia,Banca en Línea
1478,9811.554289933076,2023-03-03 13:00:00,Retiro,Banca en Línea
1479,1144.3960354356173,2023-03-03 14:00:00,Retiro,Sucursal
1480,3644.574463932214,2023-03-03 15:00:00,Retiro,Sucursal
1481,8123.747006982465,2023-03-03 16:00:00,Retiro,Cajero
1482,6084.736361063169,2023-03-03 17:00:00,Retiro,Cajero
1483,3650.691487965087,2023-03-03 18:00:00,Transferencia,Banca en Línea
1484,917.6592349825897,2023-03-03 19:00:00,Transferencia,Cajero
1485,2565.916552257718,2023-03-03 20:00:00,Compra,Sucursal
1486,3512.2630333448187,2023-03-03 21:00:00,Retiro,Banca en Línea
1487,4793.662392220465,2023-03-03 22:00:00,Compra,Sucursal
1488,4590.279291630503,2023-03-03 23:00:00,Retiro,Sucursal
1489,9894.968667955984,2023-03-04 00:00:00,Retiro,Sucursal
1490,56.096776185817575,2023-03-04 01:00:00,Retiro,Sucursal
1491,6804.26719606309,2023-03-04 02:00:00,Compra,Banca en Línea
1492,9201.50327637989,2023-03-04 03:00:00,Compra,Sucursal
1493,4165.393793441518,2023-03-04 04:00:00,Retiro,Banca en Línea
1494,4566.8448764940495,2023-03-04 05:00:00,Compra,Cajero
1495,4565.4566314619915,2023-03-04 06:00:00,Compra,Banca en Línea
1496,6230.388468263101,2023-03-04 07:00:00,Transferencia,Cajero
1497,8091.404934305436,2023-03-04 08:00:00,Retiro,Sucursal
1498,8716.117551864476,2023-03-04 09:00:00,Transferencia,Banca en Línea
1499,6036.808997519676,2023-03-04 10:00:00,Compra,Banca en Línea
1500,9624.339226884711,2023-03-04 11:00:00,Transferencia,Sucursal
1501,3986.0939522245103,2023-03-04 12:00:00,Compra,Sucursal
1502,8821.653436632632,2023-03-04 13:00:00,Retiro,Sucursal
1503,8277.727848058395,2023-03-04 14:00:00,Retiro,Sucursal
1504,8189.115620698072,2023-03-04 15:00:00,Retiro,Banca en Línea
1505,4513.7239264408145,2023-03-04 16:00:00,Retiro,Banca en Línea
1506,9874.766388998109,2023-03-04 17:00:00,Transferencia,Cajero
1507,5908.271998650576,2023-03-04 18:00:00,Retiro,Banca en Línea
1508,8612.183725309502,2023-03-04 19:00:00,Transferencia,Sucursal
1509,3178.847671535414,2023-03-04 20:00:00,Transferencia,Cajero
1510,1462.3958961456408,2023-03-04 21:00:00,Transferencia,Banca en Línea
1511,5546.614294626164,2023-03-04 22:00:00,Transferencia,Sucursal
1512,8923.2660286611,2023-03-04 23:00:00,Compra,Sucursal
1513,6109.040895010326,2023-03-05 00:00:00,Transferencia,Cajero
1514,2792.900318467067,2023-03-05 01:00:00,Retiro,Banca en Línea
1515,9721.755507898959,2023-03-05 02:00:00,Transferencia,Banca en Línea
1516,1252.7669827177829,2023-03-05 03:00:00,Transferencia,Banca en Línea
1517,717.8756446060232,2023-03-05 04:00:00,Transferencia,Banca en Línea
1518,2501.7495485878435,2023-03-05 05:00:00,Retiro,Cajero
1519,6777.259328045385,2023-03-05 06:00:00,Transferencia,Cajero
1520,2203.601604457409,2023-03-05 07:00:00,Transferencia,Banca en Línea
1521,8967.91164883342,2023-03-05 08:00:00,Transferencia,Banca en Línea
1522,4923.424502849109,2023-03-05 09:00:00,Compra,Banca en Línea
1523,9588.99095355139,2023-03-05 10:00:00,Compra,Sucursal
1524,1288.1417973170458,2023-03-05 11:00:00,Compra,Sucursal
1525,7156.998921628084,2023-03-05 12:00:00,Transferencia,Banca en Línea
1526,9863.104652653179,2023-03-05 13:00:00,Retiro,Banca en Línea
1527,9039.320335822433,2023-03-05 14:00:00,Compra,Banca en Línea
1528,275.5379066115369,2023-03-05 15:00:00,Retiro,Cajero
1529,4263.661757331711,2023-03-05 16:00:00,Compra,Cajero
1530,8527.107599185503,2023-03-05 17:00:00,Transferencia,Banca en Línea
1531,3926.9566580992973,2023-03-05 18:00:00,Transferencia,Banca en Línea
1532,7694.650240188174,2023-03-05 19:00:00,Transferencia,Sucursal
1533,1047.0673218724694,2023-03-05 20:00:00,Transferencia,Banca en Línea
1534,6402.150024119695,2023-03-05 21:00:00,Retiro,Cajero
1535,9410.207913361313,2023-03-05 22:00:00,Transferencia,Banca en Línea
1536,9713.091341017898,2023-03-05 23:00:00,Compra,Banca en Línea
1537,9032.826695758278,2023-03-06 00:00:00,Retiro,Banca en Línea
1538,3351.0827850051805,2023-03-06 01:00:00,Compra,Cajero
1539,1988.7662447623252,2023-03-06 02:00:00,Transferencia,Sucursal
1540,2463.3090241134855,2023-03-06 03:00:00,Compra,Banca en Línea
1541,754.0488257511524,2023-03-06 04:00:00,Retiro,Sucursal
1542,186.06365576080717,2023-03-06 05:00:00,Compra,Cajero
1543,9111.955946063545,2023-03-06 06:00:00,Transferencia,Sucursal
1544,4614.423245157468,2023-03-06 07:00:00,Transferencia,Sucursal
1545,4400.12441871492,2023-03-06 08:00:00,Transferencia,Banca en Línea
1546,1694.3396765824464,2023-03-06 09:00:00,Compra,Banca en Línea
1547,9557.933439656801,2023-03-06 10:00:00,Retiro,Cajero
1548,1678.6393901704198,2023-03-06 11:00:00,Retiro,Banca en Línea
1549,9152.238411120012,2023-03-06 12:00:00,Compra,Cajero
1550,2777.9643454798475,2023-03-06 13:00:00,Transferencia,Cajero
1551,1059.0277978709696,2023-03-06 14:00:00,Compra,Cajero
1552,620.8662614187564,2023-03-06 15:00:00,Transferencia,Banca en Línea
1553,3425.939257548997,2023-03-06 16:00:00,Compra,Cajero
1554,6919.686013336515,2023-03-06 17:00:00,Compra,Cajero
1555,6377.697049455504,2023-03-06 18:00:00,Transferencia,Cajero
1556,9768.350176415697,2023-03-06 19:00:00,Transferencia,Sucursal
1557,9490.639028103114,2023-03-06 20:00:00,Retiro,Sucursal
1558,8644.815231937737,2023-03-06 21:00:00,Retiro,Banca en Línea
1559,5734.895088428674,2023-03-06 22:00:00,Transferencia,Sucursal
1560,7148.210285470589,2023-03-06 23:00:00,Transferencia,Banca en Línea
1561,4801.608280596828,2023-03-07 00:00:00,Retiro,Cajero
1562,2192.575006726122,2023-03-07 01:00:00,Retiro,Sucursal
1563,4796.960164181357,2023-03-07 02:00:00,Retiro,Banca en Línea
1564,7434.701296532184,2023-03-07 03:00:00,Retiro,Sucursal
1565,4440.671839582678,2023-03-07 04:00:00,Compra,Cajero
1566,6725.845757515856,2023-03-07 05:00:00,Compra,Banca en Línea
1567,5104.332354539999,2023-03-07 06:00:00,Retiro,Sucursal
1568,1665.8336227581344,2023-03-07 07:00:00,Compra,Cajero
1569,8658.014187823523,2023-03-07 08:00:00,Transferencia,Cajero
1570,9357.12492990578,2023-03-07 09:00:00,Compra,Cajero
1571,1227.3441372197183,2023-03-07 10:00:00,Retiro,Banca en Línea
1572,412.3503068265283,2023-03-07 11:00:00,Transferencia,Banca en Línea
1573,7026.882836823924,2023-03-07 12:00:00,Retiro,Cajero
1574,9117.407101286331,2023-03-07 13:00:00,Retiro,Banca en Línea
1575,9798.04697884484,2023-03-07 14:00:00,Retiro,Sucursal
1576,6147.520173731263,2023-03-07 15:00:00,Retiro,Cajero
1577,3210.7350462873146,2023-03-07 16:00:00,Transferencia,Sucursal
1578,9943.420593708935,2023-03-07 17:00:00,Transferencia,Cajero
1579,5304.640102741007,2023-03-07 18:00:00,Compra,Sucursal
1580,7293.5789796872505,2023-03-07 19:00:00,Retiro,Banca en Línea
1581,5585.13812347307,2023-03-07 20:00:00,Compra,Cajero
1582,1651.3711944622569,2023-03-07 21:00:00,Retiro,Cajero
1583,9334.080327522573,2023-03-07 22:00:00,Transferencia,Sucursal
1584,22.471588961390193,2023-03-07 23:00:00,Retiro,Banca en Línea
1585,1991.2956397025964,2023-03-08 00:00:00,Compra,Cajero
1586,8859.210804680832,2023-03-08 01:00:00,Compra,Sucursal
1587,9397.414447681287,2023-03-08 02:00:00,Compra,Cajero
