Cuenta_ID,Transaccion_ID,Hora,Medio_Pago,Canal
123,1859,3:14:25,Transferencia,App
1173,252,23:7:51,Transferencia,Online
685,1762,1:32:2,Efectivo,App
1691,4315,8:48:58,Transferencia,Sucursal
279,4301,9:51:43,Efectivo,Online
1283,2932,8:4:39,Efectivo,App
1397,4406,5:21:39,Efectivo,App
604,4151,1:40:13,Tarjeta,Online
2824,235,7:30:37,Efectivo,Sucursal
42,2143,11:24:3,Efectivo,Sucursal
773,999,10:9:49,Tarjeta,Sucursal
2647,4634,0:11:16,Transferencia,Sucursal
2136,4158,2:42:40,Transferencia,Sucursal
2565,1337,7:13:37,Transferencia,App
2445,2115,8:33:2,Tarjeta,Online
2603,2240,1:16:40,Efectivo,Online
243,1737,7:19:35,Efectivo,App
1619,4049,22:46:25,Tarjeta,Sucursal
968,1101,5:24:25,Tarjeta,Online
2631,2571,4:30:16,Tarjeta,Online
1569,2965,4:55:6,Tarjeta,Online
692,613,16:12:17,Tarjeta,Sucursal
675,2788,6:54:50,Efectivo,Online
1488,3379,3:5:46,Tarjeta,Online
602,3407,6:52:55,Efectivo,Online
2074,102,13:15:38,Transferencia,App
696,3009,6:15:10,Transferencia,Online
846,1944,8:9:57,Tarjeta,App
2974,2444,2:37:25,Transferencia,Online
836,4725,6:43:27,Transferencia,Online
1642,4301,14:58:59,Tarjeta,App
2091,447,11:58:51,Efectivo,Online
2660,1948,12:36:17,Efectivo,App
2935,1612,23:48:19,Efectivo,App
438,1029,20:15:59,Efectivo,Online
829,2407,18:33:7,Tarjeta,Sucursal
52,2149,0:25:44,Transferencia,Sucursal
2575,3178,15:19:43,Transferencia,App
2166,3503,19:34:57,Efectivo,Sucursal
2155,4833,14:11:54,Efectivo,Online
1067,4965,14:51:56,Transferencia,App
804,359,10:42:54,Efectivo,App
1196,2962,7:0:35,Efectivo,App
877,2252,2:21:48,Tarjeta,Online
395,76,21:31:16,Efectivo,Online
2439,4969,14:55:23,Tarjeta,App
2195,576,18:20:40,Tarjeta,Sucursal
712,2990,20:57:24,Tarjeta,Sucursal
837,26,4:40:3,Transferencia,Sucursal
2231,2922,8:48:27,Tarjeta,Sucursal
1069,364,21:38:58,Tarjeta,App
879,772,18:49:25,Tarjeta,Online
2990,2811,12:11:38,Efectivo,Sucursal
2972,155,0:28:58,Tarjeta,Online
751,643,21:37:13,Efectivo,Sucursal
2447,4270,7:18:40,Transferencia,Online
2147,1176,5:5:22,Tarjeta,App
1226,1604,13:44:39,Transferencia,Online
189,2149,15:58:47,Efectivo,Online
743,331,20:9:34,Transferencia,Online
1777,749,1:16:56,Tarjeta,Sucursal
1005,1031,2:11:59,Transferencia,Sucursal
63,1989,18:33:30,Tarjeta,App
2382,1448,12:13:22,Efectivo,App
1517,2276,2:39:42,Efectivo,App
1223,1892,12:23:44,Efectivo,App
267,3096,9:2:17,Efectivo,App
38,1916,1:47:4,Efectivo,App
1216,4308,10:56:5,Tarjeta,Sucursal
2158,250,20:4:29,Transferencia,Sucursal
707,1277,5:32:50,Efectivo,Online
313,1336,6:33:15,Transferencia,Online
1259,3060,8:46:41,Efectivo,Online
1685,1942,23:20:46,Efectivo,Sucursal
295,4157,11:27:6,Tarjeta,Sucursal
932,3569,1:57:35,Transferencia,App
606,636,15:44:14,Efectivo,App
918,4429,18:19:37,Tarjeta,Sucursal
1931,4302,21:44:12,Efectivo,Online
1218,4819,3:0:6,Tarjeta,Online
1762,1916,15:59:27,Tarjeta,Sucursal
1984,1659,21:46:54,Tarjeta,Online
1039,4797,22:42:56,Efectivo,Online
2492,2403,19:23:34,Tarjeta,Sucursal
1899,2911,2:54:5,Transferencia,Online
631,2747,13:10:45,Tarjeta,App
793,159,1:17:13,Efectivo,App
2981,1932,22:3:3,Transferencia,Online
743,1998,1:3:43,Efectivo,Online
2475,4180,15:13:26,Tarjeta,Sucursal
2842,3695,9:27:14,Tarjeta,App
2975,2726,5:37:19,Transferencia,Online
2972,4154,5:9:0,Transferencia,App
1542,860,21:38:53,Tarjeta,Online
298,139,7:43:8,Tarjeta,Online
1028,2064,3:46:26,Efectivo,App
2985,3705,7:46:45,Tarjeta,App
1102,2067,13:3:45,Efectivo,App
494,4327,22:22:53,Transferencia,Online
2616,4419,19:17:8,Tarjeta,Sucursal
2104,3147,8:31:16,Efectivo,App
2024,813,0:18:49,Transferencia,Online
786,4740,0:34:21,Efectivo,Sucursal
2967,3700,10:58:42,Transferencia,App
487,2277,21:5:38,Efectivo,App
715,44,18:13:25,Efectivo,Online
1940,853,7:7:56,Efectivo,Online
1288,4067,20:50:5,Efectivo,Sucursal
1613,3639,4:44:43,Tarjeta,Sucursal
1438,2409,18:18:37,Tarjeta,Online
181,1173,1:43:21,Tarjeta,Online
1510,1728,4:47:44,Transferencia,Sucursal
1124,4376,18:31:42,Efectivo,Sucursal
573,579,3:46:23,Efectivo,App
502,4475,18:19:32,Transferencia,Online
2308,91,8:35:49,Tarjeta,App
1337,2335,21:53:44,Efectivo,Sucursal
2146,2289,22:37:43,Efectivo,App
797,2564,7:35:40,Efectivo,App
828,4263,19:3:39,Tarjeta,Sucursal
1425,2341,4:49:52,Transferencia,App
164,89,13:46:41,Efectivo,App
2111,1788,23:48:22,Transferencia,Online
2096,1598,18:14:18,Tarjeta,Online
2901,1117,10:59:24,Tarjeta,App
2252,4128,16:33:10,Tarjeta,Sucursal
1167,2135,10:55:27,Efectivo,App
825,440,8:48:36,Efectivo,Online
1294,3563,5:12:32,Efectivo,App
965,1849,3:24:44,Efectivo,Sucursal
1475,691,17:25:53,Transferencia,App
1834,3521,3:36:26,Transferencia,Sucursal
1040,2085,0:21:44,Tarjeta,Sucursal
1376,726,16:42:39,Tarjeta,Online
1158,1038,1:3:35,Transferencia,Online
2827,4199,15:44:22,Tarjeta,Online
2503,1913,2:57:5,Efectivo,Online
2050,3963,23:11:6,Efectivo,App
415,2507,15:44:58,Tarjeta,App
301,3437,22:14:29,Efectivo,Sucursal
519,880,0:35:42,Transferencia,App
771,4304,16:59:1,Tarjeta,Sucursal
335,23,18:22:52,Efectivo,Online
2109,516,21:27:7,Tarjeta,Sucursal
1062,4542,5:48:39,Efectivo,Online
1492,3567,18:40:44,Efectivo,Online
274,2941,21:38:4,Efectivo,App
1614,1118,11:36:34,Transferencia,Sucursal
685,3456,3:45:38,Efectivo,Sucursal
81,2992,2:51:21,Transferencia,App
2801,608,1:56:11,Transferencia,Sucursal
1833,600,13:3:11,Transferencia,Sucursal
2953,3548,11:58:13,Tarjeta,Online
2960,2564,21:52:27,Tarjeta,Sucursal
2031,2004,17:9:55,Tarjeta,Online
169,3759,1:29:5,Transferencia,Online
1980,2113,8:1:15,Transferencia,App
1029,4546,4:2:54,Tarjeta,Online
2319,3279,18:47:9,Efectivo,Sucursal
62,2347,23:39:11,Efectivo,Online
2607,253,13:12:35,Transferencia,Sucursal
1439,560,9:8:7,Transferencia,Online
1404,2394,19:3:22,Tarjeta,App
741,4378,14:51:13,Transferencia,App
2268,4143,4:58:55,Tarjeta,Sucursal
1826,381,7:49:8,Efectivo,Online
835,2518,21:6:5,Transferencia,Online
2389,2954,8:33:2,Transferencia,Online
129,4749,23:3:36,Tarjeta,Online
1401,1309,6:49:40,Efectivo,Sucursal
420,3997,9:0:50,Tarjeta,App
1527,1304,19:46:30,Tarjeta,App
1041,1349,6:29:48,Efectivo,App
2994,4277,15:30:37,Transferencia,Sucursal
2596,794,17:33:23,Efectivo,Sucursal
897,1742,3:39:14,Tarjeta,App
749,3530,1:28:18,Tarjeta,Online
1188,4557,12:36:7,Efectivo,Online
1132,780,11:21:23,Efectivo,Sucursal
1133,3187,11:34:1,Transferencia,App
130,4931,2:9:57,Transferencia,Online
2175,3940,0:35:18,Tarjeta,Sucursal
599,4497,4:37:3,Transferencia,Online
1155,4142,16:22:10,Transferencia,Online
2088,1050,17:52:53,Transferencia,App
1786,492,7:38:8,Tarjeta,App
132,1439,3:37:46,Transferencia,Sucursal
2454,78,23:9:13,Transferencia,Online
685,1370,20:8:15,Tarjeta,Online
55,4731,5:38:2,Transferencia,App
2259,1401,13:48:53,Transferencia,Sucursal
2091,4135,16:52:44,Transferencia,App
2158,3039,21:22:26,Transferencia,Sucursal
2282,146,1:18:41,Efectivo,App
1210,4950,8:39:8,Efectivo,Sucursal
914,182,19:1:56,Transferencia,Sucursal
1234,2417,23:3:15,Tarjeta,App
35,3328,9:7:47,Tarjeta,Sucursal
1512,388,8:45:1,Efectivo,Sucursal
2994,904,22:52:6,Tarjeta,Online
168,444,11:56:55,Transferencia,Sucursal
2876,887,9:38:42,Transferencia,App
897,3363,5:55:7,Efectivo,Online
2176,460,9:11:41,Tarjeta,App
1524,488,21:33:54,Transferencia,Sucursal
1882,4364,10:43:56,Efectivo,Online
365,1348,12:42:15,Tarjeta,Sucursal
1071,1096,8:47:21,Transferencia,App
1096,4800,19:43:37,Efectivo,App
1267,2970,4:45:25,Transferencia,Sucursal
1198,1489,4:6:19,Tarjeta,Online
1674,4141,14:6:11,Tarjeta,Sucursal
649,1079,22:30:38,Tarjeta,Sucursal
2153,66,1:5:54,Tarjeta,Sucursal
1406,4374,20:40:46,Tarjeta,App
1342,2225,17:11:9,Efectivo,App
2817,5,4:27:43,Efectivo,App
2000,4643,0:51:50,Efectivo,App
2457,4281,0:47:37,Efectivo,Online
346,2266,15:4:1,Efectivo,Online
1757,83,23:30:23,Tarjeta,Online
542,3487,13:5:59,Efectivo,App
1504,1131,15:14:6,Efectivo,Sucursal
66,2371,2:33:25,Tarjeta,Online
2734,2362,4:31:52,Tarjeta,Online
1143,1240,21:54:21,Transferencia,App
2950,1383,13:4:52,Transferencia,Online
333,872,5:33:6,Tarjeta,Sucursal
496,1651,16:24:29,Tarjeta,Online
1060,4607,14:24:33,Transferencia,Sucursal
111,1650,22:25:51,Tarjeta,App
759,875,20:36:47,Efectivo,Sucursal
832,3800,3:45:20,Transferencia,Online
71,3409,2:10:30,Efectivo,Online
2990,3376,7:25:1,Efectivo,Online
2613,464,23:35:39,Efectivo,App
1641,573,21:4:59,Transferencia,Sucursal
1152,304,17:57:3,Tarjeta,App
2485,4126,11:20:11,Tarjeta,Online
1801,4638,21:31:20,Tarjeta,Online
107,3331,11:13:33,Transferencia,Online
2151,3287,15:28:1,Tarjeta,Sucursal
1628,2020,16:50:12,Efectivo,Sucursal
616,4761,4:32:4,Tarjeta,Sucursal
2596,36,20:29:26,Efectivo,Online
1614,954,17:30:27,Transferencia,Online
1320,3732,22:21:21,Tarjeta,Sucursal
1444,4832,16:47:35,Transferencia,Sucursal
349,1469,1:24:53,Efectivo,App
2797,2894,14:30:51,Transferencia,App
775,3086,6:30:39,Transferencia,Sucursal
2090,3064,6:0:40,Efectivo,Online
1814,572,7:4:12,Tarjeta,Sucursal
2745,406,8:26:9,Efectivo,App
2904,920,6:22:10,Transferencia,Sucursal
232,3640,16:58:51,Transferencia,Online
732,3409,23:41:36,Tarjeta,Sucursal
406,3911,6:35:34,Tarjeta,Online
1833,771,10:12:37,Transferencia,Sucursal
167,447,5:34:45,Transferencia,Sucursal
1549,3017,8:18:10,Tarjeta,Sucursal
2035,4246,10:10:40,Tarjeta,Online
1693,2852,8:33:22,Tarjeta,App
1443,2505,14:16:11,Efectivo,Sucursal
2311,2089,2:46:39,Efectivo,App
1810,1625,3:46:48,Transferencia,Sucursal
319,3095,10:20:22,Tarjeta,Sucursal
1665,3535,5:54:15,Efectivo,Sucursal
2775,780,17:7:23,Transferencia,Sucursal
2803,2682,10:12:11,Efectivo,Sucursal
630,474,15:54:1,Transferencia,Sucursal
1874,1770,6:46:31,Tarjeta,App
786,523,21:35:56,Tarjeta,App
2472,3091,22:22:45,Tarjeta,Sucursal
1890,4181,5:13:23,Tarjeta,Online
633,432,14:3:56,Tarjeta,App
626,1140,19:26:42,Efectivo,Online
2627,357,19:47:41,Efectivo,Sucursal
91,2282,4:25:48,Transferencia,Online
1008,2023,2:5:24,Transferencia,App
988,95,7:25:34,Efectivo,Sucursal
546,2917,9:26:53,Transferencia,App
1204,1733,15:2:8,Efectivo,Online
68,1404,14:32:27,Tarjeta,Sucursal
2576,2534,4:13:37,Transferencia,Online
622,2405,22:29:56,Transferencia,Sucursal
2238,1986,17:10:41,Transferencia,Online
937,1558,10:40:3,Tarjeta,Sucursal
482,3275,16:59:33,Transferencia,Online
656,3855,21:59:33,Efectivo,Sucursal
1842,4878,21:59:27,Efectivo,App
2346,2241,22:57:42,Transferencia,App
1190,1849,15:59:14,Tarjeta,App
2251,1264,4:17:15,Tarjeta,Online
972,1126,4:46:22,Transferencia,Online
2299,4220,5:31:33,Tarjeta,Sucursal
273,67,19:12:49,Transferencia,Online
988,4009,8:2:39,Efectivo,App
1034,3450,8:7:40,Tarjeta,App
1476,1318,15:26:0,Transferencia,Sucursal
36,2909,13:17:23,Efectivo,Sucursal
21,3823,20:17:37,Tarjeta,App
1137,312,2:59:47,Transferencia,Online
582,530,6:18:25,Transferencia,App
453,1012,20:52:51,Transferencia,App
482,4139,11:28:42,Tarjeta,Sucursal
1419,4019,4:20:33,Efectivo,App
137,3581,2:23:23,Tarjeta,Sucursal
1926,1000,18:4:7,Tarjeta,App
1489,2264,21:55:55,Transferencia,App
2569,3026,11:59:28,Efectivo,Sucursal
2998,2375,0:17:24,Tarjeta,Online
2828,2542,18:19:1,Tarjeta,Sucursal
2705,3882,13:1:17,Transferencia,App
2116,2218,11:23:40,Transferencia,App
1384,3298,16:9:24,Tarjeta,App
403,4977,2:57:10,Tarjeta,Sucursal
501,770,5:45:5,Efectivo,Sucursal
1353,3039,18:1:45,Tarjeta,Sucursal
331,2200,3:30:48,Efectivo,App
1481,526,13:45:32,Transferencia,App
1681,3730,6:43:55,Efectivo,Sucursal
2698,1512,21:21:31,Transferencia,Online
2172,1452,11:53:54,Tarjeta,Sucursal
10,2594,6:38:1,Tarjeta,Online
839,3012,4:49:6,Transferencia,Sucursal
20,2310,23:14:24,Efectivo,App
194,3379,8:21:39,Tarjeta,App
1903,765,12:22:21,Efectivo,App
32,3114,19:55:59,Efectivo,Sucursal
1015,4251,15:44:34,Tarjeta,Sucursal
785,2745,2:14:0,Transferencia,App
2296,819,23:38:16,Tarjeta,Online
1839,3874,20:49:30,Tarjeta,Sucursal
463,4509,22:14:29,Transferencia,Sucursal
2055,685,5:17:0,Transferencia,Sucursal
2264,3447,17:26:36,Tarjeta,Sucursal
1854,4866,0:26:19,Transferencia,Online
2748,1337,16:24:50,Efectivo,Sucursal
2659,147,11:50:2,Transferencia,Sucursal
1479,347,11:42:39,Tarjeta,Online
1537,4141,20:47:7,Efectivo,Online
2684,1770,8:31:1,Efectivo,Online
699,4138,4:10:17,Tarjeta,Sucursal
79,587,8:46:30,Efectivo,Online
959,4185,23:15:18,Transferencia,Sucursal
2675,305,0:13:41,Tarjeta,Sucursal
2324,1443,10:38:42,Transferencia,Online
347,3849,9:40:38,Efectivo,Online
321,2551,1:23:17,Tarjeta,Sucursal
2320,400,3:17:5,Efectivo,Online
1062,128,23:47:13,Tarjeta,App
291,3033,9:54:27,Transferencia,Online
160,4890,1:18:40,Tarjeta,Sucursal
148,274,17:41:51,Efectivo,Online
1303,234,15:45:0,Efectivo,Online
2788,3595,14:52:3,Transferencia,Sucursal
2143,2377,9:0:21,Transferencia,Sucursal
2040,4661,10:58:47,Transferencia,Sucursal
438,1256,20:50:14,Tarjeta,Sucursal
2493,1341,10:57:1,Tarjeta,Sucursal
936,809,10:39:11,Tarjeta,Sucursal
1094,4951,19:41:14,Efectivo,Sucursal
729,3876,22:35:30,Tarjeta,Sucursal
1381,4315,18:53:34,Tarjeta,App
614,2435,23:12:12,Efectivo,Online
1337,810,16:29:16,Tarjeta,Sucursal
2941,797,4:37:24,Tarjeta,App
392,4860,22:9:51,Transferencia,Sucursal
2810,2229,2:35:59,Transferencia,Sucursal
410,1899,15:48:0,Efectivo,Online
1602,4781,10:20:7,Tarjeta,Sucursal
1992,3123,15:34:16,Tarjeta,App
912,1644,22:19:8,Transferencia,Online
861,2390,14:9:16,Transferencia,App
1470,4083,5:6:29,Tarjeta,Online
1686,4716,19:37:51,Transferencia,Sucursal
1115,4183,3:52:28,Efectivo,Online
2905,4240,5:59:16,Transferencia,Online
2365,381,17:59:25,Transferencia,Online
336,1569,7:20:32,Transferencia,Sucursal
2103,2305,1:40:52,Transferencia,Sucursal
307,1290,10:29:2,Tarjeta,Sucursal
838,1256,1:24:57,Transferencia,Online
2719,2512,12:25:39,Transferencia,App
883,1256,0:57:3,Tarjeta,App
2207,2862,21:43:23,Transferencia,Sucursal
213,1091,13:47:35,Transferencia,Online
2744,2700,8:13:52,Transferencia,Sucursal
45,1910,3:27:22,Tarjeta,App
645,541,9:11:58,Efectivo,Sucursal
740,3975,11:40:19,Tarjeta,Online
973,2117,17:55:0,Efectivo,App
2291,2481,18:31:3,Tarjeta,Online
143,814,7:25:17,Tarjeta,Online
198,4490,9:28:48,Efectivo,Sucursal
1292,3572,2:39:4,Transferencia,Sucursal
108,3195,5:39:26,Tarjeta,App
2981,1850,2:30:11,Tarjeta,App
152,2848,13:23:50,Transferencia,Sucursal
1759,4946,7:18:56,Tarjeta,Online
2390,2556,17:46:23,Efectivo,Sucursal
204,1392,20:55:31,Efectivo,App
1501,1076,5:45:23,Efectivo,App
907,2660,16:43:34,Efectivo,Online
2452,3889,8:33:21,Transferencia,Online
2032,196,9:48:36,Efectivo,Sucursal
1933,1191,11:56:43,Efectivo,App
2590,2917,12:5:23,Tarjeta,App
1639,3580,18:35:18,Transferencia,Online
2098,713,11:47:34,Tarjeta,Online
2603,917,20:18:43,Tarjeta,Sucursal
160,4098,16:6:14,Tarjeta,Sucursal
218,3429,17:11:31,Efectivo,Sucursal
270,1594,6:20:52,Tarjeta,Online
1737,4754,14:56:39,Tarjeta,Sucursal
241,194,10:0:36,Tarjeta,Online
832,1638,19:29:43,Transferencia,Sucursal
1398,4932,6:27:53,Efectivo,Online
1057,4965,4:18:6,Efectivo,Sucursal
744,2890,17:49:56,Efectivo,App
1929,2901,3:49:58,Transferencia,Sucursal
1072,3570,21:22:49,Efectivo,Sucursal
1048,1507,13:36:21,Transferencia,App
391,4752,8:20:25,Tarjeta,Online
2838,3528,15:41:11,Tarjeta,Online
2628,609,18:44:20,Efectivo,Online
1023,3495,17:42:56,Transferencia,Sucursal
709,509,17:38:7,Transferencia,Online
1732,2593,18:20:36,Transferencia,Sucursal
2484,4268,1:53:23,Efectivo,Online
1033,4502,11:13:18,Tarjeta,Online
1294,941,14:26:53,Tarjeta,Online
900,2748,13:56:54,Transferencia,Sucursal
1641,321,10:8:10,Efectivo,Sucursal
2021,40,21:53:34,Efectivo,App
342,756,19:44:50,Tarjeta,App
1537,2099,21:30:25,Tarjeta,App
2552,3301,1:30:43,Efectivo,Online
1749,848,22:4:43,Efectivo,App
2696,1876,15:37:20,Transferencia,App
1831,2332,13:50:1,Tarjeta,Online
2851,3273,19:18:59,Efectivo,Sucursal
2712,1221,8:47:26,Efectivo,App
2818,2105,3:1:8,Efectivo,Sucursal
1915,2998,19:36:55,Efectivo,Online
1356,3882,10:41:37,Tarjeta,Sucursal
87,2266,13:55:57,Efectivo,Sucursal
1972,2020,10:58:55,Efectivo,App
621,1175,12:32:38,Efectivo,Online
2997,1853,17:48:35,Transferencia,Online
2088,2587,3:10:56,Tarjeta,Sucursal
1495,1659,22:32:47,Transferencia,Online
282,2582,19:19:30,Transferencia,App
1757,3909,7:42:52,Tarjeta,Online
2984,3838,21:53:44,Efectivo,App
947,2475,0:30:40,Transferencia,App
2994,4056,15:38:32,Tarjeta,App
1073,4616,4:42:50,Transferencia,App
1943,2867,9:8:37,Tarjeta,App
1053,2055,5:49:54,Tarjeta,Sucursal
1869,558,13:10:17,Transferencia,Online
2009,39,3:29:42,Transferencia,Sucursal
1165,4648,4:38:18,Efectivo,App
2701,4604,2:3:39,Efectivo,Sucursal
1617,3451,18:16:22,Tarjeta,Online
261,2489,13:37:37,Transferencia,Online
1211,4410,4:6:2,Transferencia,Online
421,4127,19:58:10,Tarjeta,Online
2632,1571,5:29:9,Tarjeta,App
85,985,5:4:11,Transferencia,Online
2342,481,17:22:50,Tarjeta,Online
2777,2100,23:16:41,Tarjeta,App
2716,425,23:18:40,Transferencia,Online
2370,1916,19:45:37,Efectivo,Online
1738,620,6:47:12,Efectivo,Online
2749,568,6:4:19,Tarjeta,Online
415,1189,2:4:39,Efectivo,App
2805,1929,15:0:23,Transferencia,App
33,3838,6:13:23,Tarjeta,Online
2294,3026,4:2:34,Transferencia,App
2285,2137,13:1:36,Tarjeta,Sucursal
634,1957,22:27:21,Tarjeta,Sucursal
1443,3438,6:38:34,Transferencia,Online
1750,2514,10:45:29,Efectivo,Sucursal
1031,4473,13:36:16,Efectivo,Online
1180,2511,19:24:37,Efectivo,App
1975,3586,21:37:57,Transferencia,Online
863,2699,5:16:10,Transferencia,Sucursal
2138,2695,7:13:52,Efectivo,App
2208,460,12:57:51,Transferencia,Online
2258,1350,15:13:18,Efectivo,Sucursal
165,282,13:57:16,Efectivo,Online
619,389,0:29:39,Tarjeta,App
935,4071,14:39:57,Efectivo,App
2941,566,13:51:36,Transferencia,Online
1536,77,8:14:23,Tarjeta,Online
1547,145,6:31:37,Tarjeta,Sucursal
1541,3144,17:37:29,Tarjeta,Online
2600,2822,8:29:24,Tarjeta,Online
743,1027,22:23:23,Tarjeta,App
1817,359,10:20:35,Transferencia,Sucursal
123,2445,0:23:16,Transferencia,Sucursal
1316,3091,5:15:25,Transferencia,Sucursal
1001,2030,16:23:3,Efectivo,Online
2638,1741,16:9:33,Efectivo,App
1238,1281,10:34:38,Efectivo,Sucursal
2901,3107,0:45:50,Efectivo,Sucursal
1835,2206,12:33:27,Tarjeta,App
373,533,18:46:14,Tarjeta,Online
411,1641,1:4:13,Efectivo,App
2575,2756,18:54:41,Transferencia,Sucursal
197,2270,18:58:7,Tarjeta,Sucursal
1490,3791,7:30:28,Efectivo,Sucursal
2495,4566,10:18:8,Tarjeta,App
133,3914,20:23:3,Tarjeta,App
2763,4850,22:41:21,Transferencia,App
277,2411,8:24:12,Transferencia,App
1701,1968,4:25:35,Tarjeta,Sucursal
645,2284,4:42:4,Efectivo,Online
853,3109,5:23:59,Tarjeta,Online
852,663,14:40:34,Tarjeta,Sucursal
1482,2775,22:22:42,Transferencia,Online
2112,661,19:52:45,Efectivo,Sucursal
958,3672,8:33:51,Transferencia,Online
600,3108,19:32:23,Transferencia,Sucursal
1292,2945,18:27:37,Tarjeta,Online
716,4698,15:50:6,Efectivo,Sucursal
260,4396,23:24:29,Tarjeta,Sucursal
487,4699,8:32:47,Tarjeta,App
1026,2833,3:52:41,Efectivo,App
694,899,2:43:54,Tarjeta,App
450,3825,4:52:24,Tarjeta,Online
887,1105,18:1:55,Efectivo,Sucursal
559,2353,8:10:2,Tarjeta,App
2530,4923,16:35:24,Transferencia,Sucursal
1415,3857,21:32:27,Tarjeta,Online
2196,2774,6:22:32,Efectivo,Online
2105,3253,19:52:27,Transferencia,App
1423,4054,16:33:48,Tarjeta,Sucursal
879,25,3:41:43,Transferencia,Online
2648,1671,7:56:33,Tarjeta,Sucursal
979,1878,2:33:39,Tarjeta,Sucursal
467,1349,15:40:24,Efectivo,Sucursal
2745,3553,19:45:50,Tarjeta,App
1226,1006,19:9:2,Efectivo,App
911,3063,8:7:48,Transferencia,Sucursal
476,919,18:58:14,Efectivo,Sucursal
400,2189,22:9:42,Transferencia,Sucursal
1146,4552,6:0:51,Transferencia,App
1321,3118,7:49:1,Tarjeta,Online
2678,1990,23:48:16,Efectivo,Sucursal
528,2229,7:2:2,Tarjeta,Online
1666,297,13:28:36,Tarjeta,Sucursal
2714,2809,3:42:52,Tarjeta,App
652,1734,2:13:38,Efectivo,Online
2245,614,3:21:20,Efectivo,Online
2297,3096,15:28:17,Transferencia,App
2446,4946,22:13:1,Efectivo,Sucursal
1056,3026,22:55:27,Efectivo,Online
821,3471,21:31:27,Tarjeta,App
2010,278,13:1:25,Tarjeta,Sucursal
1776,1990,7:13:10,Transferencia,Sucursal
63,4481,22:12:46,Transferencia,Online
831,1875,22:48:3,Transferencia,Sucursal
2609,4122,19:39:3,Transferencia,Online
1548,2668,16:0:46,Tarjeta,Sucursal
123,3151,13:28:30,Efectivo,Sucursal
1475,1623,14:7:6,Tarjeta,Sucursal
2148,4118,6:20:54,Transferencia,Sucursal
1432,2725,23:46:7,Tarjeta,App
537,2246,22:44:55,Transferencia,Online
2489,263,13:15:32,Tarjeta,Online
1637,3545,20:31:27,Efectivo,Online
17,2830,0:17:55,Transferencia,Sucursal
2412,2902,15:27:43,Transferencia,Sucursal
411,2479,4:37:11,Transferencia,App
2711,1872,22:18:14,Efectivo,App
991,4261,9:41:18,Efectivo,Sucursal
1949,3887,1:41:21,Efectivo,App
2152,3781,6:33:44,Transferencia,Sucursal
179,3648,17:18:48,Tarjeta,Online
1521,1851,0:47:39,Tarjeta,Sucursal
2460,2324,23:18:27,Efectivo,Online
2633,2992,22:20:47,Efectivo,Online
1587,4177,23:31:19,Efectivo,App
1514,4132,9:25:19,Efectivo,App
1442,3948,13:23:40,Transferencia,App
1441,3052,16:40:15,Tarjeta,Sucursal
2157,3152,14:15:6,Transferencia,Online
307,3584,0:58:8,Transferencia,Sucursal
288,2533,3:22:13,Transferencia,Online
2085,1601,11:34:43,Transferencia,App
1276,3522,1:44:54,Efectivo,Sucursal
581,1829,22:8:37,Transferencia,Online
2273,51,2:15:39,Efectivo,Online
2149,4976,12:26:42,Tarjeta,App
2315,11,6:36:34,Efectivo,App
790,922,2:37:0,Efectivo,Online
1554,1024,23:1:54,Transferencia,Online
2401,2147,5:4:58,Tarjeta,Sucursal
2462,1988,21:55:40,Efectivo,App
2167,306,12:25:23,Efectivo,Online
631,4958,6:58:17,Efectivo,Online
1971,300,13:6:44,Tarjeta,App
41,870,11:32:12,Efectivo,Online
1461,1739,15:37:21,Transferencia,Sucursal
2534,406,15:15:37,Efectivo,Online
103,4865,14:23:40,Tarjeta,Online
2040,1482,22:28:3,Transferencia,App
103,1313,1:23:40,Transferencia,Online
2555,1001,0:19:14,Efectivo,Online
2917,4121,17:46:26,Efectivo,App
812,4325,3:2:37,Transferencia,Sucursal
1828,4673,4:8:37,Efectivo,App
228,743,2:26:11,Transferencia,App
1423,1234,11:2:32,Tarjeta,App
1728,855,11:11:48,Transferencia,App
215,4232,18:12:43,Transferencia,App
1442,4218,19:0:25,Efectivo,App
1244,3062,3:30:25,Transferencia,App
2490,1,7:5:12,Efectivo,Sucursal
1668,4466,21:24:40,Transferencia,App
1231,4599,22:56:31,Tarjeta,Sucursal
2087,3094,18:43:58,Tarjeta,Online
777,411,8:55:33,Efectivo,Online
1916,490,17:0:9,Tarjeta,App
2002,1308,0:34:44,Tarjeta,Sucursal
1902,764,12:16:58,Tarjeta,Sucursal
2106,4009,8:35:27,Efectivo,App
1547,2919,4:32:30,Efectivo,Online
2659,1665,21:45:11,Efectivo,Sucursal
2400,1366,14:2:7,Transferencia,Sucursal
2460,2990,21:58:50,Transferencia,Online
239,1785,11:58:40,Tarjeta,Online
2667,2371,1:17:11,Tarjeta,Sucursal
2391,4041,23:51:15,Transferencia,App
905,4315,13:38:33,Tarjeta,Sucursal
1756,4216,13:56:36,Tarjeta,Sucursal
908,4693,8:15:24,Efectivo,Sucursal
2733,2321,11:2:30,Transferencia,Sucursal
2641,2114,21:46:7,Tarjeta,App
2077,2720,3:45:40,Tarjeta,Online
1098,1493,2:22:36,Transferencia,Sucursal
1969,1529,2:22:3,Efectivo,Sucursal
1430,49,10:4:45,Efectivo,Sucursal
2657,1106,14:34:40,Efectivo,App
