Cliente_ID,Comercio_ID,Frecuencia,Monto_Promedio,Última_Compra
1502,219,Diario,847.67,2023-03-12
334,1388,Semanal,666.48,2021-12-16
1960,315,Diario,88.75,2023-03-26
545,38,Mensual,380.1,2021-08-21
2415,627,Semanal,705.74,2023-04-26
2963,1855,Diario,377.74,2020-09-17
1305,1821,Diario,629.27,2020-03-18
838,182,Diario,856.29,2023-01-23
2127,20,Mensual,599.88,2020-08-04
2363,1373,Semanal,734.66,2022-08-02
70,984,Mensual,604.59,2022-02-14
2434,623,Diario,810.11,2023-04-25
2113,1944,Semanal,725.6,2021-10-13
2817,887,Mensual,928.99,2020-11-07
1577,124,Mensual,368.7,2022-04-05
1516,291,Semanal,52.19,2020-07-16
2474,704,Diario,832.44,2022-02-10
1307,967,Diario,275.75,2023-03-17
1709,1234,Semanal,526.97,2022-05-05
1184,1598,Mensual,117.63,2021-11-03
315,1525,Semanal,711.86,2023-08-17
99,786,Diario,767.11,2023-03-16
405,1856,Mensual,18.61,2021-06-08
1144,1300,Diario,935.8,2022-11-05
439,1671,Mensual,70.07,2021-05-15
1036,1114,Diario,475.86,2021-01-16
667,1055,Mensual,952.43,2022-01-30
1016,1409,Semanal,506.47,2021-08-20
1273,761,Mensual,185.88,2022-03-13
1610,3,Diario,365.61,2023-11-08
494,931,Semanal,96.76,2021-02-06
2971,1797,Semanal,320.26,2023-02-01
72,1196,Diario,323.03,2021-11-23
2356,139,Diario,846.7,2020-06-06
2202,595,Mensual,123.36,2021-06-07
2082,1947,Diario,793.74,2023-08-02
2733,772,Semanal,342.15,2020-11-10
2732,1745,Diario,697.41,2020-12-11
1354,933,Semanal,370.97,2023-02-28
912,378,Mensual,81.33,2020-06-19
134,1883,Mensual,259.65,2023-09-10
287,986,Semanal,447.44,2022-01-30
239,233,Diario,934.86,2023-04-08
1410,1806,Diario,930.34,2020-11-19
2979,279,Mensual,703.58,2020-02-27
1249,218,Semanal,730.55,2023-12-29
1088,469,Diario,190.16,2023-09-01
1417,1337,Mensual,373.65,2022-05-20
356,325,Semanal,210.05,2021-06-18
2487,189,Semanal,162.91,2023-09-06
2185,167,Mensual,745.73,2022-02-22
1581,236,Diario,535.78,2022-04-13
1274,407,Mensual,964.11,2022-10-13
289,202,Mensual,812.13,2022-04-02
973,1767,Semanal,93.07,2023-12-11
2250,45,Diario,999.33,2020-01-20
1902,142,Mensual,697.52,2021-08-13
779,1822,Semanal,995.43,2021-01-08
952,1576,Diario,13.83,2023-02-08
2800,1526,Semanal,445.35,2022-04-02
548,1575,Mensual,961.84,2021-08-09
1813,1004,Mensual,562.92,2020-01-06
2966,1450,Semanal,79.42,2023-03-13
1954,521,Mensual,998.38,2020-11-14
1427,625,Semanal,776.09,2021-12-27
366,1484,Diario,232.74,2023-08-12
1341,794,Diario,525.0,2020-05-16
1210,938,Diario,116.37,2021-07-13
774,593,Semanal,474.31,2022-12-23
703,487,Semanal,387.7,2021-07-18
1845,1682,Mensual,920.63,2022-07-11
1010,1088,Mensual,625.49,2020-06-25
66,985,Diario,904.42,2020-09-28
2883,1313,Semanal,920.63,2020-07-05
575,1840,Semanal,62.49,2022-06-12
123,1326,Diario,150.59,2023-04-11
607,1147,Semanal,669.4,2022-05-18
641,1781,Mensual,370.68,2021-01-30
2079,435,Diario,275.92,2020-07-14
1292,826,Mensual,710.76,2022-10-20
1778,595,Semanal,687.22,2022-11-14
1961,387,Mensual,629.76,2023-03-28
654,1178,Mensual,982.97,2020-10-26
1500,1097,Semanal,103.55,2020-10-08
252,591,Diario,932.89,2021-02-04
1351,1227,Diario,923.48,2021-11-23
751,583,Mensual,503.86,2023-12-04
1501,107,Mensual,642.79,2022-10-31
2208,665,Mensual,869.1,2021-11-21
2193,306,Mensual,439.4,2020-10-29
2764,165,Semanal,208.35,2023-09-25
1157,332,Semanal,215.19,2023-10-24
2441,1319,Semanal,300.53,2020-12-18
2479,1133,Semanal,97.86,2022-07-27
1843,405,Diario,475.52,2023-01-18
1964,1342,Semanal,699.54,2021-08-13
1873,1696,Semanal,875.92,2022-03-08
654,1671,Semanal,552.05,2022-02-08
2313,27,Diario,135.35,2021-08-16
2683,404,Semanal,229.27,2020-09-18
275,1943,Mensual,945.09,2022-10-17
607,876,Mensual,825.32,2021-07-05
561,427,Mensual,677.76,2021-06-22
2963,574,Diario,317.0,2021-01-15
791,1723,Diario,743.0,2021-12-21
573,1442,Diario,70.59,2023-01-24
226,1956,Diario,448.47,2021-11-08
1803,1353,Mensual,972.44,2021-09-03
856,1488,Diario,533.29,2020-01-20
2491,491,Mensual,178.21,2023-05-17
2392,51,Mensual,418.92,2022-06-28
723,1580,Diario,388.99,2023-08-02
1420,955,Mensual,321.42,2023-07-19
496,736,Semanal,84.36,2022-07-18
458,481,Semanal,343.85,2022-05-04
291,1075,Semanal,650.02,2021-10-02
876,956,Mensual,129.32,2023-08-14
191,835,Diario,876.97,2021-11-22
1233,981,Diario,453.24,2020-03-31
2996,773,Semanal,142.38,2022-10-13
315,813,Semanal,206.9,2022-06-03
1734,945,Diario,372.91,2022-08-09
985,1823,Mensual,200.53,2021-05-19
2114,1924,Semanal,975.88,2020-08-10
1807,1308,Semanal,229.01,2020-04-13
1563,1289,Semanal,388.2,2020-03-28
646,777,Mensual,522.91,2020-02-14
329,362,Diario,564.52,2020-04-15
2020,771,Diario,69.47,2020-04-03
1096,767,Semanal,630.82,2023-02-01
723,1674,Diario,543.39,2021-08-04
2634,1089,Diario,983.72,2023-01-08
2714,1823,Diario,869.56,2023-06-06
2842,980,Semanal,272.17,2022-08-03
730,1803,Semanal,432.14,2023-11-30
2842,1919,Semanal,97.2,2020-08-27
517,166,Semanal,447.54,2022-03-05
118,1497,Mensual,646.47,2022-03-03
1086,1274,Diario,888.91,2022-12-14
1960,1157,Semanal,327.49,2023-04-09
1396,1695,Diario,264.24,2022-08-14
1824,1783,Mensual,716.8,2020-10-19
2829,1564,Semanal,185.29,2020-04-29
2242,749,Diario,254.17,2020-05-16
317,1072,Semanal,628.77,2020-04-09
54,1483,Mensual,127.46,2023-12-04
1957,1551,Semanal,882.65,2022-06-06
77,670,Semanal,572.14,2021-07-17
1084,1155,Semanal,106.09,2020-10-24
907,1901,Mensual,40.65,2021-03-15
1282,1826,Semanal,821.24,2022-05-28
2213,361,Diario,230.68,2022-02-22
1033,291,Diario,320.01,2021-08-27
1321,1472,Diario,677.9,2020-09-30
2522,782,Semanal,551.18,2020-07-18
2253,129,Semanal,569.01,2023-08-28
1399,1633,Diario,41.56,2022-11-25
1489,1766,Mensual,218.89,2020-09-13
1025,1556,Mensual,910.84,2023-05-09
1983,18,Semanal,485.59,2021-12-31
3,1881,Semanal,786.78,2023-05-27
2081,14,Semanal,104.54,2021-10-02
77,1143,Mensual,552.69,2021-02-23
2972,968,Mensual,351.57,2022-02-22
28,837,Diario,202.33,2023-02-12
227,642,Mensual,242.19,2023-10-14
1565,1728,Semanal,879.03,2023-09-26
1444,1924,Mensual,154.32,2021-05-03
2574,791,Semanal,287.71,2022-08-16
336,1299,Semanal,45.97,2023-07-11
2687,372,Semanal,175.69,2020-12-19
775,1929,Mensual,552.14,2022-12-03
2242,463,Mensual,652.5,2021-07-21
1579,608,Semanal,321.71,2020-11-16
315,1812,Semanal,447.64,2023-10-22
818,984,Diario,798.05,2022-08-17
2164,1703,Mensual,571.42,2023-06-20
1184,1142,Diario,161.42,2020-07-14
328,651,Mensual,330.78,2020-10-07
415,317,Semanal,662.22,2022-11-14
2709,1076,Semanal,907.7,2022-07-22
2946,124,Semanal,599.05,2023-04-08
2002,1342,Semanal,272.36,2020-08-16
1569,1927,Diario,563.08,2021-07-31
549,1843,Mensual,114.05,2021-07-30
2045,938,Mensual,774.47,2021-02-14
1629,149,Diario,974.32,2020-04-26
2335,496,Diario,602.92,2023-01-31
1086,630,Mensual,27.12,2022-10-25
2021,1214,Mensual,243.53,2023-02-08
1202,1308,Mensual,245.61,2023-05-02
1838,12,Semanal,922.45,2022-10-15
892,1251,Diario,217.88,2023-01-11
907,260,Semanal,795.42,2023-11-02
2976,1788,Semanal,632.04,2023-08-14
968,1754,Mensual,295.43,2020-06-09
2072,723,Semanal,551.46,2021-09-20
1522,780,Mensual,965.15,2021-06-06
1086,515,Diario,587.75,2022-03-15
2349,1836,Mensual,927.78,2020-07-21
2456,142,Diario,330.48,2021-07-28
2662,642,Mensual,254.03,2022-06-29
2130,653,Semanal,641.8,2021-02-17
711,171,Semanal,776.35,2023-10-09
2009,669,Semanal,890.97,2022-11-19
103,244,Semanal,823.18,2022-06-30
2971,1082,Diario,576.16,2020-10-14
1193,717,Mensual,493.31,2022-08-26
64,1336,Diario,503.42,2021-04-04
2167,1619,Mensual,425.02,2023-09-03
1885,1133,Semanal,709.56,2020-03-24
1733,1845,Diario,971.6,2023-02-13
2864,1802,Mensual,465.12,2021-03-28
855,893,Semanal,662.02,2021-06-13
2106,228,Diario,507.79,2023-08-30
1617,151,Mensual,702.39,2023-11-24
2210,910,Diario,306.64,2022-05-14
1688,1185,Mensual,966.92,2023-04-21
538,1580,Diario,42.58,2021-12-24
1220,388,Diario,996.87,2020-04-25
1,202,Mensual,716.33,2022-04-04
308,1702,Semanal,76.69,2023-06-21
198,1776,Diario,721.15,2022-06-10
2679,559,Diario,797.13,2023-02-18
2029,1948,Semanal,424.71,2020-04-22
1060,888,Mensual,760.71,2020-12-28
547,291,Diario,645.21,2021-03-25
149,1158,Diario,499.0,2021-09-16
2027,1516,Mensual,34.74,2023-05-23
1581,1005,Semanal,572.84,2022-03-03
1962,598,Mensual,547.15,2021-09-15
2718,651,Mensual,350.43,2023-01-03
2344,1535,Mensual,873.92,2020-03-04
2296,1987,Semanal,269.24,2020-04-06
1317,1174,Semanal,967.36,2021-04-17
2654,6,Mensual,327.63,2020-12-29
870,116,Mensual,727.0,2023-07-02
17,321,Semanal,139.07,2022-10-10
232,1698,Semanal,570.74,2022-06-13
2791,192,Semanal,778.56,2021-12-24
948,985,Mensual,117.15,2023-02-14
2030,1663,Mensual,462.3,2022-07-31
535,918,Mensual,601.14,2022-10-13
1349,539,Diario,264.38,2020-12-18
1804,45,Semanal,174.41,2023-02-01
1230,1240,Diario,133.77,2022-01-12
1515,238,Semanal,393.26,2021-10-07
149,29,Diario,393.25,2022-09-27
873,793,Mensual,695.8,2022-03-04
766,1611,Mensual,674.32,2023-10-22
423,852,Semanal,42.35,2020-01-17
1887,716,Mensual,170.96,2021-05-25
2854,1424,Diario,119.84,2021-05-08
2460,1182,Mensual,396.32,2021-10-15
194,1406,Semanal,57.27,2021-12-16
981,1108,Semanal,25.64,2020-07-24
2172,434,Semanal,796.64,2022-05-12
2122,858,Mensual,288.27,2023-04-26
696,568,Semanal,878.07,2021-10-31
370,1028,Semanal,850.5,2021-11-08
1147,14,Diario,431.58,2020-01-13
2819,1968,Mensual,213.53,2022-01-07
1758,890,Diario,839.97,2021-10-11
1975,1605,Diario,339.37,2020-11-03
2165,764,Diario,441.02,2023-03-23
1621,368,Mensual,771.43,2023-10-30
481,1752,Diario,675.5,2023-02-23
29,1588,Mensual,829.21,2020-10-12
2233,205,Mensual,139.71,2023-12-26
651,1920,Mensual,29.12,2020-10-16
1213,673,Diario,378.65,2022-09-11
167,640,Mensual,944.72,2023-05-21
2340,318,Semanal,59.75,2023-03-10
2046,940,Semanal,957.81,2022-06-28
807,160,Mensual,971.65,2020-07-25
2788,1780,Diario,181.47,2020-08-31
536,377,Diario,301.34,2023-02-07
1244,262,Mensual,723.21,2021-11-22
155,925,Mensual,915.72,2020-07-03
2291,1082,Diario,245.96,2023-12-12
2011,1971,Diario,927.04,2022-05-15
1889,1069,Diario,980.6,2020-12-25
248,8,Semanal,881.49,2023-08-08
908,683,Semanal,857.99,2021-05-19
2372,1697,Semanal,615.65,2020-09-01
2630,1743,Semanal,653.07,2023-02-03
684,23,Mensual,814.61,2023-10-07
1241,733,Mensual,542.68,2023-03-18
399,66,Mensual,596.49,2023-11-13
2858,116,Diario,316.1,2020-05-09
689,201,Semanal,321.9,2021-02-19
2291,374,Mensual,679.36,2021-11-06
1873,1695,Semanal,829.27,2020-07-27
1942,1156,Semanal,415.31,2022-03-05
1132,556,Diario,717.26,2021-03-25
1528,1923,Semanal,384.04,2020-03-19
1010,647,Semanal,433.23,2021-11-03
2418,1469,Mensual,182.79,2021-12-11
165,1091,Mensual,287.79,2021-01-10
57,1200,Mensual,966.49,2021-01-28
1876,1048,Mensual,902.65,2022-01-16
1471,1429,Semanal,347.64,2022-12-27
349,687,Diario,542.38,2020-05-10
1540,327,Semanal,708.82,2020-03-16
1356,1621,Diario,961.83,2021-08-08
2794,701,Semanal,128.78,2020-10-19
189,1921,Mensual,397.88,2020-08-11
1180,351,Mensual,460.12,2022-01-11
386,647,Mensual,89.07,2022-07-13
2561,428,Semanal,801.05,2022-12-12
1562,713,Mensual,377.16,2020-11-12
1800,95,Diario,338.41,2022-09-24
2543,1106,Mensual,702.03,2020-11-09
1966,360,Mensual,768.52,2023-03-20
1203,907,Mensual,926.46,2021-06-22
478,1489,Mensual,729.21,2023-06-05
1070,99,Mensual,505.14,2020-01-17
1229,1661,Semanal,245.57,2023-11-22
2055,1104,Mensual,180.5,2023-05-24
1593,1543,Mensual,814.82,2020-06-29
1661,1106,Diario,18.34,2020-02-19
944,1977,Semanal,189.52,2021-03-12
1413,805,Semanal,669.86,2020-12-09
2804,967,Semanal,531.6,2020-10-23
177,283,Semanal,702.5,2021-12-22
1433,1248,Semanal,956.35,2022-06-09
1841,580,Diario,811.33,2022-06-25
2636,275,Mensual,668.26,2020-07-14
1427,1139,Diario,240.93,2021-02-26
2162,472,Semanal,614.14,2023-02-09
715,777,Mensual,529.08,2022-02-20
2751,1008,Mensual,151.92,2020-04-17
597,346,Semanal,809.79,2020-11-15
2805,457,Mensual,803.79,2022-04-09
527,1521,Semanal,91.3,2021-03-16
542,15,Mensual,700.97,2020-12-28
1514,1860,Diario,338.43,2023-03-30
1096,1403,Diario,651.46,2023-11-07
1200,392,Semanal,853.74,2020-06-14
1034,1160,Mensual,564.8,2023-07-30
2565,855,Diario,266.96,2023-02-05
953,1531,Mensual,470.07,2021-07-29
758,1654,Diario,640.97,2023-11-15
890,1633,Diario,19.37,2023-07-19
2743,1750,Diario,486.31,2020-06-22
1809,1353,Semanal,584.79,2022-05-22
1224,1978,Mensual,77.89,2021-01-10
628,1532,Semanal,922.41,2021-12-17
2149,400,Mensual,204.07,2022-01-23
166,1940,Semanal,846.61,2023-03-26
29,508,Diario,394.97,2020-10-07
1236,485,Mensual,783.6,2021-12-05
814,1784,Mensual,287.53,2021-08-24
442,96,Diario,693.07,2022-02-14
1919,270,Semanal,655.54,2022-11-10
1746,313,Diario,622.62,2023-02-27
1103,851,Diario,67.37,2021-04-23
817,638,Mensual,920.53,2023-02-09
2438,1055,Diario,711.64,2023-12-10
1806,1722,Mensual,982.07,2020-09-10
949,1229,Diario,983.97,2023-07-20
1450,815,Diario,867.4,2020-08-03
2181,898,Diario,72.55,2020-10-12
855,1950,Semanal,439.17,2021-09-30
955,1303,Mensual,138.43,2022-06-28
2138,1198,Mensual,704.78,2023-01-15
2230,1929,Diario,604.73,2020-07-30
1066,279,Diario,479.42,2023-11-16
523,1218,Mensual,347.14,2020-11-11
2687,1701,Semanal,31.27,2022-05-26
2448,77,Diario,227.53,2023-06-08
2936,424,Mensual,567.85,2023-01-07
500,1549,Semanal,344.95,2021-07-03
682,1533,Semanal,53.22,2022-04-18
1306,949,Semanal,470.33,2021-10-02
1257,353,Semanal,806.77,2023-02-28
915,1239,Semanal,46.88,2020-05-26
1216,68,Mensual,29.9,2023-10-26
1122,1877,Semanal,443.1,2023-02-10
838,1542,Mensual,758.61,2020-03-28
2334,100,Semanal,474.83,2021-11-08
2769,255,Mensual,776.63,2023-03-21
1211,288,Diario,215.49,2021-01-28
1542,1566,Diario,636.29,2021-05-21
1124,823,Diario,766.84,2023-07-06
1223,376,Semanal,852.4,2022-09-14
2654,953,Diario,524.91,2022-07-27
2374,799,Diario,225.09,2020-12-02
2334,1856,Semanal,40.45,2021-02-24
150,1481,Mensual,741.82,2021-08-21
1805,255,Mensual,853.74,2021-11-28
1439,262,Diario,429.97,2023-02-20
380,911,Semanal,528.15,2022-04-29
1896,1206,Semanal,457.66,2020-09-14
980,1588,Semanal,643.48,2021-07-16
1529,558,Mensual,787.25,2022-04-05
2280,1769,Diario,609.99,2023-04-10
2284,284,Mensual,533.39,2020-01-10
2349,1090,Diario,919.04,2023-12-10
324,291,Mensual,156.45,2023-02-01
2720,747,Semanal,125.37,2020-12-30
514,1824,Diario,942.95,2023-05-07
75,1901,Diario,264.45,2020-08-04
749,1119,Mensual,221.38,2021-09-06
859,23,Diario,114.05,2022-11-12
237,229,Mensual,905.03,2023-10-03
757,382,Semanal,716.46,2021-08-04
2125,534,Semanal,833.09,2021-08-03
1565,1517,Diario,691.19,2020-09-16
2676,1230,Diario,108.65,2020-05-31
672,1870,Mensual,149.69,2020-03-08
1188,13,Mensual,523.42,2022-08-31
2695,779,Semanal,941.82,2023-10-07
2753,1935,Diario,855.2,2021-03-30
746,254,Diario,439.54,2020-02-03
1966,805,Mensual,369.02,2023-08-03
48,494,Semanal,924.66,2022-11-22
2614,155,Semanal,80.57,2022-03-04
2974,1631,Diario,266.9,2020-06-08
238,224,Mensual,736.0,2020-12-26
1768,1204,Diario,785.91,2022-02-26
953,946,Diario,937.03,2020-10-13
866,997,Mensual,850.05,2022-12-25
2684,627,Diario,660.37,2020-12-19
1618,1010,Diario,701.25,2020-11-27
568,1548,Mensual,120.61,2023-11-12
2191,492,Mensual,857.88,2022-04-27
1285,1382,Diario,729.51,2020-08-21
2622,1926,Diario,669.66,2020-07-03
1652,364,Mensual,875.83,2020-11-02
1781,752,Mensual,44.79,2023-12-21
2113,1152,Diario,726.68,2023-07-26
1191,1188,Semanal,936.91,2023-12-16
1712,960,Mensual,757.02,2020-11-11
2558,1011,Mensual,843.07,2022-04-28
869,178,Semanal,575.27,2021-06-24
2555,1732,Diario,254.73,2023-04-14
85,270,Mensual,958.91,2023-03-17
2534,1781,Diario,458.88,2020-09-15
1848,107,Semanal,414.45,2023-02-06
2683,158,Diario,884.0,2021-08-24
1435,80,Diario,436.5,2021-01-03
1570,1045,Semanal,92.01,2020-09-08
2405,55,Diario,141.81,2020-05-21
2305,581,Semanal,52.45,2022-02-23
1469,695,Diario,402.8,2021-06-22
1325,448,Mensual,214.73,2022-11-13
274,1850,Semanal,502.9,2020-08-20
249,1513,Semanal,234.46,2022-07-24
2617,1136,Diario,548.09,2020-02-11
1511,815,Semanal,745.45,2021-11-18
2390,1834,Mensual,646.36,2021-08-21
1574,1626,Diario,10.34,2022-02-08
2011,628,Semanal,662.34,2022-05-05
2683,1923,Semanal,637.18,2021-12-28
2189,1743,Diario,105.87,2020-02-05
2088,1541,Diario,818.96,2020-01-24
353,162,Semanal,940.59,2020-10-03
183,1569,Diario,680.35,2022-06-09
2451,670,Mensual,16.47,2024-01-01
2701,1417,Diario,306.87,2021-01-18
1701,474,Mensual,421.49,2021-08-19
1909,1861,Mensual,679.23,2021-06-04
1296,213,Mensual,542.71,2022-09-15
262,1201,Mensual,107.56,2023-08-11
2872,194,Diario,718.94,2020-05-11
287,260,Mensual,870.77,2020-08-22
2975,257,Semanal,118.37,2020-10-27
1742,55,Mensual,484.48,2022-04-10
511,1407,Diario,194.48,2020-09-19
1572,631,Diario,412.36,2021-06-04
2557,1001,Semanal,189.34,2020-06-26
2258,1802,Mensual,969.54,2023-02-11
2653,923,Mensual,838.98,2022-12-23
1512,1832,Diario,882.51,2021-04-21
1705,467,Semanal,701.84,2020-08-12
2057,659,Diario,281.45,2020-07-17
837,554,Diario,420.06,2020-01-24
1486,1011,Mensual,974.34,2021-08-08
2356,1697,Mensual,683.8,2023-01-11
1473,1130,Diario,246.23,2020-05-04
2969,1246,Diario,390.82,2022-03-10
2386,287,Diario,208.49,2023-01-25
2968,633,Diario,67.7,2023-03-21
3,1896,Mensual,431.82,2021-03-25
1352,562,Mensual,67.01,2022-10-08
826,1831,Semanal,204.97,2021-04-18
396,740,Semanal,171.88,2022-06-05
2769,318,Semanal,914.71,2023-07-06
2932,585,Semanal,277.67,2020-10-04
1324,1503,Diario,580.45,2024-01-01
918,119,Semanal,334.92,2020-07-25
1013,1314,Mensual,891.35,2020-09-17
2199,1733,Semanal,297.58,2020-07-06
602,1938,Mensual,208.86,2022-07-07
2333,1268,Semanal,347.47,2021-04-08
2516,1656,Semanal,24.57,2023-10-28
2303,1914,Diario,185.58,2022-04-08
1003,630,Mensual,289.67,2020-09-12
1969,808,Semanal,733.84,2021-04-30
569,670,Diario,500.3,2023-09-08
1764,709,Mensual,486.49,2022-09-27
2588,93,Mensual,204.43,2021-01-31
2507,1869,Semanal,337.88,2023-01-23
1290,29,Semanal,352.52,2020-01-25
540,1394,Semanal,535.07,2021-10-06
20,434,Mensual,474.07,2023-05-27
2702,634,Diario,50.57,2022-09-21
524,171,Mensual,355.21,2022-07-21
405,1832,Mensual,162.21,2021-03-23
2686,57,Diario,787.69,2020-04-22
2324,1735,Semanal,43.46,2021-02-09
375,626,Semanal,659.38,2023-07-25
2039,1848,Mensual,98.0,2022-12-08
764,1966,Mensual,259.41,2021-05-07
1467,1117,Diario,764.04,2020-03-29
969,73,Semanal,664.3,2021-11-05
1826,1193,Diario,684.35,2021-03-12
1164,1435,Diario,996.7,2023-05-24
2754,1463,Semanal,40.91,2023-10-28
2810,406,Mensual,794.32,2021-02-14
177,355,Semanal,815.98,2020-06-26
1774,1579,Diario,174.12,2020-06-25
1604,934,Diario,748.14,2023-11-06
208,1240,Diario,466.13,2023-05-28
915,1427,Semanal,346.69,2023-01-02
2588,169,Mensual,75.35,2021-09-25
811,1083,Diario,940.92,2021-11-19
1174,318,Diario,960.48,2020-08-23
919,1479,Diario,322.32,2023-01-17
2568,1318,Semanal,258.96,2022-02-02
780,1845,Diario,551.16,2023-02-01
103,1961,Mensual,191.23,2023-12-05
1092,1789,Semanal,510.21,2023-12-01
2885,374,Mensual,250.92,2022-07-11
1237,193,Mensual,714.44,2021-05-01
687,180,Semanal,691.02,2022-12-10
1449,360,Semanal,144.46,2022-05-20
1915,1332,Mensual,633.08,2020-01-07
2132,1238,Semanal,214.1,2023-02-16
604,1058,Diario,542.16,2022-09-25
62,1359,Mensual,246.34,2022-03-08
1107,166,Mensual,399.0,2023-06-12
2007,890,Semanal,171.18,2020-09-06
856,1450,Semanal,704.36,2021-08-31
2426,690,Diario,106.5,2020-06-19
564,1148,Diario,421.53,2023-04-18
1083,91,Semanal,598.29,2020-01-16
1286,1205,Semanal,237.22,2022-12-28
1413,1975,Semanal,536.77,2020-08-09
1396,423,Semanal,237.18,2023-02-11
2061,632,Mensual,720.36,2022-10-29
2681,1034,Diario,18.06,2023-08-21
476,1212,Semanal,135.9,2023-01-26
884,178,Diario,597.54,2020-05-01
2757,210,Diario,86.94,2020-11-30
2327,1115,Diario,783.16,2022-09-10
1258,1869,Diario,141.08,2023-09-24
1232,1463,Diario,173.42,2023-06-02
1655,1199,Semanal,968.87,2021-01-04
2622,1563,Semanal,817.9,2023-08-31
711,1942,Semanal,725.42,2021-06-18
946,390,Mensual,581.59,2021-08-09
1492,849,Semanal,855.04,2020-10-31
638,1315,Mensual,163.63,2021-07-28
1398,275,Diario,919.96,2021-07-16
2269,1081,Semanal,729.48,2022-09-13
2432,835,Semanal,577.32,2023-12-20
900,689,Diario,793.26,2022-08-14
1179,1138,Semanal,452.3,2022-06-20
2847,1436,Diario,12.63,2020-10-23
25,1287,Mensual,353.87,2022-02-09
275,744,Semanal,823.09,2023-04-18
2893,936,Semanal,685.53,2020-12-16
2847,949,Semanal,878.95,2022-04-21
913,837,Semanal,740.39,2023-02-15
2413,1805,Semanal,258.96,2023-08-29
2188,1391,Diario,443.21,2023-05-04
187,150,Semanal,485.08,2020-12-06
11,232,Mensual,517.14,2023-02-19
314,596,Mensual,931.94,2020-07-25
1889,348,Mensual,904.39,2023-09-18
804,1545,Semanal,602.86,2023-12-03
1515,1427,Mensual,574.17,2021-06-10
862,579,Mensual,329.92,2021-03-29
2722,935,Semanal,452.22,2023-02-16
2082,1194,Semanal,61.54,2021-02-11
1812,1337,Diario,73.55,2023-04-27
166,10,Semanal,961.08,2020-07-27
826,218,Mensual,805.99,2021-05-05
2950,1206,Semanal,101.31,2021-04-25
974,1292,Diario,830.47,2023-08-25
1470,1886,Diario,417.1,2023-08-18
755,1314,Semanal,950.24,2021-02-13
1425,1245,Semanal,444.65,2023-01-09
120,168,Mensual,376.02,2022-05-25
1386,1713,Semanal,407.58,2022-01-14
155,987,Diario,15.38,2021-08-11
2460,699,Diario,287.0,2023-01-15
2671,1326,Diario,566.76,2022-10-14
647,1794,Mensual,574.59,2023-12-24
2916,1814,Semanal,228.3,2020-03-24
2867,395,Mensual,27.29,2020-08-03
747,1679,Semanal,533.38,2023-07-14
961,1746,Diario,589.22,2020-07-14
2627,1519,Semanal,574.92,2022-05-07
1641,1598,Diario,841.63,2022-04-27
1275,35,Diario,202.51,2021-09-29
2615,682,Diario,335.37,2023-04-12
430,1687,Diario,103.26,2023-04-05
442,1211,Diario,695.02,2021-04-09
1413,1858,Diario,688.28,2020-08-08
2588,1218,Semanal,336.49,2023-08-23
957,1114,Diario,164.83,2020-04-06
2685,416,Mensual,477.3,2021-09-20
512,1415,Diario,84.19,2020-08-05
2031,1569,Semanal,333.26,2023-02-14
431,511,Mensual,625.34,2022-06-21
1112,588,Mensual,827.52,2020-03-15
7,310,Diario,229.15,2023-05-15
251,623,Diario,652.16,2023-07-19
1881,969,Diario,37.04,2023-11-29
2063,987,Semanal,810.46,2022-03-03
1334,1693,Mensual,726.47,2021-01-04
2282,1203,Diario,345.05,2022-07-23
1387,124,Semanal,440.16,2020-07-16
2512,939,Diario,261.16,2020-10-14
2887,836,Mensual,209.96,2022-02-12
2805,52,Semanal,394.65,2022-03-08
2941,820,Diario,572.92,2020-03-17
236,123,Semanal,64.6,2022-03-17
169,1804,Mensual,862.8,2022-12-04
365,948,Diario,648.67,2020-12-26
1080,1963,Mensual,359.46,2022-01-07
1193,1713,Mensual,901.66,2020-06-01
2683,1324,Diario,162.57,2022-11-17
1406,1387,Diario,565.26,2021-06-15
585,297,Diario,266.0,2021-07-29
765,1296,Mensual,236.52,2021-07-29
850,742,Diario,883.5,2023-06-26
1586,1396,Semanal,823.86,2020-04-02
2794,1294,Diario,707.7,2022-11-13
1702,1273,Semanal,817.42,2020-05-18
2161,222,Diario,619.85,2023-10-03
2034,1499,Semanal,950.98,2022-12-26
1870,1172,Mensual,673.6,2021-08-26
137,1396,Diario,442.69,2023-12-12
402,1264,Diario,415.76,2020-05-23
1481,273,Diario,425.88,2022-11-17
828,1649,Diario,507.87,2022-02-04
1198,827,Semanal,486.24,2021-12-06
214,773,Semanal,903.0,2023-08-07
2668,1305,Diario,476.36,2022-03-14
1471,215,Semanal,811.95,2023-10-29
123,1841,Semanal,176.97,2021-08-15
2995,358,Semanal,496.75,2021-09-30
906,1241,Mensual,456.5,2022-07-10
1354,926,Mensual,142.66,2023-10-26
1766,1132,Mensual,556.53,2020-10-07
1607,583,Mensual,577.33,2022-05-02
2214,1064,Semanal,707.01,2021-06-06
1504,812,Mensual,12.12,2020-04-07
744,1360,Diario,760.33,2020-06-06
1365,294,Mensual,560.27,2022-03-13
77,1999,Diario,545.52,2023-06-08
1016,290,Diario,214.23,2020-06-21
2233,1876,Semanal,429.3,2023-10-10
2104,1545,Mensual,445.96,2021-01-29
2228,1183,Diario,86.9,2020-01-30
2046,518,Semanal,137.64,2022-02-25
